id,date,domain,is_featured,likes,retweets,replies,views,text,images_count,local_images,url
2052046608083066910,2026-05-06 15:23:31,美股硬科技与AI半导体,⭐ 精选,188,25,7,105619,"目前持仓里面，大仓位是 $DRAM 
其他基本上全是2倍做多的小仓，占比不高，占最高的小仓位是2倍做多的海力士。
强迫症，调整了一下比较干净清爽现在。 https://t.co/UNhVvzcXDq",1,images/2052046608083066910_0.jpg,https://x.com/xiaomustock/status/2052046608083066910
2052041193941291318,2026-05-06 15:02:00,交易心法复盘与个人进化论,⭐ 精选,585,127,22,347502,"看到一对比图，把2000年的互联网浪潮和22年gpt开启的AI浪潮作涨幅对比。
现在是第858天，崩盘时间是1330天。
据此到崩盘点还有数倍涨幅，时间472天也就是对应到27年年底最顶峰还有一年半。
看完这个图心安了不少。 https://t.co/CoZJvJSzfb",1,images/2052041193941291318_0.jpg,https://x.com/xiaomustock/status/2052041193941291318
2052003564294115525,2026-05-06 12:32:28,美股硬科技与AI半导体,⭐ 精选,206,18,9,64928,"最不看好数据中心类型的股票。
市值最终能涨多高，百分之一万的跟利润挂钩，用细分行业总利润就能算出来一个行业的天花板高度。

现在的局面是虽然ai投入云厂商高达8000亿，但是英伟达，台积电，三星，海力士，美光，5家公司几乎一人分走了1000亿美金，剩下的才轮到整个产业链的数千家上万家公司均分剩下的3000亿。
按照现在cpu的说法就是，amd，intc，arm还要再从剩下的3000亿里面可能分走一半，然后剩下1500亿给AI产业链剩下的上万家公司分。这1500亿中大部分可能光模块电厂等等杂七杂八的公司赚走，剩下的渣渣才能轮到数据中心。

数据中心不仅要背贷款融资买卡买服务器，
还要承担电费和卡的折旧费，属于整个产业链的下水道部分，谁都能干的脏活累活。

利润最厚的部分就是存储，如果cpu用量逆转，台积电产能限制，可能利润最厚的部分存储三巨头，台积电与gpu和cpu一起吃。",1,images/2052003564294115525_0.jpg,https://x.com/xiaomustock/status/2052003564294115525
2051984043978232212,2026-05-06 11:14:54,美股硬科技与AI半导体,⭐ 精选,117,14,13,263049,"今天amd财报，
来自amd苏妈画的大饼能不能吃的下去。
AI到了智能体时代会导致cpu用量提升到超过1/1，数倍提升。 $AMD  $ARM $INTC 受刺激都拉疯了。按照苏妈的说法不仅仅是存储还有CPU也即将爆炸。
我买了蚂蚁仓 $INTW $ARMG $AMDL $MVLL https://t.co/xkBKUcnm8J",2,images/2051984043978232212_0.jpg;images/2051984043978232212_1.jpg,https://x.com/xiaomustock/status/2051984043978232212
2051934479543828961,2026-05-06 07:57:57,美股硬科技与AI半导体,⭐ 精选,207,35,15,267840,这个比脸盘还大的奇葩芯片过几天要上市，是近几年第一个上市的号称英伟达颠覆选手AI芯片设计公司。代码 $CBRS https://t.co/Njz6N2bvn2,1,images/2051934479543828961_0.jpg,https://x.com/xiaomustock/status/2051934479543828961
2051918476072132889,2026-05-06 06:54:22,交易心法复盘与个人进化论,⭐ 精选,352,31,12,177164,"按照 #湖南裕能 连续5个单季度50%-100%的业绩增速，2026全年的利润能接近100亿，
市盈率不到9，如果给它亲爹宁德时代一样的pe27，那可以涨到300块钱拉三倍。 https://t.co/O9srSJzmdu",1,images/2051918476072132889_0.jpg,https://x.com/xiaomustock/status/2051918476072132889
2051903248114630742,2026-05-06 05:53:51,美股硬科技与AI半导体,⭐ 精选,179,24,8,84352,"同理，我们按照云厂商2027年的资本开支，能反推出来存储三巨头 #三星 #海力士 $MU
在2027年的利润，以及每一家利润的近似值。
假如云厂商2026年8000亿美金开支被赚走的利润比例是固定的，再按照同比列计算假如2027年云厂商开支是11000亿美金的时候三家的2027年利润分别是三星2687亿美金，
海力士2019亿美金，美光1017亿美金。

2027 年仅这三家公司的总利润就将跨入 5,700 亿美元（约 4.1 万亿人民币） 俱乐部。这是一个极其恐怖的财务指标，意味着存储赛道将吸纳全球 AI 产业近 1/3 的净利润流入。",2,images/2051903248114630742_0.jpg;images/2051903248114630742_1.jpg,https://x.com/xiaomustock/status/2051903248114630742
2051875055781511645,2026-05-06 04:01:49,美股硬科技与AI半导体,⭐ 精选,169,18,16,59282,常温常新，对这张图最深刻的感受不是存储暴涨，而是苹果今年当时在台积电失去议价权的新闻，台积电出价最高体量最大的买家不再是苹果而是AI了，苹果代表了我们人类最顶级的消费需求。 https://t.co/sOKlpj2b3D,1,images/2051875055781511645_0.jpg,https://x.com/xiaomustock/status/2051875055781511645
2051856016342384939,2026-05-06 02:46:10,美股硬科技与AI半导体,⭐ 精选,338,34,16,115409,"今天算认识到一件事情 ，
a股不仅后知后觉，
而且跟着美股炒的时候，
即使其他概念再好业绩再牛逼，
a股也依然只炒美股炒的概念。
所以海光信息，澜起科技这些爆拉了，
但是业绩炸裂的湖南裕能没拉，
因为a股市场热点没在储能，准确说美股的市场热点没在储能。但好股票得给它时间。

想到一个好的比喻，
资本市场的注意力有点像电影的全国排片，
如果AI存储芯片是未来主线，那么他们就排片多，其他行业和分支就排片很少，即使片子拍的非常好看，因为所有人的注意力都是很值钱的。尤其是资本市场玩家的注意力。",0,,https://x.com/xiaomustock/status/2051856016342384939
2051693678876352663,2026-05-05 16:01:06,美股硬科技与AI半导体,⭐ 精选,299,26,15,129481,"历史一遍一遍重复，傻逼还是一模一样的多。那会打仗一跌就扯什么小红书也喊着买海力士到头了。那会推特上都是这种傻逼。
跌了是不是最适合加仓，
不敢加仓说明是纯赌博自己在瞎搞，
说明自己也不懂，也就跌了不敢继续买。
跌了敢买，然后还能最终赚钱说明真看懂了。

海力士我估计今年利润能上1500亿美金，
一季度250亿，二季度估计在350亿，3/4估计400保守一下，稍微下半年业绩超标一点点轻轻松松1500亿美金的利润，即使海力士涨到一万亿美金市值，市盈率才6.6，
相比之下绝大部分股票和其他类型投资产品相比于海力士就是屁都不是。
明天继续迎接海力士的暴涨重估！",0,,https://x.com/xiaomustock/status/2051693678876352663
2051658479811584256,2026-05-05 13:41:14,美股硬科技与AI半导体,⭐ 精选,151,12,7,154533,"中韩半导体明天能涨停的吧卧槽，
美股和韩股的存储全疯了，但是市盈率还是10左右。 https://t.co/Al9ilKBhXW",1,images/2051658479811584256_0.jpg,https://x.com/xiaomustock/status/2051658479811584256
2051626302646436003,2026-05-05 11:33:22,美股硬科技与AI半导体,⭐ 精选,1055,129,19,341978,"去年8月我挖掘的这几个股票 $LITE 和 $MU 
都踩中了今年最火的俩个赛道，一个存储一个光。
一个10倍，一个5倍。
今年看好的股票有下面几个，
1.#湖南裕能 ，今天102块。储能行业的正极材料老大，连续5个季度净利润翻倍暴增，宁德时代和比亚迪都是它亲爹。
同类型有天华新能和天赐材料。
2.美股的 $mrvl 光电互连+芯片设计，谷歌和亚马逊都是它亲爹。

中韩半导体和 $DRAM 不算，这是计划长期重仓持有的存储行业etf。",2,images/2051626302646436003_0.jpg;images/2051626302646436003_1.jpg,https://x.com/xiaomustock/status/2051626302646436003
2051304001963217229,2026-05-04 14:12:40,美股硬科技与AI半导体,⭐ 精选,157,21,13,78425,持仓的股票还是存储 $DRAM 涨的最舒服， $mrvl 涨的最烂，存储要么在加速要么在估值重改成长股。 https://t.co/pyKsGWe2b6,1,images/2051304001963217229_0.jpg,https://x.com/xiaomustock/status/2051304001963217229
2051262846126772589,2026-05-04 11:29:07,美股硬科技与AI半导体,⭐ 精选,188,29,4,78393,"$LWLG 这家公司比较有意思地方是 $mrvl
最近收购的Polariton 是 $LWLG 的核心合作伙伴，其主打产品“等离激元（Plasmonic）调制器”正是基于 $LWLG 的 Perkinamine电光聚合物 材料开发的。

$Mrvl 收购 Polariton 后，相当于将 $LWLG 的材料应用方案“间接收入囊中”。 $LWLG 作为底层的材料供应商，其聚合物技术现在成为了 Marvell 迈向 3.2T 及更高带宽 光互联路线图的关键拼图。

$LWLG 真正有业绩估计也跟 $MRVL 一样，
要到今年年底爆发了。",2,images/2051262846126772589_0.jpg;images/2051262846126772589_1.jpg,https://x.com/xiaomustock/status/2051262846126772589
2051157219010330805,2026-05-04 04:29:24,美股硬科技与AI半导体,⭐ 精选,133,20,23,286385,"讲个故事，你是一个剪辑师。
在公司每天的任务是渲染制作视频，
你对一台电脑一开始的要求是gpu要够好，内存要够大，才能渲染得动你制作的视频。
随着你的业务精进，
你能接单时长更长难度更高的电影，
但你渲染制作视频的电脑已经不能满足你的工作要求了，你需要换更先进的gpu，换更大的内存。
等你成长成一个专业的剪辑师，gpu和内存虽然对你的工作有很大提升，但更需要很大的固态硬盘，来存储你工作这么多年日积月累下来的素材视频。
但我不敢说现在继续梭哈闪迪，
但是捏住 $DRAM 绝对没毛病
以后需求的强度肯定慢慢会从hbm往hbf和ssd转，但需要时间可能得一俩年后。
未来是智能体的天下，它跟单个人对电脑的需求很像，所以cpu用量被提升，以后hbf和ssd需要也会上升。
未来AI的需求变化会很像一个程序员或者设计师工作几年的需求变化。因为AI会演变成上亿上百亿千亿的智能体集合，数量无限暴增，台积电的生产速度就是agent生殖繁育速度。",0,,https://x.com/xiaomustock/status/2051157219010330805
2051139649628696781,2026-05-04 03:19:35,美股硬科技与AI半导体,⭐ 精选,269,31,40,140091,"全身上下的细胞都在亢奋，
海力士这涨的太爽了涨了12%今天， 
 $DRAM  拉到了42.7.
存储这波爽麻了 https://t.co/fM47xdv4OC",2,images/2051139649628696781_0.jpg;images/2051139649628696781_1.jpg,https://x.com/xiaomustock/status/2051139649628696781
2050459686785155338,2026-05-02 06:17:39,美股硬科技与AI半导体,⭐ 精选,400,61,16,470450,"快年中了这段时间复盘，
优化一下自己26年整年的操作思路计划。
1.之前ewy和flxy换仓的持仓 $DRAM ，捏住不动。
2.把期权操作换仓俩倍做多etf降低风险。
对看好的AI水电煤大厂财报日业绩暴增，但股价暴跌公司第一时间买入2x俩倍做多
3.a股依然捏住中韩半导体不动。增加湖南裕能作第二大持仓至少长持俩个季度报。
4.港股等待minimax破600小仓位抄底持仓。
5.在spacex上市前减杠杆仓，清掉2x做多etf杠杆仓。
6.9月左右根据业绩情况调整mrvl持仓比例。",1,images/2050459686785155338_0.jpg,https://x.com/xiaomustock/status/2050459686785155338
2050276880926794107,2026-05-01 18:11:15,美股硬科技与AI半导体,⭐ 精选,261,52,7,82118,"按照 $GOOG 财报会中透露的时间节点，26年底tpu出货，27年放量。
对应的 $MRVL  连续爆拉时间可能就在9月左右开始直到27年。因为tpu没有大规模放量现在市场看不太清楚mrvl的潜力。 https://t.co/WQsPowRdxT",1,images/2050276880926794107_0.jpg,https://x.com/xiaomustock/status/2050276880926794107
2050216613064888374,2026-05-01 14:11:46,美股硬科技与AI半导体,⭐ 精选,438,58,41,168689,"$DRAM 这个持仓体验太爽了，每天都涨，
美股太吊了。美股七巨头今年50%以上的财务支出都变成了 $DRAM 里面存储成分股的利润，合计4000多亿美金。
有什么理由不看好存储。 https://t.co/Ix5JbaGBYR",1,images/2050216613064888374_0.jpg,https://x.com/xiaomustock/status/2050216613064888374
2050172221734195632,2026-05-01 11:15:22,美股硬科技与AI半导体,⭐ 精选,174,26,6,146936,"美银计算2026全球云厂商资本支出8000亿，2027年破万亿。
那么我们可以计算一下全球主要存储厂商的合计全年利润。
q1美光，三星，海力士，铠侠，闪迪，长江合计公布的利润800亿美金。
我们按照每季度递增20%预估全年总利润，
q2利润965亿美金，
q3利润1158亿美金，
q4利润1389亿美金。
合计4316亿美金。
按照云厂商8000亿支出算，
被储存公司赚走了超50%！
在鱼最多的地方钓鱼，收获肯定最丰厚。
投资也一样，坚定存储。",1,images/2050172221734195632_0.jpg,https://x.com/xiaomustock/status/2050172221734195632
2049957308227010962,2026-04-30 21:01:23,美股硬科技与AI半导体,⭐ 精选,127,19,5,107369,"闪迪26q3营收达到了恐怖的59.5亿美金，毛利78%，净利润单季度36.1亿美金。单股收益23美金。
26q4的指引营收77.5-82.5亿美金。预期单股收益30-33美金。#SNDK  全年pe不到10。

闪迪首席执行官David Goeckeler表示：
1.本季度标志闪迪向以数据中心为首的最高价值终端市场进行战略性转型。
2. 推进结构性更高且更具持久性盈利能力新商业模式，明确的财务承诺。
3. 凭借零负债的资产负债表、强劲的现金产生能力，为股东创造巨大的长期价值授权的股票回购计划。",1,images/2049957308227010962_0.jpg,https://x.com/xiaomustock/status/2049957308227010962
2049911103811948717,2026-04-30 17:57:47,美股硬科技与AI半导体,⭐ 精选,210,22,11,113729,"谷歌再涨4%就超过英伟达市值登顶世界第一，大概就是395刀，
都涨到这个份上了，4.6万以美金的谷歌临门一脚就能踹4.8万亿美金的英伟达下去。
这种时候肯定发生。打算持仓2x谷歌做多到全球新闻说谷歌登顶世界第一。 https://t.co/lOiR97rCES",2,images/2049911103811948717_0.jpg;images/2049911103811948717_1.jpg,https://x.com/xiaomustock/status/2049911103811948717
2049875451141878195,2026-04-30 15:36:07,美股硬科技与AI半导体,⭐ 精选,150,25,7,258866,"谷歌这个财报最利好 $MRVL
谷歌用tpu侵蚀了英伟达的市场版图，
而最新款的推理TPU和内存MPU，俩个未来需求量最大的芯片设计是跟 $MRVL 合作，
谷歌利润暴增，自然 $MRVL 作为供应商肯定利润也少不了。 https://t.co/cxbMjkPjGF",1,images/2049875451141878195_0.jpg,https://x.com/xiaomustock/status/2049875451141878195
2049862489844637990,2026-04-30 14:44:36,二级实战买卖与标的护城河,⭐ 精选,937,255,6,164347,"这网站可以收藏一下，每天看一看，是木头姐ark旗下所有基金的实时持仓和操作记录。
真正拿操作和筹码说话获取收益，每天可以看看她卖出或者买入的标的，拓展信息面。
https://t.co/YW1b5GwefO",0,,https://x.com/xiaomustock/status/2049862489844637990
2049581664649789688,2026-04-29 20:08:42,交易心法复盘与个人进化论,⭐ 精选,537,32,29,283680,"谷歌一季度利润达到了恐怖的625亿美金，
比预测值高了一倍！AI浪潮来了。
谷歌能吃掉一切。 https://t.co/i4QNBrwYey",2,images/2049581664649789688_0.jpg;images/2049581664649789688_1.jpg,https://x.com/xiaomustock/status/2049581664649789688
2049405668604756415,2026-04-29 08:29:22,美股硬科技与AI半导体,⭐ 精选,397,87,12,1159924,"现在 $MRVL 156刀太便宜，为什么看好 。

要从谷歌在 TPU 供应链上采取的“分而治之”的策略说起。
谷歌跟博通的合作是主要负责高性能训练级的TPU。
而谷歌跟 $MRVL 的合作是推理型TPU和新增的内存处理单元MPU。
很明显在AI带来的token经济时代，推理和内存是最大的需求端反超了训练需求。这个变化很快就会反馈在今年下半年的 $MRVL  财报业绩中， $MRVL 的 AI 业务刚进入爆发期，谷歌的订单（预计 2026-2027 年出货达数百万颗）对其业绩的边际拉动作用远大于博通。

同时我们可以分析一下从为什么谷歌会找 $MRVL 来合作设计推理TPU和内存MPU。
为了降低延迟，现在的AI服务器从铜互联进化到光互连，未来的硅光技术会成为主流。
而在这方面，光互连和芯片设计都精通的
 $MRVL  进入谷歌 TPU 供应链就是谷歌的必然选择。对mrvl来说这本质上就是为了下一代“光电融合”架构做铺垫，不仅是在帮谷歌“画电路图”，它实际上是在推销一套“全光互连的计算底座”。在这种趋势下，芯片公司与通信公司的界限正在模糊， $MRVL 正在试图定义 1.6T 乃至 3.2T 时代的 AI 连接标准，将原本属于模块厂“#中际旭创 #新易盛 ”的一部分利润（即集成和测试的溢价）收归己有。",1,images/2049405668604756415_0.jpg,https://x.com/xiaomustock/status/2049405668604756415
2049363697219637595,2026-04-29 05:42:35,交易心法复盘与个人进化论,⭐ 精选,260,37,8,151990,"天赐材料，湖南裕能，天华新能三个都是一季度报业绩利润断层爆增，
同处于储能行业，
说明储能在一季度发生了巨变，
尤其是石油断供引爆了的全球性的各国储能需求。 https://t.co/1kc3Jl2umJ",3,images/2049363697219637595_0.jpg;images/2049363697219637595_1.jpg;images/2049363697219637595_2.jpg,https://x.com/xiaomustock/status/2049363697219637595
2049326971298181590,2026-04-29 03:16:39,美股硬科技与AI半导体,⭐ 精选,66,4,3,33429,"$STX 希捷科技财报季度净利润超7亿美金，
夜盘暴涨17%，带动 $DRAM 也暴涨回新高附近。
财报电话会上，首席执行官Dave Mosley指出，AI（人工智能）正在经历从周期性训练到持续性推理的拐点。 https://t.co/xnsNnqnj97",2,images/2049326971298181590_0.jpg;images/2049326971298181590_1.jpg,https://x.com/xiaomustock/status/2049326971298181590
2049321211117846716,2026-04-29 02:53:45,美股硬科技与AI半导体,⭐ 精选,233,22,8,182870,"看到比较有意思的一家公司，#湖南裕能，
财报显示 #宁德时代  在一季度买了7.88%的股份。同时公司一季度报也爆增超过全年利润。
说明宁德时代开始对上下游公司采用直接入股的方式来巩固自己在电力行业的统治地位。 https://t.co/5oSRDaEE4H",2,images/2049321211117846716_0.jpg;images/2049321211117846716_1.jpg,https://x.com/xiaomustock/status/2049321211117846716
2049166296412307908,2026-04-28 16:38:11,美股硬科技与AI半导体,⭐ 精选,85,4,29,40677,"昨天这个曦智科技本来ipo前计划梭哈一下像群核一样。
但是你100多ipo开盘800块，梭几把梭，
傻逼才梭，直接ipo的清仓走人。
港股单股价高于800的都没几个，
市值已经800亿，对于这种还处于纯空气阶段的股票，梭他我还不如minimax。
毫无性价比，涨到天上我都不眼红800港币买的人。 https://t.co/e95s0MeYxF",1,images/2049166296412307908_0.jpg,https://x.com/xiaomustock/status/2049166296412307908
2049162446305476741,2026-04-28 16:22:53,美股硬科技与AI半导体,⭐ 精选,152,26,31,105540,"美股里面50亿美金以下都是小票，
这种股票市值之所以小基本上都是垃圾，
要么公司老板恶心，涨了就增发，
要么纯空气没营收没利润没技术，纯ppt。
即使赌也只适合买个1%彩票仓，

而百亿以上的大市值股票，尤其是标普或者纳指里面的主要成分股，基本上有跌也会拉回去，拉长时间大部分都一直涨，除了他们公司ceo良心不涨价增发，也真有营收真有利润也有技术护城河，大部分很难被颠覆，操纵成本因为市值大也高的离谱，他们会一直吃走通货膨胀的溢价，所以表现出股价一直在上涨。",1,images/2049162446305476741_0.jpg,https://x.com/xiaomustock/status/2049162446305476741
2048728017208590829,2026-04-27 11:36:37,美股硬科技与AI半导体,⭐ 精选,101,7,21,46085,"$MRVL 周五回调应该是杀做多期权，
这种感觉像我上个季度的时候赌intc财报一样，上季度英特尔财报出来55跌到45，实际跟业绩也没啥关系，就是为了杀对手盘期权，这波intc爆拉是多种做多情绪和远期cpu用量提升为利好基本面合力，正好用一份依然很普通的intc财报作为点火时间点，拉爆市场。 https://t.co/Ro9jtyInZn",1,images/2048728017208590829_0.jpg,https://x.com/xiaomustock/status/2048728017208590829
2048701616988016765,2026-04-27 09:51:43,美股硬科技与AI半导体,⭐ 精选,303,49,21,184452,"木头姐在周五甩卖了 $AMD ，
然后ipo价购入了 $XE 总计1亿多美金，
流通盘只有10亿美金，大股东又是亚马逊。
被木头姐这么买的前一只股票是 $CRCL ，短时间爆拉了五六倍。
$XE 的核电在手订单和落地速度明显强于ppt的oklo。 https://t.co/I0nnF1czTR",1,images/2048701616988016765_0.jpg,https://x.com/xiaomustock/status/2048701616988016765
2048700386060460485,2026-04-27 09:46:49,美股硬科技与AI半导体,⭐ 精选,188,31,28,120239,"$SIVE 的想象力空间挺大，跟lite和cohr同赛道，只有10亿市值又计划上市美股。
它在ib上能买的代码是 #2DG 

问gemini问题“Sive分析一下产品在amd，英伟达，等ai巨头的业务产线中的站位和其产品的全球市场规模”，下面上AI回答。

这家在 2026 年 AI 基础设施赛道中因“外部光源（ELS）”和“共封装光学（CPO）”技术备受瞩目的企业，以下是其在英伟达（NVIDIA）、AMD 等巨头业务线中的站位及全球市场规模分析。

一、 产品核心站位：AI 集群的“光引擎”驱动者
在英伟达与 AMD 的 AI 芯片演进中，**互连带宽（I/O）**已取代算力本身成为最大的系统瓶颈。Sive 的产品（主要是 CW-WDM 连续波激光器点阵和 RF 束成形芯片）处于以下关键环节：

1. 英伟达（NVIDIA）生态：Scale-up 网络的关键变量
• 站位： 英伟达从 Blackwell 架构向下一代（如 Rubin 或更高版本）演进时，传统的插拔式光模块（Pluggable Optics）因功耗和延迟瓶颈正向 CPO（共封装光学） 转型。
• 功能： Sive 的多波长激光器阵列作为 ELS（外部光源），被放置在计算模块之外，通过光纤为交换机或 GPU 旁的硅光引擎提供光源。
• 逻辑： 在 NVLink 的 Scale-up 网络中，Sivers 与 Jabil（捷普） 合作开发的 1.6T 及 3.2T 光收发模块，是实现万卡集群乃至十万卡集群低延迟通信的基础。

2. AMD 生态：Chiplet 互联与 Infinity Fabric 的光化
• 站位： AMD 在 Instinct 系列（如 MI350/MI400）中重度依赖 Chiplet（芯粒） 技术。
• 功能： 随着互联距离跨越板卡，光互连（Optical Interconnect）成为替代铜线传输 Infinity Fabric 信号的唯一手段。
• 逻辑： Sive 提供的激光阵列具备极高的波长稳定性，支持 WDM（波分复用）技术，这与 AMD 追求的低功耗、高密度的芯粒间光连接需求高度匹配。

二、 全球市场规模与需求空间
Sive 所处的细分赛道正经历从“边缘科研”到“主流基建”的跨越。
1. 硅光子（Silicon Photonics）核心市场
• 2026年预估值： 全球市场规模约 40.3 亿美元。
• 增长速度： 复合年增长率（CAGR）维持在 24%-25% 左右。
• Sive 份额： 在 ELS（外部光源）这一高壁垒细分环节，Sive 是全球少数能提供符合 CW-WDM MSA 标准的商业化供应商之一，与 Lumentum 和 Coherent 形成竞合关系。
2. AI 光互连总体有效市场 (TAM)
• 根据高盛及相关行业报告预测，到 2026-2028 年，受 AI 集群扩容推动，全球 AI 光通信网络 TAM 将从 150 亿美元爆发式增长至 1500 亿美元 以上。
• Scale-up 占比： 其中用于芯片间、服务器间“纵向扩展（Scale-up）”的连接部分占据约 70% 的产值，这是 Sivers 激光器阵列最核心的应用场域。",1,images/2048700386060460485_0.jpg,https://x.com/xiaomustock/status/2048700386060460485
2048643005465464873,2026-04-27 05:58:49,美股硬科技与AI半导体,⭐ 精选,227,5,55,60635,"自从币圈被cz俩口子玩臭了，
炒币的刚来炒股的人玩人造屎玩惯了总怕砸手里，赚钱亏钱都立马跑。
殊不知能值几百上千上万亿的股票尤其是美股大都是金子，捏的时间越久越亮。
还快进快出自以为是最聪明的那个大傻逼。",0,,https://x.com/xiaomustock/status/2048643005465464873
2048592504698941794,2026-04-27 02:38:08,美股硬科技与AI半导体,⭐ 精选,295,34,260,151669,"兄弟们坚持到现在了没有。4月底了。

绝大多数股票不仅涨回来了，几乎都新高了。
美伊打个仗又不是AI不搞了，去年关税战也一样，AI的变革浪潮会继续狂暴。
这种事情以后肯定经常有，25年关税战，26年美伊战，27年……
只要自己在增长和营收最猛未来最有想象力的AI股票里，所有事件都是给机会买入更低价格筹码的机会，都是上涨路上的涟漪。",1,images/2048592504698941794_0.jpg,https://x.com/xiaomustock/status/2048592504698941794
2048590516405895295,2026-04-27 02:30:14,美股硬科技与AI半导体,⭐ 精选,201,12,83,122520,"中韩半导体etf 我这捏了一个大的来回，终于熬过来了。
官网把申购额度从月初的5000万份降到上周的1000万份，今天调整为500万份，溢价自今日后很难再下来了。
坐等三星海力士股价重估的时候出货

https://t.co/JKK3uElV0T https://t.co/yqVIjyIhog",1,images/2048590516405895295_0.jpg,https://x.com/xiaomustock/status/2048590516405895295
2047730454783316077,2026-04-24 17:32:40,交易心法复盘与个人进化论,⭐ 精选,297,61,142,277705,"$XE 今天刚上市的核能公司，热度较低。
2024年由云服务商亚马逊牵头支持了5亿美金。
该公司以小型模块化反应堆（SMR）为主，体积更小，设计上也比传统的大型反应堆更具成本效益，而大型反应堆的建造可能需要数年时间。X-Energy正在开发其Xe-100反应堆，该反应堆使用氦气而非水作为冷却剂。 https://t.co/xID016fTFx",1,images/2047730454783316077_0.jpg,https://x.com/xiaomustock/status/2047730454783316077
2047510422073344400,2026-04-24 02:58:20,美股硬科技与AI半导体,⭐ 精选,160,22,27,92307,$MRVL 在不断通过收购加深自己在光电互联的护城河。再过半年肯定300+，三年2万亿 https://t.co/YVLYzyoOY1,2,images/2047510422073344400_0.jpg;images/2047510422073344400_1.jpg,https://x.com/xiaomustock/status/2047510422073344400
2047506190352208211,2026-04-24 02:41:31,美股硬科技与AI半导体,⭐ 精选,252,25,20,197814,通富微电是amd的封测厂，跟美区这波cpu行情最相关的股票。 https://t.co/igknhiQ8pi,1,images/2047506190352208211_0.jpg,https://x.com/xiaomustock/status/2047506190352208211
2047493624317825147,2026-04-24 01:51:35,美股硬科技与AI半导体,⭐ 精选,1161,122,240,752465,"我买了500美区一个支付宝不限购的基金etf，富国全球科技互联网股票。
amd和intc都有，三星海力士也有。 https://t.co/qLAOKb47Yz",2,images/2047493624317825147_0.jpg;images/2047493624317825147_1.jpg,https://x.com/xiaomustock/status/2047493624317825147
2047363502566990240,2026-04-23 17:14:31,现货期货微观与庄家行为学,⭐ 精选,147,15,30,82089,"很多人是不是觉得自己一开合约，价格立马反向走，尤其是高倍杠杆爆仓价很接近的btc单子，那基本上是交易所的自营做市商AI策略，监测到你高倍杠杆，不影响其他反方向人单子的情况下自动往你爆仓价走插针。
ok和币安我怀疑都有，但是没证据这种事情😂
退出币圈对绝大多数普通人来说是最正确的事情，这里的黑暗和操纵没有任何法律约束。",0,,https://x.com/xiaomustock/status/2047363502566990240
2047359755384238543,2026-04-23 16:59:38,美股硬科技与AI半导体,⭐ 精选,179,27,23,182693,大a光模块和pcb的资金大概率会转向国产替代gpu，cpu，或者asic芯片设计。 https://t.co/Ag3BfJdO1k,1,images/2047359755384238543_0.jpg,https://x.com/xiaomustock/status/2047359755384238543
2047188068487327894,2026-04-23 05:37:25,美股硬科技与AI半导体,⭐ 精选,431,68,39,578614,"$MRVL 收购瑞士光学公司Polariton，为下一代3.2T光模块提前作技术储备。
$MRVL 绝对的大帝之姿，未来20倍机会，市值还没中际旭创大。
它还是仅次于博通的ASIC芯片设计公司。
俩个赛道都是天花板万亿美金。
现在这个市值太便宜了。 https://t.co/exSuvGbRIt",1,images/2047188068487327894_0.jpg,https://x.com/xiaomustock/status/2047188068487327894
2047185487342051406,2026-04-23 05:27:09,加密大周期与核心资产,⭐ 精选,243,20,59,114436,"很多人对这个图没真正明白意味着什么，
要清楚背景，这是在2022年前投资出去的，还不包括CRCL。如果再给他4年，2026年，他的投资能力极可能包揽绝大多数顶级AI股。
如果不是cz俩口子，ftx很可能通过AI投资成为全球最有钱的公司，crypto会成为AI的底层交易媒介，22年前ftx就在搞股票和大宗的crypto交易，直到今年才被各个交易所模仿，因为币安这些交易所原本上山寨币做局收割的路子走不下去没人信了，只能转向股票和大宗。",0,,https://x.com/xiaomustock/status/2047185487342051406
2047165286424694995,2026-04-23 04:06:53,美股硬科技与AI半导体,⭐ 精选,179,31,58,270400,"cpo技术门槛不高，国内能做的公司太多了，扩产仅仅是物料门槛，现在全市场把光模块炒到几十倍的pe，完全高估了，这种低技术门槛的东西才是周期股，但是却都给出了成长股的估值。
而HBM存储只有三家公司能做，未来正经的成长股，市场却给的周期股定价，只有个位数pe。 https://t.co/qC1uj6Vgq1",1,images/2047165286424694995_0.jpg,https://x.com/xiaomustock/status/2047165286424694995
2047132210155917486,2026-04-23 01:55:27,美股硬科技与AI半导体,⭐ 精选,102,15,21,83242,"海力士利润折合241亿美金。
海力士市值折合5968亿美金。
未来pe折算到6.1 https://t.co/lj3ICADUo7",1,images/2047132210155917486_0.jpg,https://x.com/xiaomustock/status/2047132210155917486
2047017928651120992,2026-04-22 18:21:20,美股硬科技与AI半导体,⭐ 精选,221,42,15,87996,"大帝之姿， $MRVL 位于最赚钱的俩个赛道
1.光电转换与英伟达深度绑定。
2.去英伟达化的ASIC定制芯片。
这俩业务都能各送 $MRVL 万亿市值。
都处在头部，也是全球唯一即服务于英伟达又服务于“去英伟达”芯片业务的公司。 https://t.co/barhnb7Ai5",1,images/2047017928651120992_0.jpg,https://x.com/xiaomustock/status/2047017928651120992
