推文ID,发布日期,点赞数,浏览量,综合评分,是否长文,推文正文
2033018032059248655,Sun Mar 15 03:10:45 +0000 2026,22,5916,0.25,否,"既然不能改变，那不如好好享受

前段时间跟团出去玩，途中被导游宰客，就是那种强买强卖的桥段，你不买票看这个节目，你就别想下车之类的

是个农家乐篝火会

有个大姨交了钱之后，就一直在抱怨这个不行那个不好，拖着别人在议论，全程板着个脸

有个大爷反正就是一副来都来了，钱都给了，不如就大口吃肉大口喝酒，可能是喝high了，后面还一起跳舞

结束后回到酒店，导游跑来问大爷是不是玩得很尽兴？你猜这么着… 大爷直接贴脸开大。喷得那叫一个体无完肤

“我玩的尽兴与你拙劣的强买强卖没有关系”

有人就问了，大爷这个是啥心态？
就算是案板上的鱼肉，俺也要做最蹦跶的那条鱼🐟 

管他的牛熊周期，AI焦虑，世界大战 ，火星撞地球 — 先吃了这碗肉再说"
2016182679943930191,Tue Jan 27 16:13:04 +0000 2026,26,12499,0.25,否,"前几天有个朋友问我：
你觉得那些穿越牛熊周期的人有什么共同的特质？

我：不瞎折腾的

看过太多天才交易员，nb founder，运气极佳的地址…. 后来我才发现，每个版本都有自己的规则，都有不同的风水和格调，也造就不同的神（aka 天时地利人和）

不要错把天时当天赋，不会的不做，没想过的不碰

You “dont want to learn new stuff brain” + “fast money brain” will make you lose everything 

ps：昨天是@hongkongdoll 的一了百了，今天是 @0xPickleCati 的一穷二白，弄得我也想搞一篇情绪爽文抒发一下…"
2085921424318058534,Sat Aug 08 02:49:56 +0000 2026,15,5425,0.25,否,"写这篇文的契机是前段时间有几个小伙伴问我：合规的意义是什么？护城河是什么？

我说：所谓的罚款，罚金都是谈出来的 - 你注意看法条里的“没收违法所得”。“处以x倍的罚款” - 你看懂了吗？这里面的基准都是从你“赚了多少”开始的

很多人不知道的事，这个事情该怎么折算，怎么定价

这篇文严格说来应该算是https://t.co/mKqxjqO1km 的DLC

它讲述了一个非常朴素的道理：风险的折价（溢价）

万变不离其宗，其实所有的（第一手）收费入口都在法院/警察局/监管局给出的罚单种，再从那里一层层往下分配（这个就是一种风险转嫁，风险再分配）

很多人没有注意到：binance的43亿的天价罚款其实改变了很多事情，一夜之间把合规支出提高了至少50%

ps：这种文要是放在以前的x，早就10w+了 🤣🤣🤣"
2027233926541189281,Fri Feb 27 04:06:46 +0000 2026,31,12913,0.25,否,"发现道居然没有人写nvidia财务表现超预期，但股价不升反降的小结。我之前写过一篇nvidia q3的财报分析但是流量不咋样，我这次就简短写一个吧 （先说啊，这个不是我个人的看法，我就是汇总），不构成投资建议

一句话：市场对产业链下游的变现焦虑（aka AI泡沫担忧）

英伟达作为“卖铲子”的人赚得盆满钵满，但购买这些天价GPU的下游大客户（如某软、谷某、小扎等等）如果在应用端赚不到足够的钱，这种疯狂的资本开支（Capex）还能持续多久？没有疯狂的capex，那nvidia的表现还能持续？

举个例子：
Me某： 小扎在最新的财报预计2026年的资本开支将达到恐怖的 1150亿至1350亿美元（相比2025年的720亿美元近乎翻倍，更是2024年的三倍多）。为了搞他的“超级人工智能（Superintelligence）”，而大家都知道某ta的AI战略有点那啥。。。

要知道生成式AI应用目前的市场营收远不及硬件的投入规模，这种ROI是有病态的

大客户狂买GPU，对英伟达的当期业绩当然是利好，但金融市场永远在“交易预期”，而这个预期嘛？ 🤣 有点不太对劲

庄家和机构们的潜台词是：“老黄啊，我知道你现在数钱数到手抽筋，但你的客户都在透支未来买你的卡。万一明年他们突然清醒了，发现大模型没那么赚钱，集体砍单怎么办？”"
2035335144182353974,Sat Mar 21 12:38:07 +0000 2026,28,7984,0.25,否,"在技校学习的时候，有一位外来的学者来校访问，问了一个直击灵魂的问题：你真的会读书吗？你们真的读懂论文吗？

我记得那时候有个小组作业，是去翻译一篇经典文献，那时候老师怕我们“不会看论文”让个高年级的师兄来带我

我去… 中文英文我还看不懂嘛… 你瞧不起谁呢？我原来想三小五除二包圆

哪知道师兄来了句：ちょっと待って

你们猜拿到文章后，师兄分配的第一个任务是啥？😂

就是把这篇文的所有脚注和参考文献都找出来，下载然后翻译成中文，做笔记，有点沐浴更衣焚香那味儿了… 然后再看正文
再读（翻译）相应的段落时再翻出该文对照，如此反复

为啥呢？
这就是这篇经典的“前世”；
现在你正在看的这篇文就是“今生”；
之后引用这篇文的就是“后来”

何谓体系？结构？不外乎
知来时路，察今时月，度明日光
方成体系"
2005111399937384779,Sun Dec 28 02:59:45 +0000 2025,29,6204,0.25,否,"26年的去中心化商业模式：将流动性伪装成公共品 vs 将安全稳定性伪装成去中心化产品

1. uniswap取消了前端收费，开启了协议内收费的纪元

ethereum提高了对L2的打包费用

公共品逻辑逐渐转向商品逻辑

2. Hyperliquid 的builder code鼓励前端收费

以中心化流动性为商业逻辑的商品

3. 以vc为信用背书和未tge为预期包装成的雇佣兵流动性将继续闪耀

路径依赖和撸毛党还没消失

4. 26年是现金流商品的去中心化时代

不管是是什么预期和方式，只要能把钱收上来 ，在链上可证，钱包地址多签即可"
1961695660245459363,Sat Aug 30 07:41:06 +0000 2025,69,17734,0.25,否,"不知不觉从我决定更新这个号开始也已经半年了（3月开始）时间是真快啊

之前我会很关注数据（粉丝/流量/浏览etc），觉得是一种正反馈机制，像是有人给你打分；再之后成了一种“回应”式激励，就是到底谁给你留言/点赞；再之后就是谁能跟产生了共鸣和连接

虽然粉丝仍然没有多少，但是我收获的是这一路上跟我互动、愿意听、愿意提点、不屏蔽我、花时间转/赞/评论，从字里行间能跟你产生共鸣之思想的载体，不论是文字/梗图/图表，也不论内容是抽象/玄学/八卦/分析/广告 etc—- 我逐渐意识到我这种发文后的内求（心安）可能就是在找这种连接感，素未蒙面，但他就是懂我

说的俗一点：文字之上，拥抱未满；只愿我的文字能给带来一丝温暖阳光，如果还能解惑就更好了

更新了这么些时日有什么收获呢？
有，变得更有“网感”一点了，或者说更能深层次的理解这个号（人）的商业模式/思维方式/目的/价值观 - 这个决定了他的内容/表达方式/信息源

另外我去参会的时候也能快速“识别”哪些是kol，及从谈吐中猜到其输出内容的方式 - 毕竟人设与商业模式是相辅相成的

最后回过头看半年前写的文字，依然适用：

流量是光，而光不公平。 它只照亮那些站在高处的人，至于下面那些试图发声的影子，除非足够吵，否则没人会在意。

180天前，我觉得这个世界已经不是“是金子总会发光”的世界了；

180天后，我仍然觉得如果你愿意大声喊，总会有人放慢脚步，去倾听你微弱的声音"
2015424533000327215,Sun Jan 25 14:00:28 +0000 2026,21,9867,0.249,否,"我记得不久之前不知道是听谁说的，大意是：如果你要我加入/投了/转发你才能成，那我肯定不会参与

如果一个币，上升通道依赖于上所，那你还在期待什么？

上所（现货/合约）是金融手段，不是叙事，不是供需需求，甚至都不是产品

上古时期，是项目给交易所导流；
上几个周期开始是交易所给新项目导流（流量和流动性），现在还是？你要是交易所，你会怎么做？"
2085567190020104219,Fri Aug 07 03:22:20 +0000 2026,12,5676,0.247,否,"前段时间有小伙伴问我：交易所的合规是护城河吗？是长期竞争优势吗？

我说：对入场门槛有帮助，但进入了就不太重要了

：nani？为什么？！ 

：因为在金融世界里所有东西都有个价 - 都是在罚款 vs 做这个事情的收益之间做比较而已

建议你精读看这篇文
没有一个合规官会这么写（因为不能）但是却是这么想的文章"
2093612696906400063,Sat Aug 29 08:12:19 +0000 2026,28,19657,0.24,否,"🤣 各位大佬们别催了哈

这篇研究各家stocks和stock perp流动性的文因为没有人愿意赞助，所以进展得比较慢一些

但是就目前看起来的情况…. 还真的是一言难尽

看样子就算是调研完了，也不敢在x上发出来，会得罪好多人

等不及的小伙伴，先去看算法吧 - https://t.co/mSgHgx94iM

我把stock perp弄成一个三部曲的结构：
架构 - 算法 - 流动性"
2090629261615058973,Fri Aug 21 02:37:12 +0000 2026,0,0,0.232,否,"作为一个老韭菜，我说一个我的亲身经历+观察：

国家一把手喊crypto asset这个事情并不是第一例。。

其实早在2019年10月，中国的国家领导人也说过类似的话（不过指的是区块链技术，而且当时的 $btc 是7400+）

当然你可以说这么多年过去了，etf也有了，基建也有了，交易所也接上股票了 etc - 这次不一样

但我的观察是：
凭什么熊市是各种软磨硬泡、山峦崎岖泥泞不堪。。甚至都一片死寂；
而牛市是平地一声雷，一马平川，一步到位。。
就这个有点反常识的

你可以说现在机构都在进入，国家也在加仓等等，但一步登天，一幕翻牛？是不是好有点太草率了

我说这么多是想说力量正在积蓄，别被特朗普一嗓子就all in
有计划的按照计划执行，没计划的也该开始计划了

在星辰大海面前，你今天投入10还是5的区别不大，重要的是你能一直拿着"
2080660602524143797,Fri Jul 24 14:25:19 +0000 2026,6,4122,0.232,否,"乍一看，Q2的交易量和OI排名貌似没什么太大的改变，但是可能收到“合规”潮影响，有异议的交易量似乎减少了

但是如果我们把目光放到rwa的话， @bitget  @HyperliquidX 这两家是这波股票上链的受益者 ，领先趋势开始显现出来

q3 看下 @binance @okx 怎么发力守住自己的护城河，也看 @bitget 还能搞出什么花活儿 

ps：我才发现之前发的q2的交易所数据不知道怎么的，找不到了。。 好神奇。。。"
2093556062444265873,Sat Aug 29 04:27:16 +0000 2026,3,4260,0.225,否,"前几天说过抵制AI辅助写作的事情

从这两天孙割发的文章的影响力和评价来看 - 根本就不是AI不AI，是不是手作的原因 —— 而是质量好坏，内容结构和作者的影响力

你管这个是不是AI辅助/润色/执笔 -你就问问自己，看完之后是不是很爽？有没有收获？这就行了啊

工厂生产的奥利奥和半岛酒店的手工曲奇饼干 - 都是面粉和各种添加剂做的

我之前也用过AI杜撰过manus的故事：https://t.co/SCSWFEXbs7 ，当时被骂的很惨， 但你从当时候的传播效果来说其实不错了，而且我知道我还能做的更好，更好，更逼真，更实在，但我知道这不是真的，容易沉浸其中，所以更要克制自己

同一把青龙偃月刀，关羽光是杵着站在那里，颜良就已经瑟瑟发抖了。。
而你拿着，别人只当是个笑话～"
2073647517389267355,Sun Jul 05 05:57:49 +0000 2026,13,4889,0.225,否,"这个误导的太严重了。。不得不吐槽一下。。

刷推的时候看到这个。。吓得我赶紧查一下

结果就是一个正常得不得了的repo（回购协议）而已，跟inject（注资）差了800公里

这就是美联储是通过常规的日常操作（主要是回购协议市场，Repo market）来管理流动性而已

美联储实际上正在进行的是储备管理购买RMPs。目前，美联储每月购入的T-bills规模约为 400 亿美元左右，这是一种渐进式的操作，而非在单周内完成。而且，美联储还在逐步推进缩表（量化紧缩，QT）"
2006276585771655528,Wed Dec 31 08:09:47 +0000 2025,20,4292,0.225,否,"2025总结？展望？ hhhh

比起各位在25年风生水起 25年秒全宇宙  25年打好每一副牌的年度总结

我25年的主旋律可以说是把一副好牌硬生生打崩，打烂，打废

很多人让我好好歇着？或者去上班？😂 幸好我足够老，还在牌桌上，血还没凉，还没要退休

26年，我们带着潮汕学的第一性原理杀过来了 - 卖铲子给卖铲子的人，这次我们把“交易”这件事倒过来做一次

现在正是百废待兴之时，真tm让人兴奋啊"
2046106343766179874,Mon Apr 20 05:59:01 +0000 2026,11,4199,0.225,否,"与其说人是趋利避害，倒不如说人的基因刻着的是如何节约能量的属性设置

能10步拿到食物的，就不要20步 - 不是因为人懒，而是远古时候人类的卡路里摄入有限，能省一点是一点，这是人性也是生理性优化的结果

所以“向上”其实是反人类基因的

在市场环境不好，大佬们在掐架，大家都抱怨甚至质疑行业的时候（aka 都没食物了） 但总有些人觉得不该就这么躺着

“When they go low, we go high” 大概就是这个意思

除了热爱，反人性可能才是向上的力量要表达的 - 周期里的反人性
周期有时，人性有时"
1938126754549473550,Thu Jun 26 06:46:41 +0000 2025,4,1235,0.225,否,"当我们在说，人要有自知之明的时候，我们在说什么呢？

我们在做产品的时候，不管是是支付/defi/AI，不管2b2c，其实都有一个用户周期价值 life time value，LTV是用户从接触产品到离开产品，这一完整生命周期内产生的价值

说人话就是你能给我带来多少价值？是收入？是声量？是形象？流动性？

谈价值，那就是收入-成本，你能带来的收益扣除我吸引你来的成本

不管你是嘴撸手撸钱撸，都逃不过这个算法，假设你不清楚你撸这个事情能给项目方带来什么收益，那你被反撸就是大概率的事情

产品经理算用户价值，用户也要算人生价值。假设币圈用户的周期价值是10万u的话，那么你随便搞，红利期大；假设只有1千u，那你要首先要问自己怎么避免掉坑里

如果你不是天选之人的话，那么亏钱的为什么不是你？

避免掉坑里，才是“自知”之明的开始

be like a 潮汕人"
2016522891265769858,Wed Jan 28 14:44:57 +0000 2026,9,1732,0.222,否,"怎么说呢？10.11的事情大家或多或少都有责任，币安肯定也在其中

但是一上币就下跌这个真的不能怪币安，因为这个就是高估值到来的问题，或者说low float， high fdv的结构性问题，你换谁来都是一样

每周都有几个好几个b市值的项目上线，市场上哪有这么多钱去接盘啊？下跌就是大概率的，只是散户老想超脱数学去做交易"
1966690641494372640,Sat Sep 13 02:29:22 +0000 2025,11,3860,0.215,否,"有人问我为什么不见你说宏观层面的事情？

怎么说呢？只要你把时间拉的足够长（没有特定期限）其实你怎么说/预测/理解都是“对的”，因为市场和政策都是波动的，总会有个时间段是匹配你说的，类似合久必分/阴晴圆缺/物极必反

而且说宏观的论调这么多，一搜一大把，多我一个不多

那你问我，接下来几个月市场咋看？我一般都说：
Mr President always gets what he wants"
1975774631706693966,Wed Oct 08 04:05:54 +0000 2025,45,17673,0.207,否,"我玩meme玩得少 但是 $币安人生 这个meme还是能看出一点角度

本质上是一种中文文化自豪感 + 反向文化输出的革命情节，“东方的神秘力量”通过这种方式具象化（向英语社区）

背靠binance的流动性上升通道，预期拉满

按照 aster的打法，为了不让上币即巅峰的情况重演，（aster的控筹比较高）这几个新meme估计会先“慢慢”地打磨/换手"
2077986003835560197,Fri Jul 17 05:17:25 +0000 2026,38,40158,0.207,否,"来，各位，7月中旬了 - 时间差不多了

好多x上的明星标的 $mu $sndk $mrvl $aaoi 已经距离六月高点回撤了30%～50%

我不懂半导体，但我懂人性，我看财报周期

我开始逐步1/6 凯莉进场了

买在无人问津，甚至唾弃之时

8月中旬再看 https://t.co/AFFKn1k7OS"
2062712645887852639,Fri Jun 05 01:46:32 +0000 2026,28,27116,0.2,否,"中文CT上难得的好文

比起买什么AI股，卡什么脖子 - 从宏观到供应链，从流动性到回调级别 Frank兄都娓娓道来 @qinbafrank 

知其然，且知其所以然"
2078669110733582636,Sun Jul 19 02:31:50 +0000 2026,19,21742,0.19,否,"如果你还在怀疑为什么海力士 三星的forward pe为啥只有这么点？

除了因为是存储有周期之外，还有一个就是因为这是“财阀股”的原因…"
2005477225160937933,Mon Dec 29 03:13:25 +0000 2025,17,3909,0.175,否,"这几天补了一下短视频媒体的课（对的，老灯基本不看，甚至都没有下载）最大的感触就是：不是什么都上升到智商，认知、选择、原生xx

这个世界上除了智商税，还有甜蜜税、颜值税、信仰税、焦虑税、耐心税、执行税…..

归因到认知不足，智商税，本质也是一种战略性偷懒"
1971418717600006264,Fri Sep 26 03:37:04 +0000 2025,17,4148,0.175,否,"偶然想起上个周期的几个大哥们，都是因为暴跌抄底，逢低建仓，不只是利润，把本金都搭进去了

尤其是你之前赚了几回，觉得这个是你熟悉的路径

殊不知连胜已经扭曲了你的盘感和价值观

人多多少少都有点恐高症
买高了你会恐惧，但抄底是会出人命的"
1939657342192337018,Mon Jun 30 12:08:42 +0000 2025,7,4246,0.175,否,"美联储降息之后，大家猜猜还有多少稳定币项目能活下去？

另外，那些觉得买“链上美股”很帅，很未来的项目和操作，但是各位有没有想过有资本利得税的事情吗？ 😄

不是牌照限制老登们的想象和操作
而是商业上算过账，这业务划不来

太阳底下没有新鲜事，牌照是阻止不了潮汕人滴…."
1938110618097307954,Thu Jun 26 05:42:34 +0000 2025,8,2139,0.175,否,"如果你确信自己不是“天选之人”，不自带主角光环

那凭什么你觉得自己能在人声鼎沸之时赚到大钱

凡事过往皆为价格之锚，不要被声量蒙蔽本质，专注于底层算法

知其然而不知其所以然，危哉"
1660907917548167168,Tue May 23 07:18:00 +0000 2023,2,68,0.175,否,"2/6 先看土狗/meme有什么特质
暴涨暴跌，稍纵即逝，被rug的可能性更高，且token没有附加价值，没有使用场景

冲meme本质上就是go big or go home，大概率不是归零就是价格腰斩，而且涨跌的窗口期都很快，往往都是随着市场情绪摇摆
再来，meme/土狗的爆发都是密集，且都是有特定窗口期的，而且都是一般周期都在几小时到几天。要把握机会在那段窗口期内，选择猎物"
2069313053540393017,Tue Jun 23 06:54:12 +0000 2026,7,2455,0.165,否,"AI大周期不变，都是标的价格变化而已
底层逻辑还是这样
市场博弈嘛 - 起起落落

在大周期里，手握子弹，熔断，回调都是进入的机会 https://t.co/mCeluXmFvV"
2098275413168668773,Fri Sep 11 05:00:17 +0000 2026,17,7033,0.15,否,"看了昨天的PPI，盲猜：

1. 今天的cpi应该会炸裂 （都是油嘛～）

2. 即使这样，下周fomc不会加息

主打一个你不要听我说啥，让市场自己定价"
2091558860955980141,Sun Aug 23 16:11:06 +0000 2026,23,7986,0.15,否,"最美的叙事套最多的人

还有什么比牛市回来了更让人难以自拔 🤣"
2072199885852651776,Wed Jul 01 06:05:27 +0000 2026,26,13845,0.15,否,"稳定币只有两个： $usdt 和其他 

稳定币本质上是一个remittance story

发这篇文的timing就是这么巧"
2102573794053533978,Wed Sep 23 01:40:31 +0000 2026,2,4648,0.125,否,@0xcryptowizard 老哥这个周期信念交易是 $zama ？
2098777646595440671,Sat Sep 12 14:15:59 +0000 2026,3,1591,0.125,否,"@ShanghaoJin 呀 终于看到有人说了：不是一加息，经济就要收紧的
这次不是这样的"
2078668442346168398,Sun Jul 19 02:29:11 +0000 2026,3,629,0.125,否,@yuren477 宏观好玩的时候就在于不管你怎么说都对，不外乎你截取的时间窗口 😂
2009905629612351803,Sat Jan 10 08:30:18 +0000 2026,5,808,0.125,否,"@KuiGas 下次喝酒，先喝三杯

敬认知
敬周期
敬alpha 🤣"
1971843240644300824,Sat Sep 27 07:43:58 +0000 2025,7,3514,0.125,否,"我比较俗气，我还是觉得近期不管是 #PerpDEX 还是 #stablecoin ，本质上都是大规模的财富效应带动叙事，而不是反过来

🤣 一身反骨"
1939661229733421372,Mon Jun 30 12:24:08 +0000 2025,1,401,0.125,否,@CyberPhilos 现在稳定币的主要收入来自于国债的息差，降息之后利息收入将会下降，但是稳定币的支出是固定的
1938132515639988572,Thu Jun 26 07:09:35 +0000 2025,4,2099,0.125,否,"来了来了
熟悉的味道又来了，这波我押 $bsw 和 $lto

这筹码结构集中得让人心疼啊"
1938068110504042609,Thu Jun 26 02:53:39 +0000 2025,3,508,0.125,否,"@BTCdayu 叙事是叙事
价格能不能上涨还是要看筹码结构"
