推文ID,发布时间,所属板块,点赞数,转推数,浏览量,实战含金量评分,完整推文正文
1937536415992332526,Tue Jun 24 15:40:53 +0000 2025,09_trader_mindset_essays,6,1,3690,7.0,"我去… 难道真的要如 @OwenJin12 老板说的，我要转型做合约赛道博主啦？！但是说好的广子呢？！ 😂😂

anyway我其实要说的接近160k的浏览量，700的bookmark，你们真的会后续翻回来看么….

我其实在写的这篇的时候，也“顺便”看了其他家交易所的算法… 有几家抄的一模一样、有几家在前人的基础上优化了不少、有几家就改的非常坑爹（自己）、还有的就差把“割你”刻在脑门上了…."
1937491012827643944,Tue Jun 24 12:40:28 +0000 2025,09_trader_mindset_essays,3,0,1238,5.0,@_FORAB kraken 其实有ink 的，他也有个伟大的公链梦想....但是无奈ink的表现实在是有点太不尽如人意了
1937457943848632767,Tue Jun 24 10:29:04 +0000 2025,09_trader_mindset_essays,0,0,40,5.8,"@portal_kay @thecryptoskanda 大家都是热血难凉啊
grab shopee这类比较大的公司 不是被卡牌照 就是被卡政府关系

lazada就是这么悲剧的 阿里的高管看了都直呼 厉害"
1937399381575237754,Tue Jun 24 06:36:22 +0000 2025,07_listing_lobbying_power,2,0,3391,5.8,"@YeruiZhang 我说一个远古时期的都市传说
有人当时还说sei是某个大所的亲儿子（后来知道不是）... 因为据说韩所的上币是某个大所的领导直接联系的

据说当年的去中心化nasdaq就是该大领导的手笔之一

还有一个神奇的事情，就是当年某大所刚开始做钱包业务对接公链的时候，第一阶段支持3个链之外，sei赫然就在其中"
1937376452695183610,Tue Jun 24 05:05:15 +0000 2025,09_trader_mindset_essays,9,0,3323,5.0,"如果你觉得我说的是错的，那你就是对的

我尊重你发表意见的权利，也请你尊重我屏蔽你的权利 😂😄

我花钱来twitter/x就是不要看广告，就是让自己开心😃"
2069415095860650021,Tue Jun 23 13:39:41 +0000 2026,02_contracts_clearing_adl,14,1,5003,6.9,"过去的金融世界，是有时间边界的。

早上开盘，下午收盘，周末休市，银行有工作日，清算所有结算日，交易之后有日终处理。保证金可以在某个固定时点计算，后台系统可以在市场关闭之后对账、修正、补资料、处理异常。金融市场再复杂，也总有一个时刻会停下来，让制度喘一口气。

这个“停下来”的时刻，几乎是传统金融最隐蔽的地基。

Crypto 说：就算你数到一百，劳资就是不关。

特朗普不会因为是周日就不发推；
比特币不会等纽约开盘；
永续合约不会因为周六凌晨就停止波动；
稳定币不会因为银行休息就停止流动。

市场从一条一条交易日，变成了一条连续不断的时间线。

这可能才是 OKXICE 真正值得期待的叙事。它不是“传统金融拥抱 crypto”这种老套叙事。它背后真正的问题是：

7 x 24交易的趋势已至，当交易永远不关门，传统金融赖以建立确定性的那套清算、监管、抵押品和客户资产制度，还能不能继续运转？"
2069370399935369542,Tue Jun 23 10:42:05 +0000 2026,09_trader_mindset_essays,64,13,78738,6.2,https://t.co/h6TTy70KU6
2069313053540393017,Tue Jun 23 06:54:12 +0000 2026,08_macro_first_principles,7,0,2455,7.0,"AI大周期不变，都是标的价格变化而已
底层逻辑还是这样
市场博弈嘛 - 起起落落

在大周期里，手握子弹，熔断，回调都是进入的机会 https://t.co/mCeluXmFvV"
2069269147884937519,Tue Jun 23 03:59:44 +0000 2026,09_trader_mindset_essays,3,0,9935,5.8,"所以你sell the news了吗？
哦 貌似今晚还有 $MU 的earning call https://t.co/EB99Ikytcd"
1671079584744308739,Tue Jun 20 08:56:34 +0000 2023,09_trader_mindset_essays,2,0,57,5.8,"@Vennila_Isen @orbitant I was thinking to have two wallets - wallet A -1eth to 100eth; wallet B- 1eth to 0.01eth 

See which wallet wins the race
😂"
1802965749809791431,Tue Jun 18 07:25:06 +0000 2024,09_trader_mindset_essays,5,0,257,5.0,Mid year sales coming
1802940998202581211,Tue Jun 18 05:46:45 +0000 2024,09_trader_mindset_essays,3,0,198,5.0,Discount mode - on
1934977491023851721,Tue Jun 17 14:12:38 +0000 2025,09_trader_mindset_essays,2,1,1286,6.5,"巧了，cz的“ Investing in crypto is risky. Not investing in crypto is also risky.”  居然跟Mark Spitznagel 的说法有异曲同工的效果... 🤣 

“If you take too much risk, it will likely cost you wealth over time. And at the same time, if you don’t take enough risk, it will also likely cost you wealth over time.” 

今天听了一下还蛮反直觉的，有兴趣的小伙伴可以听一下"
1934931022501847129,Tue Jun 17 11:07:59 +0000 2025,09_trader_mindset_essays,7,2,1513,5.0,"去中心化革命说了这么久，去中心化协议的命门还是掌握在中心化服务的手上： tether, aws, binance, twitter(x), github…."
1934916704305598546,Tue Jun 17 10:11:05 +0000 2025,09_trader_mindset_essays,36,11,17991,5.6,https://t.co/ZwEr9fmD8w
1934838491051118814,Tue Jun 17 05:00:18 +0000 2025,05_contracts_mm_token_loan,4,0,2180,7.8,"从链上数据来看，因为 koge/zkj的流动性是足够的，所以koge才有机会（低磨损）换到 zkj，然后再吧卖zkj卖成u ，进而让zkj下跌；

koge - zkj -usdt，就跟 abc - bnb -usdt 是一样的，我们不能简单的说abc带崩了bnb。
因为每一步的都有汇率差和磨损，如果abc/bnb的交易对，没有人提供流动性，那abc也卖不出几个u来

他这种操作坑的是那些加koge-zkj池子的人，毕竟假设池子不够厚，他也没办法用空气换到这么多的zkj

举个例子：比如 abc/bnb， bnb/usdt，假设abc/bnb的池子不够厚，abc也换不出几个bnb，就更谈不上把bnb砸崩

yy一下经过：
1. koge/usdt的池子撤走
2. 有个大户把koge/zkj LP 撤走
3. 把手里的koge换成zkj， zkj换成u
4. 因为3，koge/zkj的的价格下来，因为1，散户/大户只能走koge/zkj的池子出来
5. 从4逃出来的散户/大户，只能卖zkj到u
6. 因为现货价格下来，所以bybit的合约开始连环爆仓 （zkj的oi有100m+）
7. winter为了对冲，也开始买/卖币对冲
8. 因为6/7进一步加剧下跌，导致4，5的情况再发生，如此反复"
1934831106920255896,Tue Jun 17 04:30:57 +0000 2025,05_contracts_mm_token_loan,11,1,6296,8.2,"说几个事情
声明：我不站队

1. koge大户的操作更像是一个导火索，zkj的崩盘本质上还是各种杠杆加起来后的连环效果

2. 组koge/zkj 交易对的 zkj是哪里来的？ 应该是 koge自己在市场上买的？他真金白银买 zkj，这个没什么问题吧？
我们只能说，他之前买的份额在提前崩盘前卖掉了

3.从链上数据来看，因为 koge/zkj的流动性是足够的，所以koge才有机会（低磨损）换到 zkj，然后再吧卖zkj卖成u ，进而让zkj下跌； 

koge - zkj -usdt，就跟 abc - bnb -usdt 是一样的，我们不难简单的说abc带崩了bnb。 因为每一步的都有汇率差和磨损，如果abc/bnb的交易对，没有人提供流动性，那abc也卖不出几个u来

他这种操作坑的是那些加koge-zkj池子的人，毕竟假设池子不够厚，他也没办法用空气换到这么多的zkj
举个例子：比如 abc/bnb， bnb/usdt，假设abc/bnb的池子不够厚，abc也换不出几个bnb，就更谈不上把bnb砸崩 

4.  koge跌了55%，zkj跌了80%，zkj跌这么多还有合约爆仓、winter对冲的原因和eth链上的差价套利原因

以及各大散户们激进的v3策略 - 因为放的价格区间过窄，让koge大户能低磨损地换到zkj，然后过了密集区间之后的”真空地带“，加速zkj断层的螺旋崩盘（大家从k线可以看到下跌是一段一段的）

5. 激进的v3也是一种杠杆，能让你赚更多的手续费，也能让你成为别人的推出流动性； 不管是团队/散户/大户提供的
另，zkj的超高oi也是说明了另一层的杠杆

6. 一个600m mc 的项目，在pancake能有接近20m的流动性池子 （1/30） - 你要是早期投了zkj的大户和vc，你会不会在这个时候退出？！"
2066919343636520986,Tue Jun 16 16:22:27 +0000 2026,06_contracts_short_selling_phil,12,1,4762,5.8,"那双绿鞋可厉害了喂.. 叫超额配售选择权～ 在行情好的时候，框框卖

越涨越有人来做空
越做空越有人来

这对于币圈的high fdv low float的剧本可熟悉了"
2066912352696488064,Tue Jun 16 15:54:40 +0000 2026,09_trader_mindset_essays,21,3,14417,7.6,"合规是一个很有意思的事情

1. 因为它即可以条条大路通罗马 - thanks to 各种海外架构 spv隔离；但出事之后，只有到了罗马的才没事

2. 新兴标的的合规可以说是非常灵活的，只要你把用户资金保护好，不混同，做好kyc aml

3. 在你规模小的时候，基本没什么人管你（因为破坏力不足？ ）

4. 在你规模大的时候，即使你合规了，你也没合规

5. 很多人觉得合规是一份文件/产品，照着checklist走就行，其实合规是一个系统

6. 对于持牌机构，被警告，罚款那是太正常了，更何况币圈的弄潮儿，只要能兑付，不跑路就可以啦

7. 承接1，条条大路通罗马。法律上有个好玩的东西叫，假若没有明确规定的，那么民事（合同）的东西，意定大于法定，就是我们私底下约定的事情也能走得通

8. $spcx openai antrophic 这种标的呢，就是属于这种范畴，不管是从承销商/券商（一级二级）通道，LP份额。SPV份额 ，甚至去二级市场买然后rwa上链都可以，不外乎成本的区别

9.综上，没必要说，走的不是a通道，就不合规？世界不是只有一条路

10. 有什么简单的标准一定要牌照的： 是否对用户资金有控制权的，碰到用户的钱就是大事

11. 比起这些，看下是否（证券/币）资金混同才是现阶段的重点

12. 编不下去了，大家自己看看就好 😄"
1668518658979577858,Tue Jun 13 07:20:22 +0000 2023,09_trader_mindset_essays,1,0,292,5.8,"something is wrong
something is right https://t.co/F2kN4OPifa"
1800381874814239104,Tue Jun 11 04:17:43 +0000 2024,09_trader_mindset_essays,4,1,256,5.0,"$aapl is coming 
another #MemeRevolution"
1932412221273083958,Tue Jun 10 12:19:10 +0000 2025,09_trader_mindset_essays,1,1,317,5.0,@0xDave852 还有一篇扩展篇，有兴趣也可以看下 哈哈
1932400345688539360,Tue Jun 10 11:31:59 +0000 2025,09_trader_mindset_essays,1,0,69,5.0,@IvyLeanIn 哈哈哈 感谢抬爱 我的水平还到不了对谈 编个小故事还可以
1932393007682400405,Tue Jun 10 11:02:49 +0000 2025,09_trader_mindset_essays,1,0,81,5.0,"@daxiang_eth @billqian_uae 只能说相对中立吧
比起其他自称中立的国家，瑞士是“议价能力”和“抵御能力”最强的

没什么更好的选择"
1932383274589958402,Tue Jun 10 10:24:09 +0000 2025,09_trader_mindset_essays,37,2,12891,8.4,"不是，现在的币圈读者都这么硬核的么….

我昨晚洋洋洒洒发了一篇关于潮商信任模式构建及对web3信任机制的一些启发（https://t.co/LaDSFYK6bs） ，原来是想说就随便写点定性的分析，结果写到一半，就觉得这特么就是博弈论啊…

遂加入了一些金融模型和演算增加说服力，结果越写越兴奋，还做了模拟🤣。写完之后，整晚睡不着，太爽了...

最后为了可读性，简化和删除了一些模型，然后把计算和公式都放到附录了，但是发出来后普遍还是觉得有点晦涩难懂.... 我自己在手机版看的时候也是这个感觉

主打一个听劝。在AI的辅助下，我昨晚又改了一版-软核版 （https://t.co/muQBxDfnLL）（我自己是觉得很有启发啦，金句颇多🤣） 心想着这篇软核版，可读性高+还有点无厘头+启发，怎么着也得10w+了吧

结果刚才一看数据，吓了一大跳，硬核版的数据几乎是软核版的10倍以上！？ 对，就是10倍以上的差别 
看来，终究还是我低估你们了.... 🤣🤣 早知道就不写软核版了

我敢说，我写的这种文，难度估计是币圈理解难度top5%的，但是，
我的亲人哟... 我的读者们都这么猛的吗？!
质量太高了 
（广告主爸爸们，别找我发软文了🤣🤣，我的受众要看硬核的）"
1932355984649023953,Tue Jun 10 08:35:42 +0000 2025,09_trader_mindset_essays,1,0,111,5.0,@zbreezea 哈哈哈 你看这个软核版的 https://t.co/gAGJsTe2YZ
2064246348766163303,Tue Jun 09 07:20:56 +0000 2026,09_trader_mindset_essays,8,0,3091,5.8,"我都忘记这是最近几七天内Jensen第几次说AI股很便宜的事情了。。 🤣 

结果Kospi今天真的涨回来了 😄

不过我觉得估计不会持久啊… 本周可能再回调个10%？"
1533996061777223680,Tue Jun 07 02:15:36 +0000 2022,05_contracts_mm_token_loan,4,0,0,5.8,"Learn to earn @marginx_io 
Be the first to join and participate in the revolutionary exchange experiences"
1929926805085139289,Tue Jun 03 15:43:01 +0000 2025,09_trader_mindset_essays,64,6,20820,7.1,"我从另一个角度说一下这个东西的玩法

gas fee（当然eth这个确实是很可怕）、使用习惯、链的性能都不是关键

关键是circuit breaker，要如何消除钱包地址间的联系

因为一些众所周知的原因，一些博彩/色情/黑/灰产需要频密的更换钱包地址 - 为什么需要换或者消耗钱包地址呢？就是因为不要被追踪到，或者相关联

在eth的语境里，你想要把eth转到新钱包当成gas，才能把u从该新钱包转出来，这个转eth的行为就让钱包之间形成联系

假设钱包之间有关联后会有什么问题呢？有的，假设链条中的一环有问题，所有涉及的资产可能都会被red flag（当然不是所有的都有问题）- 谁都不希望自己的资产被盯上

但是在tron上租赁能量这件事情，你不能直接看是“谁”租给了这个地址能量，但你可以看到这个地址是如何获得能量的，这种充能的方式在一定程度上是“匿名的”，相当于可以切割钱包之间的联系

租能量是假，撇清关系是真  

多说一句，bsc的免gas稳定币转账打的真的是价格战吗？ 😂"
1929921406688735326,Tue Jun 03 15:21:34 +0000 2025,09_trader_mindset_essays,1,0,1151,6.5,"使用习惯上，可以通过搞定承兑方的收款系统，让它们支持你的链

链的安全和gas fee便宜只是进入的门槛（某链的稳定币转账免gas fee），但不是关键

而且性能上大家都差不多的

以上这些都是表象！！

关键是钱包之间的关联性无法被解决

钱的追踪是连续的，你想一下，一笔赃款进到你的钱包后，你的钱包就会被标记，所有从这个钱包出去的钱都会被red flag，你就没办法进到交易所/账户了

用户a转u到该新钱包，一般情况下你要想办法从其他地方转trx/eth到该钱包才能转走里面的u

但是透过租能量的形式给一个新地址“充能”在一定程度上是匿名的，所以就可以断开连接 

租能量是假，撇清关系是真

多说一句，bsc的免gas稳定币转账打的真的是价格战吗？ 😂"
1929799497535950849,Tue Jun 03 07:17:08 +0000 2025,09_trader_mindset_essays,15,0,2178,5.0,"跟风浪老师的贴
如果手握1000万现金，怎么做到年化10%，也就是100万，如果本条推特点赞超过100，我就写一些跟浪老师不太一样的策略 🤣"
1929759051719889338,Tue Jun 03 04:36:25 +0000 2025,05_contracts_mm_token_loan,4,0,865,8.1,"这是什么情况？！ $soph 的活期apr已经到了 260%， 这都比大多数的defi收益还夸张了..... 

仔细一看
现在资金费率打到了 -0.05% （每小时结算一次），24h就是1.2%，年化到432% ， oi在31m左右，目前大户持多仓，散户持空仓

看起来应该是各位大神冲进来借币对冲开多仓吃费率了

市场有风险，波动很大 —— 大家看看就好

如果真的真的真的想消费一波的话，可以在资金费率结算后的1-2分钟挂个远一点的单子碰碰运气"
1929735298029936963,Tue Jun 03 03:02:02 +0000 2025,09_trader_mindset_essays,2,0,326,5.0,"@Michael_Liu93 大额单子追求盈亏比，胜率在这个场景不太重要

好的单子是试出来的 不是预测出来的"
2061831053170639113,Tue Jun 02 15:23:24 +0000 2026,08_macro_first_principles,216,28,97860,8.2,"写得太好了
低pe的泡沫也是泡沫，高pe的就不用说了….

我有个暴论：6-7月份AI产业链会有1-2次大回调，尤其是那些高pe，甚至亏损，靠预期撑起的票

市场上的流动性其实都差不多了，你就看现在的金融产品都是+杠杆+滚仓顶起来的，而最近打进去的资金大多是热钱+不明真相的kopitiam的uncle和大姨追车的视觉效果

美联储大概率这两个月不会降息=不会有多余的水

流动性可是个好东西，水涨船高- 高的时候，你不会在乎水下是什么，但是当水撤出去的时候呢？

别误会，我没有贬低AI产业的意思，我是AI生产力的受益者（连这个推文都有AI）更不要说从AI获得的收益，我甚至将之视为第n次工业革命

但是一蹴而就？你们知道100倍pe代表什么吗？ 就这么说吧，按照现在新加坡银行的贷款利率- 提前折现了30年给你…而这还持续了一个季度

说白了，梁静茹都不敢这么狂，这得唱多少遍勇气啊

说回来流动性，那六、七月份会发生什么呢？

对的，就是连我隔壁90岁的阿嬷都知道的世纪IPO，还不是一个，是三个： Spacex，OpenAI和Antropic（还有大陆的长x）

3个过万亿的IPO啊- 这得抽走多少流动性，而且这可不是币圈的low float high fdv…  我还没仔细看OpenAI和Antropic的，但spacex的解锁可不是玩笑的

假设O和A没走好，那就是各种市场质疑，持续投入capex还能有收益吗？token的消耗有回报吗？

我不是不看好CPO/封装/冷凝散热，in fact 我是AI改变生产效率，甚至进一步改变财富结构的坚定拥护者（就如同我死守 $ETH 一样🤣），但是我相信：

卖在人声鼎沸，买在无人问津

如果你问：人声鼎沸的量化的指标：100倍pe应该算一个

common sense is not common

如果你看过我昨天在substack写的长文：GTC之后，什么值得买？

我的答案是：按现在这个倍数和财务数据，现阶段已经不值得买了

愿我们都有一颗敬畏市场之心"
2061694554714313141,Tue Jun 02 06:21:00 +0000 2026,09_trader_mindset_essays,4,0,8608,5.0,@moon_bgb 卖期权吧… 别套保
2061634396059476094,Tue Jun 02 02:21:57 +0000 2026,09_trader_mindset_essays,12,2,6414,5.8,"温馨提醒： lab:native 的走法不能说与 $rave 一模一样，但是也像模像样… 

大家千万别这个时候跑进去… 看看就好

关注我，带你看更多赚不到钱的标的 🤣"
1950198904328503345,Tue Jul 29 14:17:06 +0000 2025,09_trader_mindset_essays,10,0,9279,6.5,"怎么说呢？ 当你虚弱的时候，谁都想来踩你一脚

出了这个事情之后，有个原来支持的交易所就马上跳出来说要“下架”我们

经过他们的考虑后，不下也可以，但是要永久“锁仓”100k usdt（10万u） -美其名曰：等到下架的时候再还你，怕我们跑路

come on，我们的token在你这里交易了近3年，我们要跑早就跑了......

我们不是感叹市场无情，也不需要大家的怜悯，毕竟市场都是肉弱强食，大家都是来赚钱的，只不过真的需要在这个时候这样做吗？

我们是老兵，不是老弱病残
we are OG, not old"
1950196533049381162,Tue Jul 29 14:07:41 +0000 2025,09_trader_mindset_essays,5,0,2434,6.5,"DAXA这里并未告知具体的下架原因，所以我们只能从交易所发出的公告来判断几个可能的原因：
1. 我们未能在7月12日被攻击之后立即发布公告 ，而是在追回资产+查明事情原委+提供解决方案的36小时后才发布公告；
2. 我们在7月12日获悉被攻击之后，立即联系交易所暂停充值和提现 —— 但是这个通知力度可能是不足够的？
3. 未能提供有力的解决方案 - 对此我们把所有的mint权限都关闭，并且交由去中心化验证人的模式，至于跨链桥方面也采用了axelar的解决方，可能监管部门对此也不太满意？"
1950186826985341392,Tue Jul 29 13:29:06 +0000 2025,09_trader_mindset_essays,3,1,2946,5.0,"这下就换我们解除“封印”了

#pundiai #datafi"
1950171042737246297,Tue Jul 29 12:26:23 +0000 2025,09_trader_mindset_essays,3,0,1096,5.8,"那些你曾经觉得绝望胆怯的瞬间，在你回过头来看，都特么是风景

当然，前提是你撑过去了，要不然你就成了风景 😄😄 https://t.co/IuGH26rkF5"
1950075272427970585,Tue Jul 29 06:05:50 +0000 2025,09_trader_mindset_essays,2,0,1875,5.0,"@0x0xFeng 这个是leader board 15万服务费一年
要是pre tge的更贵呢"
1950037711232143601,Tue Jul 29 03:36:34 +0000 2025,02_contracts_clearing_adl,17,0,3881,7.3,"对一般人来说，比起怎么暴富，学习怎么不被强平/破产是更重要的

说一个新手对于强平价格的误区

除了标的的价格，你更应该看你的“维持保证金率”，那个才是“强平”条件

一般来说，杠杆倍数越高，初始保证金率越低，这个缓冲带就越窄。例如，一个 100x 杠杆的仓位，其初始保证金率仅为 1%，而维持保证金率可能为 0.5%。这意味着，从开仓到触发强平，交易者只有 0.5% 的价格波动空间。

举个例子，你开了100x的多仓仓位，直觉上来说，只有价格下跌1%，才会“破产”，但是因为保证金率是0.5%，所以当价格下跌0.5%时就会触发强平，并且以下跌1%的破产价格来清算。"
1950026311482658829,Tue Jul 29 02:51:17 +0000 2025,09_trader_mindset_essays,4,0,1030,5.0,"@BTCdayu 要赚取钻石手的百倍/千倍收益，就要承受钻石手多次归零的风险

不能看着狼吃肉，不看狼挨打"
2082133566541230467,Tue Jul 28 15:58:21 +0000 2026,09_trader_mindset_essays,9,1,5919,5.0,"不是，咱们反弹能不能慢一点啊
我还没加完呢

至少等过了明天的fomc嘛…"
2082098282730520893,Tue Jul 28 13:38:08 +0000 2026,09_trader_mindset_essays,5,2,3656,6.9,"我去。。 真·堆叠方案啊
kimi 3里面居然放了22580 gpt-2....... （其实是23个macrocycles）

“Applying residual attention at every layer would add too much training and inference cost. Applying it only at fixed block boundaries captures most of the benefit at a lower cost. In KimiK3, each boundary occurs after 12 decoder layers. Across 23 four-layer macrocycles, this produces eight AttnRes blocks, which increases our inference speed.” - 用算法节省推理资源，提高推理速度

用算法突破物理的算法限制"
2082055112391000520,Tue Jul 28 10:46:36 +0000 2026,09_trader_mindset_essays,15,1,7598,6.6,"k3的意义超越推理本身，而是成本

小伙伴告诉我，有人只用80张5090就能把kimi k3 跑起来了？ ！（每秒20个token）

这个测试验证了：消费级游戏显卡集群有机会成为替代方案，数量弥补质量（echo 梁文锋前几天的流出的讲话稿）

这意味着实验室、初创团队将有条件部署顶级开源大模型

去你的制裁，去你的h100 h200"
2082052844790902986,Tue Jul 28 10:37:35 +0000 2026,09_trader_mindset_essays,0,0,497,5.0,@thecryptoskanda 不是，你这….
2081951948291600518,Tue Jul 28 03:56:39 +0000 2026,09_trader_mindset_essays,5,2,2954,5.0,"感觉这篇文又能拿出来骗骗流量了 🤣🤣🤣 
今年kospi第8次cc熔断 。。。。"
2081926492188283281,Tue Jul 28 02:15:30 +0000 2026,08_macro_first_principles,6,0,12620,7.2,"吼吼吼吼，原来套下在了这里
对吧，我就说韩国政府周末放好消息，就没什么好事发生。。 哎

所以上周外资的净买入，在本周变成了净卖出吗？
29号的fomc，加息概率到了27.6%

按理说现在是应该加息了，10y国债都4.639%了。。现在就赌“川普想要，川普得到”的光环是否有效～ 

要是无效的话，这可就太好玩了"
1947664351843831899,Tue Jul 22 14:25:41 +0000 2025,06_contracts_short_selling_phil,132,20,24113,8.3,"怎么利用“资金费率机制”完成收割？

这个版本的市场流动性现在都集中在永续合约上（这也是为什么好多项目方都抱怨，上币之后的流动性都不咋地），所以这也催生出新的庄家“玩法”（比如alpaca）

“资金费率”在这其中扮演了一个非常重要的角色

这个版本都有一个“共识”，就是暴涨或者上线之后“无脑空”，这就给操盘手机会了

本质上就是通过合约和现货的价差，创造了“资金费率”倾斜，让做空的一方需要给做多的一方每隔一段时间交“持仓费”（反之亦然）

而且随着价差越来越大，这个持仓费用就会越来越高，收取的频率越来越快 —— 估计很多散户都没注意到这个细节

就这样依靠资金费率机制的“定向刮刀”逐渐把对方的保证金消耗殆尽，最后只要“轻轻一推”，仓位就锅干碗净 —— 这些强平的仓位进而形成所谓的“空军燃料”，进一步助推价格，让操盘手得以脱身。

不得不说，操盘手很好滴利用了这个机制给自己创造了优势，进而转化为胜势"
2079453432713539983,Tue Jul 21 06:28:27 +0000 2026,05_contracts_mm_token_loan,3,0,2753,5.8,"似曾相识燕归来
不论是西方还是东方，抠字眼发meme就是一个常态

同一个事情，不管是 coinbase的base，binance的bnb chain，还是okx的xlayer 

如果人性不是相通的话，那就是背后都是的同一拨人"
1945148303500304728,Tue Jul 15 15:47:49 +0000 2025,09_trader_mindset_essays,3,0,130,5.0,"@zbreezea 我还是会写点东西，不过就是内容可能会换

主要是数据反馈不是很好，就在想是不是内容不是大家想看的 😄

谢谢你的鼓励啊
跟自己和解"
1945103495314727098,Tue Jul 15 12:49:46 +0000 2025,09_trader_mindset_essays,13,0,3728,6.2,"终于，流量还是盯上我了！哈哈哈

刚才小伙伴提醒我，随着我越写越多合约交易的长文，我的follower也在不断的减少ing 

这就是越写越邪乎嘛 🤣 可能这也意味着，其实没什么人愿意看，没提供什么价值

anyway，这几天因为黑客的事情忙得焦头烂额，我现在都是拿之前的“存货”来应付

而且随着合约交易算法相关文章浏览量的不断减少，大家可能也没什么兴趣，没什么新鲜感了，可能也是时候停一停了"
1945096185636671692,Tue Jul 15 12:20:43 +0000 2025,05_contracts_mm_token_loan,27,4,6932,6.5,"well 我现在才意识到，其实很多人不知道 @HyperliquidX 上的oi是多空仓成交后，两笔oi都算进去的，而 @binance 的oi是多空成交后只算一笔的，只显示一笔oi

比如一笔10万美金的单子，HI 会显示20万美金的oi；而BN只会显示10万美金的oi

一般来说，除了BN之外，大多数的oi都要 /2

那些习惯 mc/oi ，volume/oi etc 的技术指标党要注意啦 

common sense is not common"
1945044059334066214,Tue Jul 15 08:53:35 +0000 2025,09_trader_mindset_essays,1,0,136,5.0,"@BendosEth “有钱人不缺情人，但是缺的是把难缠的情人清走的办法。” — 亲眼看过，真的是这样！

最经典的方法是送去读书/深造"
1945041365210915053,Tue Jul 15 08:42:53 +0000 2025,09_trader_mindset_essays,2,0,213,5.8,"@LeotheHorseman 很多人不理解，珍贵之处就在这个“理解”后“揉碎”输出的过程

你买的是我走过的每一段路、亏过的每一分钱、维过的每一次权、看过的每一份gitbook….. 

anyway 幸好没人找我写广子 我就没这种烦恼 😄"
1945005313716797940,Tue Jul 15 06:19:37 +0000 2025,09_trader_mindset_essays,9,0,5734,5.0,@ohyishi 建议放在海岛，这样你的后代就是“真·海贼王”了
1944956753780858910,Tue Jul 15 03:06:40 +0000 2025,02_contracts_clearing_adl,10,0,1923,8.1,"如果你曾经在 @Bybit_Official 和 @bitgetglobal 遇到如下不公平、交易所“作恶”的情况：

1. 开仓即亏损？开仓即爆仓？——是交易所要吃客损吗？

2. Bitget是不是跟用户做对手盘？ 如果不是的话，为什么价格变化比其他交易所更快？

3. 为什么同样的标的（token），bitget比bybit的波动性更高？资金费率为什么差这么远？

4.为什么在bitget的仓位更容易触发ADL？ ——是交易所做对手盘，不要赔付吗？！

5. 为什么在bybit的委托单子会“无缘无故”地被取消？盈利仓位会被“减仓”？ - 是交易所要防止我“盈利”吗？ 

如果你有这些疑问的话，这篇关于 @bitgetglobal @Bitget_zh @Bybit_Official 的长文将会一一解开这些“未解之谜”
https://t.co/orWyZ3IEgg

我不站队，但是很多时候，都不需要“人治”，算法和机制就能帮你治得服服帖帖了"
1944933479793484026,Tue Jul 15 01:34:11 +0000 2025,08_macro_first_principles,3,0,1001,6.5,"我们已在 BSC 网络上完成快照（距今超过 12 小时），并将很快用新版的 #PUNDIAI 替换当前版本。感谢 @axelar 和 @PancakeSwap 在此次事件中的协助。

在此期间，请不要在 Pancake BSC 上购买 #PUNDIAI，因为当前流动性池的资金属于攻击者。一旦新版 #PUNDIAI 部署至 BSC，我们将重新注入新的流动性。（各位放心）

此次更换仅限于 BSC 网络，因为攻击者的资金被困在 BSC。Pundi AIFX 和 Ethereum 上的 #PUNDIAI 并未受到影响。

所有的资金都是安全的，非常感谢大家的耐心"
2076986139974709669,Tue Jul 14 11:04:18 +0000 2026,09_trader_mindset_essays,13,0,8035,6.5,"问：为什么同样是做HBM？ 

英伟达就是把大单交给海力士
到底美光 $MU 和三星 $samsung 哪里不如 $SKHY 了？

其实关键就是散热和良品率

那为啥都是HBM，咋还会有这些差异呢？问题就出在HBM的封装工艺上

已知HBM需要把12片显存叠在一起，而且层与层之间用微小的焊球连接——每颗比一粒花粉还小，一层几千颗…..

怎么焊和叠，在业界分成两派：

海力士这里是整栋垒起来后注入环氧树脂一体成型；

而三星和美光，则是一层饼一层肉这样一层层焊在一起

熟高孰低，一目了然"
2076936986636816756,Tue Jul 14 07:48:59 +0000 2026,02_contracts_clearing_adl,40,4,28295,7.9,"嗯，今天的kospi属于是散户撤退，机构大进（外资占1/3）的局面 - 基本上散户的卖盘都被机构消化

看了一眼昨天kospi和kosdaq的数据，韩国金融厅大概率在上周已经介入了散户杠杆清算的事情，甚至可能还引入了第三方清算机制 - 即爆仓仓位由第三方清算机构先接管，不直接在公开市场上操作（抛售）

7.9/10 kospi都跌熔断了，但是昨天被清算的券商应收帐款头寸只有262亿韩元？ 

7.13的熔断按照t+2的机制，这波头寸的清算要在明天爆发，就看今天韩国金融厅的大佬们能不能想出什么大招～"
2076912668271911161,Tue Jul 14 06:12:21 +0000 2026,09_trader_mindset_essays,8,1,6506,5.0,"五角大楼有个pizza指数
很多人可能不知道韩国金融监察院FSS也有个ice americano指数吧？  🤣"
