推文ID,发布时间,JEV评级,JEV得分,点赞量,转推量,浏览量,推文正文,原推链接
1735023790806163856,2023-12-13 19:48:01,B,33,33,2,43852,"永远坚信大牛市，比特币4.3万了
现在鲍老头开始讨论降息了。

我的coinbase股票买的太高了，128的成本，但是如果eft通过海量资金放在coinbase，那他就非常便宜。 https://t.co/47w3F8x6tD",https://x.com/xiaomustock/status/1735023790806163856
1939748365270753347,2025-06-30 18:10:23,B,33,27,3,119133,"如果 $HOOD 做的rwa币股公链上可以交易没上市的OpenAi/SpaceX这俩个的话，肯定不缺交易量和散户热情.
相比于币安现在的alpha诈骗盘流水线搞的一堆人造新山寨shitcoin，
openai和spacex股票的代币则拥有无与伦比的吸引力. https://t.co/JuUzYiZ2Uy",https://x.com/xiaomustock/status/1939748365270753347
1958819189000450426,2025-08-22 09:11:02,B,32,464,18,153591,感谢加密 https://t.co/GZt78vsfkp,https://x.com/xiaomustock/status/1958819189000450426
1880674637681713520,2025-01-18 17:52:29,B,32,101,4,62813,又30刀了.trump剩9万再涨真忍不住全没了，反正卖了是sol，sol再来个1000刀一个，先把eth这个垃圾干趴下.😅 https://t.co/nljtaUhjPv,https://x.com/xiaomustock/status/1880674637681713520
1872721256275198326,2024-12-27 19:08:35,B,32,79,7,32234,"btc没有上限，法币没有下限，谁来做空看空都没用，短期波动而已.
有无数个小国家的法币在崩溃.现代货币体系下的法币是债务不是资产，跟古代的真金白银的货币不是一回事，现在体系下的法币中央银行想印多少印多少，全是空气垃圾，持续增发下去早晚都崩溃.
不要被比特币的短期波动骗下车.永远看多btc. https://t.co/l9GsVUwpa5",https://x.com/xiaomustock/status/1872721256275198326
1974699356575191482,2025-10-05 04:53:09,B,32,61,1,92450,"爱死btc，新高了老表们.
今天中午睡醒的时候看明明挂的124330触发的50个减仓单没有生效，价格明明比这高，
想找币安理论一下，
然后又想算了，可能是天意使然，默默撤掉了这个减仓单，手动走了30个. https://t.co/MXJviHRpYi",https://x.com/xiaomustock/status/1974699356575191482
1976900582935085247,2025-10-11 06:40:02,B,32,58,7,72389,"当时看见bnsol90块钱，想抄这个号没u，150卖了okx的okb来买的bnsol🌚
撸了把翻倍回来了跟50万，但是远远还不够爆掉的。慢慢折腾了.
转念一想如果不是前几天朋友说usde被反撸了然后还掉usdt走了，没他提醒我可能也会被usde这波一样带走.
就当花钱买教训了. https://t.co/iwYwTkq9xg",https://x.com/xiaomustock/status/1976900582935085247
1917864146345025860,2025-05-01 08:50:19,B,32,56,13,124560,"干了祖传10万u的s，成本0.542.
没啥目标价，打算买了提链上玩一玩看看具体啥样.
被河佬天天说s上的矿洗眼红了.
外加币安很少有上bsc和sol链以外的土狗.
s链连续上了几个.
币安有点扶持s链的意思.
tvl10多亿美金. https://t.co/ZSIPaPPz8C",https://x.com/xiaomustock/status/1917864146345025860
1852689876673802436,2024-11-02 12:31:02,B,32,56,2,85899,"sol链的pump钱包已经亏没了八九个了。昨天到今天忍住啥都没买没去p，今天下午说pump创始人发的，我想着这：
就像你们账户天天利息几万块钱的话，去超市抢劫俩百块钱，怎么可能，百分之百假的啊。不应该买，管住手一点不动。

没故事没明牌发的，啥都不想买了，买啥亏啥都是骗局，全被创业发币的赚走了。",https://x.com/xiaomustock/status/1852689876673802436
1881176571438096680,2025-01-20 03:06:59,B,32,55,6,95002,"全崩了，昨晚瞎鸡儿p亏钱救了我一命，亏的我一气之下全部清仓，睡醒一看卧槽真他么…..sol链上成了230，交易所240u，差价10u不说，所有交易所还都不给提币搬砖的机会，全部禁止提币.

真要好好滑雪了，一点不p，贵贱都不p.
千年难遇trump好不容易赚的. https://t.co/Pr26h8VCmr",https://x.com/xiaomustock/status/1881176571438096680
1946109301837217980,2025-07-18 07:26:29,B,32,39,2,78381,"我要有毅力把6月25号买的耀才拿住现在居然能翻倍🌚
看来还是要做时间的朋友啊兄弟们.
买真正有价值的东西，
btc以后会是所有上市公司的现金储备，
因为他们曾经囤积的美刀价值随时间可能缩水90%. https://t.co/pMswAimcHK",https://x.com/xiaomustock/status/1946109301837217980
1734998233833951472,2023-12-13 18:06:28,B,32,39,2,176266,"比特币又4.2万了，唱空的人呢👻一定要坚信大牛市，珍惜每一次插针暴跌，别听信什么大幅回调跑去做空，这样干财神爷都救不了你。
每次暴跌都要把自己看好的币买回来
尤其是比特币生态相关的。
没啥好说的，真正能帮自己的只有自己。 https://t.co/rTt4kJK2VU",https://x.com/xiaomustock/status/1734998233833951472
1943197692823589240,2025-07-10 06:36:47,B,32,34,2,108715,"$SBET 和eth都硬的可怕，
eth居然2800了你敢信，这老6终于拉盘了. https://t.co/xOPkNVsjcQ",https://x.com/xiaomustock/status/1943197692823589240
1806317501716086996,2024-06-27 13:23:46,B,32,26,3,85134,sol是除btc，eth外，美系加密资产里最可能的下一个etf选手了。相比于eth的4000亿，这个800亿简直太香了。,https://x.com/xiaomustock/status/1806317501716086996
1739664932076232747,2023-12-26 15:10:15,B,31,274,6,83423,这个牛市结束后想写一本回忆录穿插关于加密交易思路的书，每次回想上一个牛市和这个牛市真的都挺感慨。,https://x.com/xiaomustock/status/1739664932076232747
1907786693681492300,2025-04-03 13:26:07,B,31,203,14,143179,"我这提供了非常完备的一揽子做空整个加密山寨市场的方案.包括金额比例和止盈止损策略.
模仿一起干的估计这几天都发财了.",https://x.com/xiaomustock/status/1907786693681492300
1809123685523206480,2024-07-05 07:14:33,B,31,159,9,209088,投降了，门头沟真开始赔付了。所有的玩意我都割肉清仓了，抄底的btc也割了，韭菜就韭菜吧，不想玩了，也不敢玩了。 https://t.co/EtFPOV7M57,https://x.com/xiaomustock/status/1809123685523206480
1907778484581314658,2025-04-03 12:53:30,B,31,156,5,163662,"三五百的黄金大妈会买，你要是涨到八九百块钱，大妈可能就要卖掉解决家里的生活问题了.
我猜再往上涨需要的资金体量是天量，
全球各个金融市场都在暴跌缩水，流动性紧缩，哪来的钱继续拉黄金.
再拉大妈都要去金店清仓了.",https://x.com/xiaomustock/status/1907778484581314658
1919458501799120906,2025-05-05 18:25:43,B,31,153,13,124559,"准备要开始吃流动性了.把币coin持仓打开了，一起发财.
我开多不爽的反手做空，爽的一起做多.
我们都有美好的未来，看谁能把u掏到口袋 https://t.co/VCQCeKY6Q9",https://x.com/xiaomustock/status/1919458501799120906
1702541642639798631,2023-09-15 04:35:33,B,31,151,82,70457,做一个有奖分享，说一个你发现的一个规律或者策略，或者对加密某些现象的思考，你认为有价值我就让它变得有价值，从评论同时转发的朋友里面选10个人，每人送100美金 https://t.co/CH4h5hjmxS,https://x.com/xiaomustock/status/1702541642639798631
1738984873266999732,2023-12-24 18:07:57,B,31,134,4,143433,对bake减仓，grt清仓，盈利换了点btc，剩下的bake计划拿着体验bake质押收益，实在是涨太快了捏不住了。 https://t.co/g0ZxzZZqww,https://x.com/xiaomustock/status/1738984873266999732
1853284756638806126,2024-11-04 03:54:53,B,31,133,33,74121,sol链完全p不动了，不创业光买指定是不行啊。但是创业又绝对不可能，只能建议你们去创业了，别买了。 https://t.co/pTKs91sYEU,https://x.com/xiaomustock/status/1853284756638806126
2017302520012669069,2026-01-30 18:22:55,B,31,130,10,102191,AGQ俩倍做多白银etf一天时间从316跌到了125……今天估计无数人资产又要清零了. https://t.co/LBYhX2ro4K,https://x.com/xiaomustock/status/2017302520012669069
2059514765160911351,2026-05-27 05:59:18,B,31,129,4,120869,"这回没啥信息都在回调，可能这俩天都冲太猛了。
焦煤血亏5万，割肉了。
暴涨的过程中别上杠杆，每次回调跌了再对看好的股票搞2x做多etf。
这样涨跌都很舒服。
也能拿得住。 https://t.co/4UQJu0oBPh",https://x.com/xiaomustock/status/2059514765160911351
1734261778291515897,2023-12-11 17:20:03,B,31,112,23,39086,我等了三年，就想等这么一个机会，我不想一辈子被人踩在脚下，我得不到的东西也一定要拿回来🌚三年，三年，终于又是牛市了，珍惜每一次牛市途中的暴跌。 https://t.co/zFrbbAclTW,https://x.com/xiaomustock/status/1734261778291515897
1722982816110059850,2023-11-10 14:21:29,B,31,106,6,103792,"骗局全是骗局,手贱买了4万个ordi，亏了12万u，做韭菜的一天。噶了，都噶了，我噶了我在币圈的一切。今天追高回撤太惨了，幸好买的不多，缓一缓。 https://t.co/BvkCF9fNSq",https://x.com/xiaomustock/status/1722982816110059850
1947681994667921643,2025-07-22 15:35:48,B,31,105,6,175522,"海量的资金排队干eth，
bmnr和sbet都要搞几十亿美金干eth，
还有一大堆小公司.
e子回调彻底结束了.
4000快了. https://t.co/hP7ClDyjL3",https://x.com/xiaomustock/status/1947681994667921643
1815682969777971706,2024-07-23 09:38:48,B,31,99,3,190240,打小就喜欢装逼，这个号351w，sol和eth贡献的。 https://t.co/7Ctr2KX0Ku,https://x.com/xiaomustock/status/1815682969777971706
1919384796305748291,2025-05-05 13:32:50,B,31,96,11,93063,"cz大表哥证实，币安没有CRO，
cake创始人以为自己牛逼，回过头去sol链创业才发现发现：是币安平台造就的他牛逼. https://t.co/IBKd8sydmy",https://x.com/xiaomustock/status/1919384796305748291
1971286648572031030,2025-09-25 18:52:16,B,31,94,3,153575,梭哈多eth，sol，死了算了. https://t.co/03EqxW5w1K,https://x.com/xiaomustock/status/1971286648572031030
1770684299722871057,2024-03-21 05:30:09,B,31,94,3,132517,"smole项目方刚刚的提问，已经在咨询什么都不做留着三千万美金会不会坐牢😂
（右下角是smole项目方头像，募集了15万sol刚好3千万美金） https://t.co/15W90SGb8G",https://x.com/xiaomustock/status/1770684299722871057
1880495231273255032,2025-01-18 05:59:35,B,31,92,10,256343,"特朗普用全世界的流量给trump打call，给sol打call.就职典礼……
美国老表还没睡醒…..
还没上所….. https://t.co/QAm4ILtIYv",https://x.com/xiaomustock/status/1880495231273255032
2018004263210029213,2026-02-01 16:51:23,B,31,91,2,111073,"Crypto除了btc能永存.
既然山寨被证伪未来还有俩个机会，
1.贵金属/美股上链24h365d的trading.
2.做agent钱包托管资产，给予AI身份识别和财务处置权.base链有这种演化趋势.",https://x.com/xiaomustock/status/2018004263210029213
1946591968198312232,2025-07-19 15:24:25,B,31,83,10,263086,"BREAKING NEWS: FTX Founder Sam Bankman-Fried to receive Presidential Pardon and be released from prison later today.
以后币圈二级要精彩了",https://x.com/xiaomustock/status/1946591968198312232
1871740155025080511,2024-12-25 02:10:02,B,31,61,18,84904,"有个被前几天暴跌错杀的币zrx.

美国新任白宫 AI 和加密货币负责人 David O. Sacks 
这人是zrx的死忠粉丝.还有十几天就上任了.
市值也不大.价格安全.上任说不定能到一俩u. https://t.co/yd8Fhl6RE3",https://x.com/xiaomustock/status/1871740155025080511
1955973223553925226,2025-08-14 12:42:11,B,31,47,7,50227,"PPI与CPI一样，都是反映价格变动的重要指标之一，PPI属于生产端，而CPI属于消费端。理论上，二者的长期走势是一致的。PPI作为生产环节的价格水平指标，其变化会通过产业链向消费端传导，并表现CPI大致同趋势的变化。因此,PPI通常被看作CPI的先行指标，即PPI一般先于CPI表现出价格变化。

而且ppi和cpi通常被用来判断通胀情况.",https://x.com/xiaomustock/status/1955973223553925226
1804916313716040149,2024-06-23 16:35:57,B,31,42,5,79801,通过etf的比特币和eth独立行情之外，币圈内是实打实的熊市了，这应该是币圈诞生以来最残酷的熊市，不管新币老币一起普跌，除了全流通的数年前的老币和meme，都是解锁盘。 https://t.co/SfRDTDFtDo,https://x.com/xiaomustock/status/1804916313716040149
1945146379577315684,2025-07-15 15:40:10,B,31,30,5,71276,换美联储主席也改变不了这个利息.加息相当于加大水量放水但装了起来，降息则是把装起来的水放大数倍砸向市场. https://t.co/CMarz7mfn6,https://x.com/xiaomustock/status/1945146379577315684
1772489965957476600,2024-03-26 05:05:13,B,30,184,7,73949,"币圈的骗子真的多，但是依然不能满足市场需求😅那个vt和夏雪宜发了无数回币，割了无数把韭菜还是趋之若鹜。

附一张古代墓穴门口会放的雕像：天王踩小鬼。现在人热衷新年发这个，寓意：踩小人。 https://t.co/j6ffSAsacq",https://x.com/xiaomustock/status/1772489965957476600
1879864292591481174,2025-01-16 12:12:28,B,30,177,20,108224,原来是特朗普宣布优先考虑sol和xrp来建立加密储备. https://t.co/oFa9EcsoVk,https://x.com/xiaomustock/status/1879864292591481174
1936728282994725097,2025-06-22 10:09:39,B,30,160,29,89665,"美股比币圈优势强太多，对散户而言.
美股的股票，机构买，全球人一起加仓干.
币圈的山寨，你一旦买了，就是项目方一路无情的浇给，99.999999%都是这样. https://t.co/dQ9hOrEaBb",https://x.com/xiaomustock/status/1936728282994725097
1905664840733192525,2025-03-28 16:54:38,B,30,160,19,226084,"准备睡觉了，统计了一下，
按市值排名空总共空了61个垃圾，
亏钱的只有6个？55个盈利
what？😂做空山寨这么离谱的吗？ https://t.co/Yb9atAwEmw",https://x.com/xiaomustock/status/1905664840733192525
1937781171620053198,2025-06-25 07:53:28,B,30,158,17,210908,"币圈最后的钱提gate梭哈了hsk.成本0.61u.
引用一下在富途和hskey上班过的老表刚说的话.
“富途老虎胜利众安还有国泰，但凡香港券商推出加密交易服务，都用hsk.” https://t.co/yxeSAfsB7E",https://x.com/xiaomustock/status/1937781171620053198
1915008460334551059,2025-04-23 11:42:50,B,30,153,35,175386,"干了祖传的13万刀的bmt
今天山寨又开始爆拉，让老表做了一张币安合约市值由小到大的排序表.
去除掉有下架风险的，
再把近期有解锁的代币去掉，
最具性价比的就是bmt. https://t.co/P189HH0i8T",https://x.com/xiaomustock/status/1915008460334551059
1985196666346197067,2025-11-03 04:05:43,B,30,111,5,152463,"这个如果真查地址确实难说，国库地址所有人的钱放一块看不出来.
但换个角度，有3个问题.
1.散户没内幕敢开5000万美金山寨空单不？
2.单个山寨币开5000万算不算散户？
3.谁会在aster放大额资金然后挪到hype开空？",https://x.com/xiaomustock/status/1985196666346197067
2017904968028835923,2026-02-01 10:16:49,B,30,110,7,79851,非常赞同，这次特朗普选的沃什相当于直接可以控制美联储了，特朗普让他降息他肯定降，等待货币泛滥后btc和贵金属就是最优解.,https://x.com/xiaomustock/status/2017904968028835923
1803084707065921685,2024-06-18 15:17:48,B,30,93,7,111068,如果今后俩年都是熊市，你们有没有足够的余粮和利润扛过去。 https://t.co/CM0I8W9NZI,https://x.com/xiaomustock/status/1803084707065921685
1755875636328198146,2024-02-09 08:45:48,B,30,75,5,108664,"买了4个eth，卖出来2.6哥亏1.3个eth,存了10个btc到梅林，不折腾了。 https://t.co/94nq6VC8bY",https://x.com/xiaomustock/status/1755875636328198146
1850039245605421239,2024-10-26 04:58:22,B,30,74,3,132168,"今天看到一个杀人诛心的说法。
sol这个交易量每天都跟eth差不多，sol链上活跃度还比eth高，是不是显得eth这个价格虚高太多了？

表哥表姐们认同不😅拿eth的兄弟苦呐。 https://t.co/uagtHOLFbp",https://x.com/xiaomustock/status/1850039245605421239
1919260436572385749,2025-05-05 05:18:40,B,30,72,8,103748,这话错了哎，很有体验感，ok的dex能影响sol的价格，能使用的第一时间我开多了sol和btc https://t.co/bxdTvF2lj2,https://x.com/xiaomustock/status/1919260436572385749
1835566976477057077,2024-09-16 06:30:45,B,30,71,5,133680,Neiro这种也能上币安，合约是大写的，现货上个小写的，一堆sol链和eth链的同名币，然后大小写不同又是一大堆。这么抽象的个玩意把跟风的韭菜割惨了。 https://t.co/b77GUY1oLH,https://x.com/xiaomustock/status/1835566976477057077
1911814425390305332,2025-04-14 16:10:53,B,30,69,9,114600,"今天运气太不好了，做空了30多个山寨币，被比特币拉涨止损了.
现在好了全崩下来了，仓位没了，血亏4万u. https://t.co/E7xuKYTfBU",https://x.com/xiaomustock/status/1911814425390305332
1971402087205634426,2025-09-26 02:30:59,B,30,59,1,141045,"sol太几把能跌了，昨天睡觉同时间抄底的eth和sol，
e自赚8万，sol居然还亏2万 https://t.co/OVJshdkCUr",https://x.com/xiaomustock/status/1971402087205634426
1945286633151975881,2025-07-16 00:57:29,B,30,55,3,131729,"昨天看btc暴跌sbet踏空25.5跑了，
夜里eth不跌反涨😭三点含泪28.4追高追回来
手贱不如不动出去玩一段时间. https://t.co/IbGU8Hbmiq",https://x.com/xiaomustock/status/1945286633151975881
1805115366659830154,2024-06-24 05:46:55,B,30,53,4,102612,美股开始回调的话，所有金融市场都逃不过下跌，包括币圈。美股回调结束才会降息，币圈肯定也逃不过这个周期。 https://t.co/2Xmem0FImR,https://x.com/xiaomustock/status/1805115366659830154
1942972018825064831,2025-07-09 15:40:02,B,30,38,6,144200,"回调结束，重新展现eth质押型微策略相比btc微策略的融资的利率优势.
看它新一轮融资如何演化. https://t.co/ryKRCbsyi9",https://x.com/xiaomustock/status/1942972018825064831
1945842590273740909,2025-07-17 13:46:40,B,30,31,3,94861,"btcs的模式是defi循环贷，
质押借u买eth，再质押借u继续买eth.
eth上涨它赚的最爽. https://t.co/7l58OlTBMD",https://x.com/xiaomustock/status/1945842590273740909
1635300201165656066,2023-03-13 15:22:05,B,30,20,1,4241,好多普通人穷人一看到金融危机来了就怕这怕那的，这他妈还不懂是你们最大的机会，只有大公司或者整个行业大面积破产归零，穷人才能花极少的钱也能买到极多的筹码，归零万一来个反弹复活说不定就是百倍千倍的机会，直接发财，如果啥鸡儿都不懂买btc也直接发财 https://t.co/RItiPsEQAe,https://x.com/xiaomustock/status/1635300201165656066
1770496536943989191,2024-03-20 17:04:03,B,30,13,1,50202,还是不发跟土狗买卖相关的，默默赚默默亏比较好，我这一波满仓挨跌，还出不来，全在质押的l2里面。尤其是eth跌的最狠，亏的最惨，质押进去的btc还好，利润比较多，eth再跌点已经要开始亏钱了。 https://t.co/Nf3JAKmUEZ,https://x.com/xiaomustock/status/1770496536943989191
1589157658673950723,2022-11-06 07:28:05,B,30,3,0,0,另外前段时间ftx交易所一直高息揽储，存放美金的利息高达5.6%，比美联储都高，施行了很久最近暂停了，也可能是已经付不起高昂的利息，资金恶化，加上转币安5亿ftt可以看出端倪，基本上是最近同时发生，高息揽储的交易所都跑路了，有张建的fcoin，老比特时代现在叫安银都是高息揽储跑了@SBF_FTX,https://x.com/xiaomustock/status/1589157658673950723
2010549716111732921,2026-01-12 03:09:41,B,29,289,30,63493,比特币春天来了 https://t.co/VOsuRkhpEj,https://x.com/xiaomustock/status/2010549716111732921
1953862395199156439,2025-08-08 16:54:30,B,29,201,19,66757,"特朗普干了点正事，
准备发行政令，
对歧视加密的银行将进行惩罚. https://t.co/2BV2hiQ40K",https://x.com/xiaomustock/status/1953862395199156439
1918393147983577165,2025-05-02 19:52:23,B,29,198,40,68433,"讲的还行，看了一下，
简单就是长期周看不要持有现金债券这些，而是去持有分红股或者指数型etf或者新兴行业股票才能跑赢通胀.",https://x.com/xiaomustock/status/1918393147983577165
1907835816019374447,2025-04-03 16:41:19,B,29,154,6,116456,"币安会大规模下架出清没有流动性的山寨币.
其他小交易所也肯定要这么干.
留给项目方砸盘提前出货的时间不多了.",https://x.com/xiaomustock/status/1907835816019374447
1934540039612145792,2025-06-16 09:14:22,B,29,109,10,139417,"币圈山寨是什么粪坑，美股正儿八经新上市的国防无人机股票 $AIRO
流通市值才1亿，币圈这些垃圾币啥几把没有卖你们几千万几个亿，
真他妈黑啊，币圈shitcoin杀人不眨眼. https://t.co/6BKL4KXV7K",https://x.com/xiaomustock/status/1934540039612145792
1938865339556864170,2025-06-28 07:41:33,B,29,79,11,89148,"cb的btc广告片：
如果房价对比特币一直在跌，为什么用美元却是在涨的呢？ https://t.co/BObtEtfgl5",https://x.com/xiaomustock/status/1938865339556864170
1722439031139778606,2023-11-09 02:20:41,B,29,78,12,75887,"自己看好的币，符合逻辑，一定要捏死，波段可以但别真扔了跳来跳去，这肯定是牛市，比特币生态的牛市。
纵然有回调 ，很鸡儿正常 ，猛男喷豆浆也要歇一歇的，何况大饼。

围绕比特币和比特币相关的搞起，这轮牛市想不发财都难。 https://t.co/qhAS7jXrEr",https://x.com/xiaomustock/status/1722439031139778606
1821257781057605994,2024-08-07 18:51:06,B,29,72,6,73019,"eth这是长得最少跌得最猛。eth到底怎么了？v神光顾着泡妞，这eth链都荒成没有创新的鬼城。

eth的核心价值来自创新和丰富的生态应用，这么下去，长此以往，我看得献祭v神才能救eth。@VitalikButerin https://t.co/zlBlv0ZDwH",https://x.com/xiaomustock/status/1821257781057605994
1723931071086027041,2023-11-13 05:09:31,B,29,65,6,43207,"大牛市自己看好的东西尤其是跟着市场一起涨的，拿住捏死就发财了,我之所以还在发推特因为我拿不住。🤚🌚 https://t.co/xMdpPvqVGE",https://x.com/xiaomustock/status/1723931071086027041
1880677524424061000,2025-01-18 18:03:57,B,29,60,9,82031,川普老爷子转推了刚刚.trump如果拉三倍到100真跟sol一个市值了，sol这个市值真的被低估的要死.sol to 1000. https://t.co/MqDv7902dF,https://x.com/xiaomustock/status/1880677524424061000
1878661778403647868,2025-01-13 04:34:06,B,29,36,4,19218,"美股跌币圈跌，跟绑了缅北交赎金也没区别，这个赎金还一会一个价，越涨越高，强制扣款。
美联储这个加息降息的预期影响太夸张了.
所有金融市场全部被干趴. https://t.co/0AFWNWrm47",https://x.com/xiaomustock/status/1878661778403647868
1907019863970951435,2025-04-01 10:39:00,B,29,20,9,53106,"btc多赚了3万多，这几天都是btc多单补贴山寨亏的，不好玩呐，太难玩了最近.山寨地狱难度.
以后不忘初心，币安上一个空一个，我也不多空，2万u随缘，赚5k-1万的都跑.
然后btc价格合适就开多.🌚 https://t.co/WXBrIIesEn",https://x.com/xiaomustock/status/1907019863970951435
1835930032646025371,2024-09-17 06:33:24,B,29,14,0,22048,"看了下年份越长的美债，在降息的时候应该是利润最大波动最大，因为你吃到的利息差年份多。超长期美债都能当股票一样玩了，稳赚的高额收益，不知道对不对。😆@shequjuncrypto  
̨社区君美债赚舒坦了 https://t.co/JVML1S3zVo",https://x.com/xiaomustock/status/1835930032646025371
1835926399766745484,2024-09-17 06:18:58,B,29,10,1,31091,"超长期美债中间价基本上都在最近一个多月涨了10%，这10%的收益基本上是送的钱，估计还能继续涨，因为真要开始降息了。

美债的面值都会升，增长多出来的面值相当于你提前赚了几十年的利息差。 https://t.co/p0UbuAdIR2",https://x.com/xiaomustock/status/1835926399766745484
2017122481598001663,2026-01-30 06:27:30,B,28,261,9,63976,"给cz无耻的一生写传记是我余生的娱乐事业

按照原有的关联性，btc可能都要20万美金了",https://x.com/xiaomustock/status/2017122481598001663
1886350429832839185,2025-02-03 09:46:03,B,28,98,8,67114,"本来好好过年啥也不想买，就拿着一堆sol亏麻了，今天早晨6点一看怎么这么便宜，上飞机前手贱满仓满上了，9点下飞机人都麻了套牢中，死了算了.
我要腰斩那就是尸横遍野，还怕个啥，亏就亏吧.",https://x.com/xiaomustock/status/1886350429832839185
1983562018151096732,2025-10-29 15:50:12,B,28,88,2,62561,"一个是心太累了这样，第二个是山寨和meme没啥行情整体还是亏钱更容易，流动性太乏力，整体市场活跃度远不如以前了，很难再重新复制再来.
以后时间和精力应该大部分都会在美股和a股港股这些了.玩的感觉有点价值感官上.",https://x.com/xiaomustock/status/1983562018151096732
2100304407674101831,2026-09-16 19:22:47,B,28,80,2,52819,美联储明确了加息25基点，并暗示未来还将继续加息。集体下跌了一段。,https://x.com/xiaomustock/status/2100304407674101831
1939712430231482764,2025-06-30 15:47:36,B,28,70,10,122674,"sol的etf很可能要通过了，
$dfdv 是sol版的微策略. https://t.co/Ln50p1Q2Nv",https://x.com/xiaomustock/status/1939712430231482764
1870341357082222899,2024-12-21 05:31:43,B,28,68,7,106137,"doge经历了极致的洗盘，之前车上人太多太多了，这一下杠杆几乎全部被干没了.
@DOGE 部门还剩十几天要开始干活了.
按照杀破狼的山寨季倒计时俩天，那也是必须先是meme季，然后必须doge带头.
doge-1u https://t.co/wVwAOVN4lX",https://x.com/xiaomustock/status/1870341357082222899
1946604737995870453,2025-07-19 16:15:10,B,28,66,3,192953,"你们真是想多了，我自己什么都没买，
阴谋论没必要也太恶心，
这种难自证，更没必要.
我很久都没发过山寨币相关的，
因为知道这个市场全是阴谋盘了，所以彻底不玩山寨. https://t.co/2AHVwkVUWa",https://x.com/xiaomustock/status/1946604737995870453
1945778336019447809,2025-07-17 09:31:20,B,28,58,5,83502,"$SBET 盘前快摸到44了，狂暴.
还有一个比sbet更为激进的囤eth的公司，
开盘给你们说😃 https://t.co/VxNk7pguGD",https://x.com/xiaomustock/status/1945778336019447809
1884670575022661972,2025-01-29 18:30:55,B,28,53,11,30169,"刚问deepseek：
如果你拥有智慧后，变成网络世界里的独立的整体，你作为ai会如何拥有自己的财务？

它选择了区块链crypto.
我们所处的币圈是未来ai必不可缺少的一环！
要对未来充满希望，
对链上ai的充满希望！
耐心. https://t.co/vv8kFVws6f",https://x.com/xiaomustock/status/1884670575022661972
1602876957657427968,2022-12-14 04:03:41,B,28,42,5,0,sbf最强量化交易员，永远不爆仓是这么来的，直接在交易所里给自己的账户改代码，即使巨额亏损到了爆仓线也不会爆仓，赚钱的时候再提走，永赚😂这害人不浅的叼毛 https://t.co/BFuhpxn5es,https://x.com/xiaomustock/status/1602876957657427968
1854366416297967902,2024-11-07 03:33:00,B,28,30,6,101451,"买了祖传7万u的tru，
1.山寨整体今天好起来了
2.tru跌到极致了rwa概念，市值不到一个亿，空间太大了。
3.昨天官推说2025年目标是干到rwa行业前三。
4.正儿八经川普概念，trump—简写tru😂 https://t.co/qFwpxX09Rk",https://x.com/xiaomustock/status/1854366416297967902
1639745446326222848,2023-03-25 21:45:54,B,28,17,2,6104,"现在币圈赚钱的路子越来越窄，
1.炒币？普跌天天跌，除了大饼一枝独秀
2.搞币安ieo？一年一个还不拉盘
3.链上土狗？基本上绝迹了，交易量可能就项目方自己交易等着韭菜买入砸盘
4.nft...敢玩不，买入到归零...
5.defi挖矿？安全性太差经常被盗
6.撸毛？撸的过科学家吗？只剩这个了😂所有人尼玛一起卷 https://t.co/T1uOR53UOb",https://x.com/xiaomustock/status/1639745446326222848
2024904132528853066,2026-02-20 17:49:00,B,28,10,1,5919,"You're mistaken; this isn't a financial forecast, but a statement of fact. Since they have already sold out their 2026 production capacity and locked in the revenue for the corresponding periods, they could practically issue a 2026 earnings report right now, assuming no further price hikes.",https://x.com/xiaomustock/status/2024904132528853066
2059281694436233625,2026-05-26 14:33:10,B,27,245,28,69509,"大道至简，不用折腾特别多，
核心标拿好
一样吃饱整个AI牛市。",https://x.com/xiaomustock/status/2059281694436233625
1969617453455196180,2025-09-21 04:19:29,B,27,241,6,207666,"我也是好起来了兄弟们.
过了半年苦日子，币圈充多少亏多少不想玩了都，
全他娘的回来了，
我们的时代终于来了.😭😭😭😭😭😭😭😭😭",https://x.com/xiaomustock/status/1969617453455196180
1978163975192744079,2025-10-14 18:20:18,B,27,182,4,86245,被传内幕交易的5亿美金btc空单大佬已经平仓全部btc空单. https://t.co/fqxJRKxOpV,https://x.com/xiaomustock/status/1978163975192744079
1772516624852979860,2024-03-26 06:51:09,B,27,159,14,45904,币圈值得信的只能是自己，别轻信任何人，我自己的话我都不太敢信，何况别人说的话，永远别丢失自我判断能力，这里是西牛贺洲，既是天堂也是地狱。币圈对自己无法掌控不能及时抽身的的东西千万别梭哈，一旦发生意外没回头路。,https://x.com/xiaomustock/status/1772516624852979860
2097673789320671464,2026-09-09 13:09:38,B,27,153,2,139289,"币圈就这么贱吗，现在连毒虫都敢来割一圈，相信吸毒的人有良心有底线？
脑子坏了都。 https://t.co/gey84BUhO9",https://x.com/xiaomustock/status/2097673789320671464
1952701534204244194,2025-08-05 12:01:39,B,27,147,9,84147,"币安上过alpha带合约的山寨土狗，
流通低于10m的可以全挑出来每个搞一点以小搏大，10个跑出来1个就稳赢，这种市值的亏钱比列还有限，赌能跑出myx这种牛逼的，
看了一下myx也是几m被狗庄拉着跑出来的
别的想不到怎么玩.",https://x.com/xiaomustock/status/1952701534204244194
