推文ID,发布时间,JEV评级,JEV得分,点赞量,转推量,浏览量,推文正文,原推链接
2039682442840457702,2026-04-02 12:32:44,B,29,237,12,113082,原油这么涨下去，全球经济得停滞 https://t.co/pGWiGmf4uc,https://x.com/xiaomustock/status/2039682442840457702
2056956118299979891,2026-05-20 04:32:09,B,29,235,10,149191,"看五一视界这个评论区当时都是骂我的😂
人性呐，
是最不经得起推敲。 https://t.co/4wTvFCUajO",https://x.com/xiaomustock/status/2056956118299979891
2057060394502340841,2026-05-20 11:26:31,B,29,213,26,110416,如果能确定这个答案，那么就能找到接下来一俩年内的百倍投资机会。,https://x.com/xiaomustock/status/2057060394502340841
2077017515545526305,2026-07-14 13:08:59,B,29,212,2,174202,"你们此时此刻是不是百病全消，神清气爽
保守估计自己又是全银河系最牛逼的人？ https://t.co/7Szzv5s1zg",https://x.com/xiaomustock/status/2077017515545526305
1785366463475568847,2024-04-30 17:51:50,B,29,210,11,208987,cz判决结果：缓刑五个月，不用坐牢。并且称有6个因素进一步减刑。 https://t.co/wpPMpphaRL,https://x.com/xiaomustock/status/1785366463475568847
1975799533511836011,2025-10-08 05:44:52,B,29,208,4,159522,离谱起来了，贾跃亭来搞币安汽车😂还发微博上 https://t.co/HNg0qFAl5y,https://x.com/xiaomustock/status/1975799533511836011
2079427422731288973,2026-07-21 04:45:06,B,29,204,7,137905,"卸载同花顺就暴力v，
他这个被量化可能抓取成操作指标了。 https://t.co/cUIwoP1qm1",https://x.com/xiaomustock/status/2079427422731288973
2062525863741083651,2026-06-04 13:24:20,B,29,175,2,137424,$AVGO 最后的低价促销6分钟 https://t.co/8feMr58kkN,https://x.com/xiaomustock/status/2062525863741083651
2029219348125274190,2026-03-04 15:36:08,B,29,130,5,94541,"涨的时候嫌贵，跌的时候怕埋，
一辈子穷命。 $EWY  跌了也不影响是全球最有性价比的资产。 https://t.co/Ll3exMYnGY",https://x.com/xiaomustock/status/2029219348125274190
2084274135052746772,2026-08-03 13:44:12,B,29,125,8,120407,"伟大的川沐给韭菜指明了方向，
$META 市值翻转开始了，
都高估和恐惧市场波动的时候，
低估资产就成了救命稻草，
meta是美版腾讯，全球社交统治者。 https://t.co/8ono0dpQpQ",https://x.com/xiaomustock/status/2084274135052746772
2059127900796797254,2026-05-26 04:22:02,B,29,123,5,86710,"上月底买的 #五一视界 可惜了，没捏住，
撸了200就没了
😅上个月40多买了400万能拿住快三倍😅 https://t.co/YsPMw3hBZk",https://x.com/xiaomustock/status/2059127900796797254
2084278330908627293,2026-08-03 14:00:52,B,28,99,5,90214,以后就是永远缺 $META 😂,https://x.com/xiaomustock/status/2084278330908627293
1977418938616258619,2025-10-12 16:59:48,B,28,48,1,60311,"这单期权又有活了看来.
我对大a期权的玩法就等科创板单日跌5%+，
直接开虚俩档看多期权，归零也认.
每次开的金额都差不多，因为也开不了特别多，
一次只能最多50张，连续点点点，撑死开个200左右.
只要整体上概率上反弹居多，就整体稳赢. https://t.co/mUizFLiBON",https://x.com/xiaomustock/status/1977418938616258619
1942509420333912276,2025-07-08 09:01:50,B,28,38,7,91529,"胆子还是要他娘的再大点，股市最近都是疯逼.
前几天朋友看见bmnr，新闻出来，他瞅了一眼5块钱股价没反应，
这几天居然最高160块钱…..
我看见他说的时候20块钱我也不敢买，怂逼呐，稳住养老部分，其他资金来炒，
以后让自己胆子大点再大点. https://t.co/arzfsr2GUR",https://x.com/xiaomustock/status/1942509420333912276
2018976253387395313,2026-02-04 09:13:44,B,28,37,1,54817,"爱泼斯坦没有死，
左图是死亡照片，右图是没有被捕前的照片.
俩这对比，除了鼻型不同，
最不相同的就是耳蜗的形状，完全不是同一个人的耳蜗形状.
所以，真实的爱泼斯坦肯定不是死在监狱的那个！ https://t.co/y5IIp4YY85",https://x.com/xiaomustock/status/2018976253387395313
2071597838673555925,2026-06-29 14:13:07,B,27,616,8,689938,存储炸了，天塌了一半,https://x.com/xiaomustock/status/2071597838673555925
2065447200684228634,2026-06-12 14:52:41,B,27,475,8,125585,"spcx还是破发吧，让这些机构都亏钱，
有钱赚的时候散户1毛钱额度都没有，
只配下水道接盘，
这个社会是真不公平。",https://x.com/xiaomustock/status/2065447200684228634
2059311669235368211,2026-05-26 16:32:16,B,27,391,10,88220,再继续屏蔽非AI非存储非光相关信息，为了保持专注，屏蔽无怪，不想在其他地方毫无意义的耗费注意力。,https://x.com/xiaomustock/status/2059311669235368211
2064571279273804130,2026-06-10 04:52:05,B,27,373,11,124394,"韩国股市在ktv和icu之间来回蹦跶，
天天都是熔断，
要么涨停熔断要么跌停熔断，
真他娘的心脏受不了。",https://x.com/xiaomustock/status/2064571279273804130
2077653260094284052,2026-07-16 07:15:12,B,27,276,11,247421,"投降了，剩下60%刚58卖了，太贪心了，
本来买的时候就想着有个75就走，
真到了反而贪心了，
几把人性呐，
太恶心丑陋。",https://x.com/xiaomustock/status/2077653260094284052
2081688609078538487,2026-07-27 10:30:14,B,27,261,12,167798,"gate这一路的操作真是离谱，
催受害人报警立案，
真立案了又刁难推诿踢皮球就是不配合调查。",https://x.com/xiaomustock/status/2081688609078538487
2077808981247238213,2026-07-16 17:33:59,B,27,255,11,364766,"全网现在都是清仓的，看空的，做空的。
怎么能让你们所有人都对呢，
意见越统一的时候傻逼越多。",https://x.com/xiaomustock/status/2077808981247238213
1738417786257371567,2023-12-23 04:34:33,B,27,253,12,421101,别跟我买币，真会亏钱，学点交易思路没毛病。买币就算了。所有内容都没投资建议。帖子都是交易记录，没任何投资价值。,https://x.com/xiaomustock/status/1738417786257371567
1886668350543290534,2025-02-04 06:49:22,B,27,239,31,73989,"炒币最痛苦的事情是持续不断对内心的摧残直到折磨到波澜不惊心静如水.
我要有小孩绝对不让她炒币.",https://x.com/xiaomustock/status/1886668350543290534
2098272226290373054,2026-09-11 04:47:37,B,27,227,10,91794,anthropic发这份报告说明闭源模型的用户完全没有隐私可言，ai公司可以看到你发的一切。,https://x.com/xiaomustock/status/2098272226290373054
2070009036607832372,2026-06-25 04:59:47,B,27,216,2,65944,"昨天开心是因为没在车上，
今天难过也是因为没在车上。😂
本来想睡个好觉最重要，
今天又想着昨晚4点钟财报发的时候没睡觉多好😂",https://x.com/xiaomustock/status/2070009036607832372
2084543015864119375,2026-08-04 07:32:38,B,27,188,12,114637,市场预测的27年存储崩盘，结果暴跌一波又发新闻说2027全年的产能在26年年中就全卖完了。deepseek这个低价策略，搞的其他顶级模型都降价，那么用户1000美元的预算能多用好几倍的token量，存储消耗量暴增。,https://x.com/xiaomustock/status/2084543015864119375
2012374085528162668,2026-01-17 03:59:04,B,27,188,12,150604,"查了一下记录去年八月八号118/119买了6万股美光，拿了一个月成本价附近被折磨到死.
最后九月5号127美金清仓走了，今天再看美光肠子都悔青了. https://t.co/oX0lu3WhBT",https://x.com/xiaomustock/status/2012374085528162668
2016183092046921777,2026-01-27 16:14:42,B,27,182,12,124502,"经济没有下行，ai单独一块会以后占所有国家gpd大部分，然后现在占大部分的各行各业全部凋零，这部分养了绝大部分人，他们收入还会不断减少和裁员，最后集体失业.
ai自己带着经济高速狂奔，但跟绝大多数普通人无关.",https://x.com/xiaomustock/status/2016183092046921777
1820397178470506684,2024-08-05 09:51:23,B,27,178,13,154564,"一定任何时候不要放弃自己的生命，亏钱没事，信用破产没事，人好着就行，不死一直有机会，努力活着。
活得久的才是赢家。 https://t.co/ArQMqHK8hO",https://x.com/xiaomustock/status/1820397178470506684
1786012472023130405,2024-05-02 12:38:50,B,27,174,23,125169,"如果抄底，在评论区打一个币或者俩个你最想买的币的名字，次数最多的我买个10万u😀
观测一下集体智慧的力量能不能赚钱。",https://x.com/xiaomustock/status/1786012472023130405
2100110206789369901,2026-09-16 06:31:06,B,27,172,8,356752,"intw和ram今天睡醒开始抄了，主要是看见大a这么烂的市场都反弹了。
intw成本21.6
ram成本11.97 https://t.co/3YYyrwOq9b",https://x.com/xiaomustock/status/2100110206789369901
2004828415778758694,2025-12-27 08:15:16,B,27,170,11,86222,"除了银涨了10%，纽约钯金一晚上涨了14%，
贵金属真是怕高的都是苦命人，天天狂拉，跟土狗一样. https://t.co/2Y6IlWP7c1",https://x.com/xiaomustock/status/2004828415778758694
2057746022462312831,2026-05-22 08:50:57,B,27,156,6,565771,"监管发了对富途长桥和老虎证券的处罚，要罚没。
有时候热闹看过去啥也落不着，但是跌35%买了说不定能赚个10%。
现在老虎和富途他们俩个壳子都值不少钱。 https://t.co/5YhBhqUvsr",https://x.com/xiaomustock/status/2057746022462312831
1972262319121125382,2025-09-28 11:29:14,B,27,155,3,327477,"aster这个价格可以买了，等会凌晨开始，海量刷单大军要买aster扣手续费.
刷10万刀可能会买9.5万刀aster扣手续费. https://t.co/vEvL6Wi1Mm",https://x.com/xiaomustock/status/1972262319121125382
2084632143427522800,2026-08-04 13:26:48,B,27,153,12,272214,存储爆拉吧，openai和anthropic这俩资本圈的硬菜没上，怎么能允许AI熄火。,https://x.com/xiaomustock/status/2084632143427522800
2028725294232986084,2026-03-03 06:52:56,B,27,151,5,136429,"人这生物天生犯贱，涨了觉得一切都对了，
跌了就觉得一切都错了，
实际不然，
数字的波动在引诱你大脑产生痛苦和喜悦，
但你其实还是你，这种痛苦和喜悦本不应该存在，你身体没有受到任何伤害，也不会因此少吃一顿饭或者多吃一顿饭。",https://x.com/xiaomustock/status/2028725294232986084
1997550110025335105,2025-12-07 06:13:53,B,27,141,7,128596,"这个币安小编开盘子漏出马脚了.
@heyibinance @cz_binance @binance https://t.co/bhv3ri1jSq",https://x.com/xiaomustock/status/1997550110025335105
1740019665357918621,2023-12-27 14:39:50,B,27,138,8,119107,这个月最大亏损，dego，亏损10万u，4.5高位接盘的，兄弟姐姐们给个意见割不割。 https://t.co/8akeKQuZIC,https://x.com/xiaomustock/status/1740019665357918621
2034064450651885845,2026-03-18 00:28:50,B,27,134,10,226585,"今晚美光的财报要来了，看空说存储三巨头风凉话的很快都会闭嘴。
业绩一出立马变成10倍市盈率的性感萝莉. https://t.co/texz3skl4V",https://x.com/xiaomustock/status/2034064450651885845
1753666119033114975,2024-02-03 06:25:58,B,27,133,2,91709,亏10%割肉了alt，血亏4万刀，好好过年了，不炒了这段时间，提前祝大家新年快乐😭😭😭 https://t.co/ZZIT854tyG,https://x.com/xiaomustock/status/1753666119033114975
1969680489113141379,2025-09-21 08:29:58,B,27,128,2,115396,"aster完美收工，剩十个小钱包的总共16万币，当念想.
不过avnt看着怎么像能拉到8美金的感觉. https://t.co/gpqzFdqzdX",https://x.com/xiaomustock/status/1969680489113141379
1755464517755285883,2024-02-08 05:32:10,B,27,125,8,198921,图币这么火，在ok的erc404板块挑了个，买了个rug，单纯名字好，在过年前一天，祝愿今年买的所有东西都不会rug。🔥 https://t.co/EYPkG5Mg2j,https://x.com/xiaomustock/status/1755464517755285883
2100479652813066577,2026-09-17 06:59:08,B,27,121,4,168449,"minimax这种120亿美金的世界大模型公司去哪里找，
而且能开源本地部署保护隐私。",https://x.com/xiaomustock/status/2100479652813066577
2018994145495564316,2026-02-04 10:24:50,B,27,121,15,56984,"2.4日晶科证实了马斯克团队近期对大陆光伏企业的集体考察.
太空光伏很可能真要来了. https://t.co/LzENA6yt66",https://x.com/xiaomustock/status/2018994145495564316
2078226111373467737,2026-07-17 21:11:31,B,27,119,8,96556,"kimi公司内部的五条准则
非常务实，不凭空想象推项目，靠实验数据说话。
记得gpt诞生之初，我用的就是kimi，
kimi翻译小众文字文档的效果出奇的好。
期待它上市的時候。 https://t.co/8vWEhkhuSM",https://x.com/xiaomustock/status/2078226111373467737
2028497436285747468,2026-03-02 15:47:31,B,27,119,9,120343,"看不懂这些卖的傻逼，只能等q1财报让这些叼毛后悔死。涨跌不改变基本面既定事实。
今天谷歌gemini服务器内存爆了。
需求无比真实且狂暴。
HODL。 https://t.co/iTpeYfJErK",https://x.com/xiaomustock/status/2028497436285747468
2017131796610335150,2026-01-30 07:04:31,B,27,118,10,219651,"贵金属大宗这段时间不能碰了.
风险和收益不对等，
今天又继续暴跌.
对做空有恐惧，干脆不玩了. https://t.co/pidccKlCDi",https://x.com/xiaomustock/status/2017131796610335150
1962405697997689229,2025-09-01 06:42:32,B,27,115,13,91384,"cmc老板确认wlfi开盘流通272.25亿枚，
比之前公开信息多了222亿….. https://t.co/8C4wu1Jhfr",https://x.com/xiaomustock/status/1962405697997689229
1751633877960196381,2024-01-28 15:50:34,B,27,113,10,222677,明天灰度上班，每周的周四买入，周日卖出。500u小号的币全卖完了😂这几天周一到周四晚可以休息了 https://t.co/pxFzRN2OLw,https://x.com/xiaomustock/status/1751633877960196381
1958759179738652915,2025-08-22 05:12:35,B,27,110,8,86970,"相信徐老板的格局，下周冲个100万刀到x链上撸几把，公开个地址，看看能不能在x链上赚到钱.
徐老板直接把平台币销毁到2100万，还没有交易所老板做到这个程度，把手里市场买到的平台币也销毁了，相当于提升散户手里的份额比例.",https://x.com/xiaomustock/status/1958759179738652915
1930567251520069761,2025-06-05 10:07:55,B,27,107,11,159840,"说个不为人知的，
10年前的今天100万买了招商银行的股票，今天是528万，跑赢黄金，跑赢标普，跑赢腾讯，跑赢纳斯达克. https://t.co/WynJt3pW38",https://x.com/xiaomustock/status/1930567251520069761
1935513174817780171,2025-06-19 01:41:15,B,27,102,11,142116,"人性的贪欲太可怕了.
赚到没有，赚到了.
舒服了没有，没有，很难受.
悔恨自己手贱踏空的. https://t.co/XgjlZyFrXv",https://x.com/xiaomustock/status/1935513174817780171
1804528110991556886,2024-06-22 14:53:22,B,27,100,12,260567,rats是反vc代表meme，老鼠社区太猛了，一堆vc垃圾币几十亿美金，rats居然被砸到不到一个亿. https://t.co/3oOvBmPOFa,https://x.com/xiaomustock/status/1804528110991556886
1723357698115141998,2023-11-11 15:11:08,B,27,98,6,120378,"买了祖传5万u的cake，这个回调很充分，2.5下来的，全流通的通缩币，
目标价给到3.5u，一周内。买完睡觉今天，明天水文章给你们，整理一下思路。 https://t.co/08zS41P8Nv",https://x.com/xiaomustock/status/1723357698115141998
2088860816561082475,2026-08-16 05:30:02,B,27,94,1,155758,"差点我这艺术创作收不回来成本😂
买了一组从跌停板爆拉到涨停板，
再跌到跌停板的《牛来》座位票 https://t.co/1pQmB5K36g",https://x.com/xiaomustock/status/2088860816561082475
1903039396129001726,2025-03-21 11:02:03,B,27,91,9,95623,quq啥情况，拉这么猛，吉米老表@FrankYoungBao 叫我500k买了1%😂纸手走了一半剩0.58%. https://t.co/GG75tf0vB5,https://x.com/xiaomustock/status/1903039396129001726
2029400075261346029,2026-03-05 03:34:17,B,27,89,4,52932,"这种外部因素的重大事件导致整个市场暴跌，
每次持续几天都是非常好的抄底机会，
去年4月到现在基本上所有科技股都新高了。
这次依然是，就看你能不能HODL。 https://t.co/9YNiqJeQST",https://x.com/xiaomustock/status/2029400075261346029
1970692417155367334,2025-09-24 03:31:00,B,27,88,10,89157,"这三个大a期权，创业板，2个科创板50，
比链上买土狗性价比强太多了，
大盘稍微一涨，末日也是几倍十几倍的爆拉. https://t.co/ckskTamVYk",https://x.com/xiaomustock/status/1970692417155367334
1956383488862830611,2025-08-15 15:52:26,B,27,88,5,164732,"迅雷股价6刀，单股收益11刀！
9年前投资影石上市赚了7.2亿美金，
自己市值才4亿美金，8.14发的业绩报.
买了三万股凑个热闹，成本6.38刀. https://t.co/dwhqSK7Qsc",https://x.com/xiaomustock/status/1956383488862830611
2046883717327856060,2026-04-22 09:28:02,B,27,83,7,94429,"宁德时代的钠电池一旦大规模量产，
会把储能行业打入激烈的价格战。
钠电太便宜了。
车规钠电池百分之百不可能成为主流，只能是锂。 https://t.co/jqJ4sZ2yZg",https://x.com/xiaomustock/status/2046883717327856060
2072566598385504509,2026-07-02 06:22:38,B,26,352,1,101253,"今天亏的上街要饭了，
因为起不来，要不了早饭。",https://x.com/xiaomustock/status/2072566598385504509
2059440184966381924,2026-05-27 01:02:57,B,26,245,17,57901,"坚持我这条投资原则，想不富都难。
坚定存储。
谁fud屏蔽谁",https://x.com/xiaomustock/status/2059440184966381924
2074755083942891862,2026-07-08 07:18:53,B,26,221,1,74740,"涨的时候一个一个大力士，
跌的时候张口闭口海公公。 https://t.co/gmndMFJdyb",https://x.com/xiaomustock/status/2074755083942891862
1804815315869503714,2024-06-23 09:54:37,B,26,179,23,154395,0.00011抄了20万u的rats https://t.co/5rX9THr85w,https://x.com/xiaomustock/status/1804815315869503714
1853129987269984733,2024-11-03 17:39:53,B,26,176,28,125210,苏富比老板自爆了 https://t.co/Jl3WbxBSgD,https://x.com/xiaomustock/status/1853129987269984733
1980505520495817057,2025-10-21 05:24:46,B,26,175,16,94701,这篇写的很真实，10.11号这天不仅仅是市场波动. https://t.co/EhgH2FXefx,https://x.com/xiaomustock/status/1980505520495817057
1836343328905863327,2024-09-18 09:55:41,B,26,171,21,93742,来自老年人的恐吓 https://t.co/hLFCXgP3x1,https://x.com/xiaomustock/status/1836343328905863327
1938870433232667037,2025-06-28 08:01:48,B,26,148,26,563772,广发证券来真的，正儿八经真搞了证券上链，GF token. https://t.co/qnOyVbDFiD,https://x.com/xiaomustock/status/1938870433232667037
1869978946521182343,2024-12-20 05:31:38,B,26,148,16,251664,灰度连续加仓zen，灰度前天买了7万个，昨天直接买了17万个zen. https://t.co/5Tlh3izavv,https://x.com/xiaomustock/status/1869978946521182343
1750478353474453895,2024-01-25 11:18:56,B,26,147,16,161800,币安这次的ieo新币太猛了，破天的富贵来了。这种新币币安爸爸多发点😂 https://t.co/L8H8n3SJvt,https://x.com/xiaomustock/status/1750478353474453895
1942956500424761742,2025-07-09 14:38:22,B,26,136,20,196539,"pump国人有福了，专门卖给国人，
想买多少都给你，这谁敢买…. https://t.co/1LRNH1TIWT",https://x.com/xiaomustock/status/1942956500424761742
2047491025623462234,2026-04-24 01:41:15,B,26,130,22,325608,AI给推荐海光信息，澜起科技和通富微电。 https://t.co/57WhG0Z6oc,https://x.com/xiaomustock/status/2047491025623462234
2025123637263810598,2026-02-21 08:21:14,B,26,123,7,47309,谷歌gemini是目前网友各种刁钻民测问题里面，唯一全部回答正确的模型，其他全部挂逼，包括豆包和gpt都错了。就是没多余钱买 $GOOG https://t.co/EN7B0EEam6,https://x.com/xiaomustock/status/2025123637263810598
1945016056936063067,2025-07-15 07:02:19,B,26,101,21,124708,知道和做到之间有一条无法想象大的鸿沟. https://t.co/RmQwwo0L8z,https://x.com/xiaomustock/status/1945016056936063067
1939907879999611129,2025-07-01 04:44:14,B,26,101,7,372643,马斯克称如果大漂亮法案通过，他第二天就会成立新政党. https://t.co/F1thfA2DDD,https://x.com/xiaomustock/status/1939907879999611129
1723751468740853917,2023-11-12 17:15:50,B,26,77,9,118090,"okx的web3钱包用起来太丝滑了，就是单纯点了一下不给犹豫时间一秒内自动刷人脸就帮你完买了，可能我只是想点着看一下,真的只是看一下 #bear #BRC20 https://t.co/svMwhxPqCv",https://x.com/xiaomustock/status/1723751468740853917
2097587842277138677,2026-09-09 07:28:07,B,26,58,1,93623,"我用手机版的gpt6pro问一个问题它回答一下通常都要10分钟，人都麻了。
只有调到弱智版才勉强能用，但为什么还订阅gpt6pro🌚 https://t.co/I3MGH7tYLA",https://x.com/xiaomustock/status/2097587842277138677
1943303080575193509,2025-07-10 13:35:33,B,26,46,9,113744,"蚂蚁金服计划引入 $CRCL
年海外美金交易1万亿美金以上，
其中蚂蚁3000亿美金交易是在区块链上.
预计可以给 $CRCL 带来数亿美金收入. https://t.co/rQjs0DOvtx",https://x.com/xiaomustock/status/1943303080575193509
2060253027374649818,2026-05-29 06:52:54,B,25,160,3,279803,#港美 最多再亏8分钟兄弟们，坚持一下😂 https://t.co/dehMtHzp9X,https://x.com/xiaomustock/status/2060253027374649818
2057820013898211489,2026-05-22 13:44:58,B,25,103,3,129621,回本了，只罚没了4亿人民币， $FUTU 一年利润十几亿美金。毛毛雨 https://t.co/vbsrZBXnAu,https://x.com/xiaomustock/status/2057820013898211489
2054971158190284996,2026-05-14 17:04:38,B,25,102,11,123916,开盘了， $CBRS  350开盘现价385 https://t.co/7W1CoNdCe6,https://x.com/xiaomustock/status/2054971158190284996
2071609072424771784,2026-06-29 14:57:46,B,25,95,2,211936,"买康宁这几天虽然没挣钱但刚好躲过暴跌，
康宁 $GLW 硬的非常不正常 。 https://t.co/G4x96TPztI",https://x.com/xiaomustock/status/2071609072424771784
1755095184705192350,2024-02-07 05:04:34,B,25,72,6,79366,"币安这个操纵市场美国sec就没查呢，棒子upbit一上币，币安立马关提币。
图二朋友在upbit发公告的时候提币50万个id被拒绝，然后币安关了提币。@binance @GaryGensler https://t.co/kYILeKHIdg",https://x.com/xiaomustock/status/1755095184705192350
1739867880697831776,2023-12-27 04:36:42,B,25,66,3,92567,bake我提链上准备参加ido了，明天下午四点，按照规则得提前把号分好🌚谁能给点白名单 https://t.co/usutxvMOOV,https://x.com/xiaomustock/status/1739867880697831776
1982651682061427179,2025-10-27 03:32:51,B,25,63,4,70966,"没有ai之前互联网生产数据的速度本来就爆炸增长，ai时刻来临，ai制造数据的速度更是指数级，相当于每一家大模型都要给每个用户做一个单独的大脑存储制造出来的数据垃圾.
用户可能仅仅是一句话问话，
ai已经生产了几十g的垃圾数据给你，或视频或图片或者一堆关于你提问的思考.
美光业绩爆炸后市盈率还是20多，真几把屌.",https://x.com/xiaomustock/status/1982651682061427179
1611193367098200067,2023-01-06 02:50:07,B,25,60,11,33213,惊天大瓜，火必孙割封了刘老板的pi盈利账户，并对其提现到币安的资金也让币安帮忙做了冻结。孙狗为了几万刀从火必追到了币安，币安居然还给帮忙了😂古代的俩种动物，狼和狈，你们是狗和狈@justinsuntron @cz_binance https://t.co/wsEBKZbsnE,https://x.com/xiaomustock/status/1611193367098200067
1919321113563148375,2025-05-05 09:19:47,B,25,45,11,49138,"请问CEO  @myxmarkz 先生，你们承诺的赔偿赔了吗？

麻烦 @BinanceWallet 以后接项目前好好做做背调，为了拉人福利有压力能理解，但也别给点币就接，不然真的降低币安这个品牌在我心目中的档次。

@heyibinance @binancezh https://t.co/l0q8ms6iMY",https://x.com/xiaomustock/status/1919321113563148375
1935865573856231584,2025-06-20 01:01:34,B,25,30,4,33969,"特朗普称：希望众议院也能以闪电般的速度行动，
通过一项“干净”的“天才法案（稳定币法案）”。
尽快送到我的办公桌上——不要拖延，不要附加任何内容。这是美国智慧的最佳体现，我们将向世界展示如何以前所未有的方式在数字资产领域取胜！ https://t.co/pkiNYFhqtc",https://x.com/xiaomustock/status/1935865573856231584
1902407185717719231,2025-03-19 17:09:52,B,25,26,9,41157,"币安这个投票上币设计的有点傻呐，0.01bnb这个100万票才需要1万个bnb，
对bnb没用呐。
1000万票只需要10万个bnb.
真不如设置高一点，比如0.05bnb，这样好歹投票也需要几十u.还能防止刷号的. https://t.co/ARMhM6pETe",https://x.com/xiaomustock/status/1902407185717719231
1919379440888422561,2025-05-05 13:11:33,B,25,25,3,34050,"23-24初这一段有没有可能是因为大表哥进去了，一姐英文其实不是很好，所以接触的华人vc项目比较多.
24中期以后大表哥出来了，打小的英语环境缘故，大表哥英语沟通很溜，所以老外项目又多了起来.",https://x.com/xiaomustock/status/1919379440888422561
1836080902365176269,2024-09-17 16:32:54,B,25,23,1,32583,"一路的韭菜操作，开盘33成本价，拉到37没走，跌到306差点割肉了，涨回34/35立马卖掉了2/3，剩下的37/39卖完剩了点10万的利润。40/42又加仓成10亿个neiro，50刚才全卖掉，53又含泪接回5亿个。
成本越来越高，币越来越少。🌚 https://t.co/t5u8PrEb8x",https://x.com/xiaomustock/status/1836080902365176269
1934661897074458960,2025-06-16 17:18:35,B,25,21,5,56732,"srm跑完了，8.25均价我跑了，给朋友7.62也跑了.
显示的市值不对不是一个亿，应该是0.5美元增发2亿股，还有2.2亿股增发的选择权.
实际市值小20亿美金了，参照sbet的套路.
现在sbet跌的一坨狗屎. https://t.co/83aPJhsMTX",https://x.com/xiaomustock/status/1934661897074458960
2059440805358580120,2026-05-27 01:05:25,B,24,248,8,63638,"这是三月份存储跌最惨的时候给老表们的存储信仰。当时一堆喷的fud的傻逼都被我屏蔽了。多点噪音可能我几把毛都没了。
持续把钱放在赚走最多钱的科技细分行业上。",https://x.com/xiaomustock/status/2059440805358580120
1976486738970411141,2025-10-10 03:15:34,B,24,214,8,39611,"不眼红就不会亏钱，你要眼红了，那你的钱就成了他们的钱，
给他们一个人赚几m十几m添砖加瓦.",https://x.com/xiaomustock/status/1976486738970411141
2023731385027170468,2026-02-17 12:08:55,B,24,197,28,114332,"非常有有意思的见解，
大陆廉价电力输出通过ai模型的廉价token输送到全球，无需物流和关税.",https://x.com/xiaomustock/status/2023731385027170468
2056772967200161907,2026-05-19 16:24:23,B,24,190,18,72241,"如果相信AI带来的智力平权，
把生产力能放大千倍万倍，
全球整体经济规模会空前暴涨，
那这一切都还非常早，
还是新世界诞生的前夜。
现在只是AI引起的一点点小浪花。",https://x.com/xiaomustock/status/2056772967200161907
2056662631721611703,2026-05-19 09:05:57,B,24,173,7,55344,"人的命运很难改变，尤其是固执的，
给他来八百遍AI科技革命，
他可能还是买传统行业。 https://t.co/XiVEnA49QW",https://x.com/xiaomustock/status/2056662631721611703
2071844105148317910,2026-06-30 06:31:42,B,24,166,16,112315,"普通人能参与到机会大概率不是物理AI，
很可能是专门做物理AI数据采集的公司，
物理AI数据需求量和需求方的资金规模会给这类公司很高的安全感。",https://x.com/xiaomustock/status/2071844105148317910
1990667794342687163,2025-11-18 06:26:01,B,24,165,6,56620,"孙割的东西看都不能看，
舔孙割的都拉黑掉，
物以类聚，人以群分，
这些人三观有问题，没底线. https://t.co/AR3YIS0VeG",https://x.com/xiaomustock/status/1990667794342687163
1955952996183056623,2025-08-14 11:21:48,B,24,164,11,44760,"不管是炒币炒股玩大宗还是钱存银行，
无脑选择top级的就对了.
至少不会因为你这三瓜俩枣的出问题.
做交易，资金安全永远排在第一位，
其他的全是其次.",https://x.com/xiaomustock/status/1955952996183056623
2080505226398994837,2026-07-24 04:07:54,B,24,163,6,127551,"如果爆亏了，
交易也是全球最大的知识付费市场，
就问你获没获得知识，
花没花钱。",https://x.com/xiaomustock/status/2080505226398994837
2076860930718302553,2026-07-14 02:46:46,B,24,161,6,66056,保持有一定数量的散户涨跌都赚不到钱对国家生产活动很重要，各行各业需要他们专心干活，不伤国本。 https://t.co/z49OHIPHR7,https://x.com/xiaomustock/status/2076860930718302553
2018026722176942245,2026-02-01 18:20:38,B,24,160,8,50892,"为了搞个干净的系统搞OpenClaw，
专门买了个mac mini，
新的时代来了，
ai员工牛马上线，
以后拼的是手里ai牛马的数量.
搞通了给它们分门别类定任务做量化研究,
再建个aibot群组让它们自行沟通调度.
我定期检查它们的成功.",https://x.com/xiaomustock/status/2018026722176942245
2066784093954793656,2026-06-16 07:25:01,B,24,147,5,63454,spcx这波太爽了，马斯克简直是银河系的耶稣转世，人类文明的救世主，能放螺旋屁屁的天才。 https://t.co/kXkGwfcs3W,https://x.com/xiaomustock/status/2066784093954793656
2029048181154300263,2026-03-04 04:15:58,B,24,141,8,325625,"别因为短期暴跌痛苦，
你的肉体没有受到任何伤害，
坚持到3.18美光，坚持到4月底存储集体发q1财报。",https://x.com/xiaomustock/status/2029048181154300263
2046834807083253904,2026-04-22 06:13:41,B,24,138,13,73406,亨通光电就是江苏公司，排产到明年不说，光纤每公里价格也翻了6倍，同时今年一季度销量又增长5倍。 https://t.co/EeyS03Xfoc,https://x.com/xiaomustock/status/2046834807083253904
1938973383452156144,2025-06-28 14:50:53,B,24,129,19,1001982,这个思路绝对没毛病，商单人数越多吹上线新币的比例，说不定空的价值真越大，没研究过.,https://x.com/xiaomustock/status/1938973383452156144
