推文ID,发布时间,JEV评级,JEV得分,点赞量,转推量,浏览量,推文正文,原推链接
1976897808382017861,2025-10-11 06:29:01,B,36,564,40,476585,上榜了他娘的，原来是爆仓的，暴里爆没了😭😭😭😭😭😭 https://t.co/4LJxfBVtFA,https://x.com/xiaomustock/status/1976897808382017861
1850778350538961232,2024-10-28 05:55:19,B,36,196,32,151013,买meme之前，先不要下手，用一分钟把合约地址复制到推特搜索框里，点最新，然后往上翻，找到第一个条信息源看看具体是啥谁弄的，然后再决定买与否。我觉得相对还靠谱些，不能全看群里丢个合约地址就去pvp。 https://t.co/q0RHaGlrZR,https://x.com/xiaomustock/status/1850778350538961232
1977615267573404086,2025-10-13 05:59:56,B,36,190,15,148471,"这是另外一个朋友usde被强平清算，系统接管269万美金，也一分钱没有赔偿.
@cz_binance @heyibinance  @sisibinance 
这是被清算的本人@bencongQKL https://t.co/Cown2zyi4Z",https://x.com/xiaomustock/status/1977615267573404086
1702309715806679056,2023-09-14 13:13:58,B,36,42,3,35121,"晚上八点多链上upbit交易所疯狂转入axs，棒子upbit交易所axs溢价5块多，比币安高多了。

upbit他们链上是这套逻辑，自己交易所的人买的多了，交易所的做市商就从其他交易所买了往自己交易所充，所以币安肯定拉就用小号测试了一下。 https://t.co/BNv5Lmtamp",https://x.com/xiaomustock/status/1702309715806679056
1708407070033317913,2023-10-01 09:02:40,B,35,104,24,49647,"接下来可能俩个交易机会。
1.低于四千万流通市值的带合约小山寨
理由：基本上以前全是一千多万俩千多万市值都被拉到了4千万上方，数量很有限，庄家选择面越来越窄。
2.币安发的调整4小时结算，3%费率的山寨，适合庄家长期控盘吃费率学trb。",https://x.com/xiaomustock/status/1708407070033317913
1804822237876547928,2024-06-23 10:22:08,B,34,122,4,143067,行情不好，卖6u买饭吃，如果是在爆仓边缘，爆成负债累累，肯定是一部分人的写照，下辈子别赌合约了，谁喊你玩合约直接拉黑他。 https://t.co/kvpXzjLYvf,https://x.com/xiaomustock/status/1804822237876547928
1721384700000764043,2023-11-06 04:31:08,B,34,103,22,42916,这个再推荐一下，这个是针对单币种，同时对应到仓位里所有币种依然要严格这样配，保持现货仓位始终大于杠杆仓位，永远不要越界，同时资金体量越大杠杆的占比就要越低，直到纯现货，或者变成可有可无的娱乐仓位。炒币赚钱不是第一位的，安全和保证自己能活下去排第一，然后再想着赚钱,https://x.com/xiaomustock/status/1721384700000764043
1899496109195899174,2025-03-11 16:22:18,B,34,57,6,235674,"这个不像预测大饼涨跌你的胜率可能是50/50.
空交易所新上的垃圾币，回顾历史，你的胜率可能是99.9%😂
空交易所的新垃圾币的时候设置好止损，拉盘的咱不空，专门空一路砸盘的垃圾.",https://x.com/xiaomustock/status/1899496109195899174
1700331685584273430,2023-09-09 02:13:59,B,34,30,3,13169,cyber只要到个5.8-5.9我就跑了，如果某个币自己买的比较多，建议你们挂单的时候不要用限价挂单，应该采用止盈止损挂单，到了触发价格，直接砸盘走人，如果买的比较小额可以选择直接限价挂单比较好，省手续费。 https://t.co/HX7pW4X7Yf,https://x.com/xiaomustock/status/1700331685584273430
2059874536623931508,2026-05-28 05:48:54,B,33,226,5,117244,"今天buy的很舒服，
港美的申购额度没了，以后都是高溢价。 https://t.co/azqp2qPrzl",https://x.com/xiaomustock/status/2059874536623931508
1947333668386836707,2025-07-21 16:31:40,B,33,209,8,335691,孙割砸盘了 https://t.co/kn0pIuAX0s,https://x.com/xiaomustock/status/1947333668386836707
1753286673646112868,2024-02-02 05:18:12,B,33,183,56,154551,"今天把这个我去年写的拿出来，有些如果只上合约不上现货如果流通市值很小的话，操作起来就是暴利，最近币安上的合约币多，应该有利可图，从合约角度去揣测狗庄，去交易现货。

加一句：市值可能比较宽泛，没有定式，按照热度来，热度高的可以给的买入市值大一些，热度差劲的就追求极低市值带来的性价比。",https://x.com/xiaomustock/status/1753286673646112868
1700178187928449147,2023-09-08 16:04:02,B,33,174,11,1023427,录个视频做个公证，除了支付转了500u没有任何充值，真实有效，今日第四天1100u，慢慢从现在几千块钱熬，一直熬到这个账户到500万美金，比例的话始终4/5现货，1/5期货多，资金多了以后会降低比例。 https://t.co/2KzcWatbtV,https://x.com/xiaomustock/status/1700178187928449147
1942536234963984476,2025-07-08 10:48:23,B,33,101,6,124015,这个孔剑平搞的 $NA 真是人渣来的，这人有推特没.人渣中的人渣呐.砸盘砸的价格比公布bnb储备前的价格还要低. https://t.co/TmsjQnhZyl,https://x.com/xiaomustock/status/1942536234963984476
2018597045460996105,2026-02-03 08:06:54,B,33,86,4,110821,"沪银2604加仓到了70，成本移动到22807.
这半年搞大宗以来，利润还有个520，
但是这单搞完不敢玩了，真怕天天被按跌停本金利润一波被带走.

以后坚决不玩大宗了，不然人的贪欲会被期货的杠杆不断放大，尤其是我自己的贪欲，人性太丑恶丑陋了. https://t.co/4wRvW700Ov",https://x.com/xiaomustock/status/2018597045460996105
2037441415933018522,2026-03-27 08:07:42,B,32,470,20,140758,大快人心，币安现货份额下降到27%，衍生品份额降到34% https://t.co/C3QHUnC7is,https://x.com/xiaomustock/status/2037441415933018522
1902958321939951794,2025-03-21 05:39:53,B,32,60,9,114688,"lina价格一路在，但是合约持仓量一直在涨，目标来个250-300，50%-100涨幅.
市值和合约持仓量1/1了.
大户合约持仓方向79%都是多单.
lina这逼感觉要干把大的，故意砸盘把多单开着吃进去. https://t.co/tHMwXH4xTX",https://x.com/xiaomustock/status/1902958321939951794
2089195093874061458,2026-08-17 03:38:20,B,31,183,7,160131,"闪迪真是强的可怕，
正儿八经伟大的机会显而易见随时上车。
那天发100%回购新闻的时候盘面都没有瞬间大幅爆拉一步到位，而是几天时间持续不断的拉盘。 https://t.co/pOYKuOkExu",https://x.com/xiaomustock/status/2089195093874061458
1946028298993107044,2025-07-18 02:04:36,B,31,147,3,199112,这人eth空单爆仓价3686，估计一会就爆了. https://t.co/1AXTGZqCR0,https://x.com/xiaomustock/status/1946028298993107044
1723512106308559139,2023-11-12 01:24:42,B,31,131,32,70943,还是写小作文吧，这类暴涨数倍的币，抄底有个数字大部分情况非常有效，25%，就是指行情最高价的25%抄底，千万别在50%抄底很多人会选择这样干，基本上都会死翘翘，庄家吃的就是50%腰斩抄底的人，会让他们再腰斩一次。等会具体写,https://x.com/xiaomustock/status/1723512106308559139
1826618422631039218,2024-08-22 13:52:23,B,31,110,3,126318,"现在各个交易所弄的50倍100倍的合约意义是啥，这还是投资么…….
我算了一下从开仓到爆仓，75倍合约用了42秒归零。
亏损53.8%没收所有本金。
这种杠杆的意义就是披着加密外表的内幕赌场。",https://x.com/xiaomustock/status/1826618422631039218
1870343065959109049,2024-12-21 05:38:30,B,31,103,6,89061,"昨天前100所有币里面，洗盘最彻底的就是doge，这么大的市值直接腰斩.洗得干净的不能再干净，狗庄太狠了，不愧是狗庄.
前十拉盘最猛的也当然是狗庄. https://t.co/uyr6eztHLG",https://x.com/xiaomustock/status/1870343065959109049
1823665235527655726,2024-08-14 10:17:28,B,31,18,4,54441,"外加很重要一点，刚涨上来跟

价格快速拉升促使空军提前止盈或者止损买入平仓离场。
因为赌狗多，一堆十倍20倍杠杆的，这一回十几个点足够他们爆仓献祭拉盘。 https://t.co/6ory7MnYcf",https://x.com/xiaomustock/status/1823665235527655726
1937498262598279679,2025-06-24 13:09:17,B,30,261,26,394516,"币coin这个app删掉.
慢雾老板提醒这个app读相册，盗用户的助记词，有被莫名其妙被盗但是安装了币coin的很可能就是这个app干的，国内可以报警.",https://x.com/xiaomustock/status/1937498262598279679
1842866709146841124,2024-10-06 09:57:16,B,30,183,25,281111,"血淋淋教训，别碰合约，别借钱投资。
炒股炒币都一样。
虽然股市很火热，但依然还是要闲钱投资，别上杠杆别借钱。有杠杆有借款的赚钱了的时候记得第一时间还清。 https://t.co/rkRxA4OSy6",https://x.com/xiaomustock/status/1842866709146841124
1965733357440180621,2025-09-10 11:05:28,B,30,144,25,96443,"之前跟朋友弄了一篮子低于10m的合约，
只有一俩个亏.其他全赚.
估计现在依然能这么干，下架就是利好.

之前这条推特的含金量依然在，赌单个很难，买一篮子必中. https://t.co/hjRRYPfNR3",https://x.com/xiaomustock/status/1965733357440180621
1835583780746363064,2024-09-16 07:37:31,B,30,125,11,77196,"真把韭菜玩死了，本来很多人最开始支持小写neiro，然后币安上一个大写合约，然后韭菜含泪扔了小写跑去支持大写。
现在币安又来支持小写现货，同一个名字俩个币同一个交易所😂一个名字的币韭菜被割俩次
这种骚操作币圈哪一个交易所都没这么干过。
现在现货名字是大写，实际上是小写。 https://t.co/BQOQNpYpDo",https://x.com/xiaomustock/status/1835583780746363064
1912099933727129691,2025-04-15 11:05:23,B,30,93,3,53293,"感觉狗庄和做市商在看着我浇给.
先关一段时间操作.
我开多砸盘，我开空立马拉盘😂.
突然想到一个好策略，对同一个币，一个号开多，一个号开空😂看往哪反方向走.😂",https://x.com/xiaomustock/status/1912099933727129691
1987206601435193630,2025-11-08 17:12:28,B,30,86,10,75823,"存储都长这么多，现在调价幅度依然这么离谱的，直接50%调.

闪迪调涨11月NA­ND价格：11月7日消息，美国NA­ND闪存供应商Sa­n­D­i­sk通知客户，11月合约价格上调50%。 https://t.co/zucCWVy3rV",https://x.com/xiaomustock/status/1987206601435193630
1726422475054203375,2023-11-20 02:09:28,B,30,42,7,93453,"买了祖传5万u的strax，目标1.3
1.币安还没有跟随发拆分公告，跟随发了必涨。
2. 官推宣布了12月拆分 投票通过，距现在时间不长不短适合进入狗庄的拉盘周期。 https://t.co/DO8YTDnFpo",https://x.com/xiaomustock/status/1726422475054203375
1949772952473592255,2025-07-28 10:04:31,B,30,32,2,24495,如果rwusd再做成btc/rwusd合约，来吃btc资金费率，就能一个u吃俩回，用btc现货做联合保证金. https://t.co/BCAxVqfdwy,https://x.com/xiaomustock/status/1949772952473592255
2058920717127676313,2026-05-25 14:38:46,B,29,275,10,301263,山西煤炭爆炸，肯定要集体审查整顿整顿，刚开了几十万焦煤多单。成本1307 https://t.co/DbbuvslX9P,https://x.com/xiaomustock/status/2058920717127676313
1750481700218720523,2024-01-25 11:32:14,B,29,72,7,218223,本想等币安发上alt合约公告拉盘再走，万万没想到发了也不拉盘刚刚，所以直接0.31走了，20%收益还不错，撸了10万u😄 https://t.co/6qAjIxj7Lw,https://x.com/xiaomustock/status/1750481700218720523
1876536522427822533,2025-01-07 07:49:05,B,29,66,5,36758,以前挺在意评论区说什么，慢慢认识到并不是所有人跟你一样的认知，所以就无所谓了，啥时候说swarms都特么一堆喷了，财富是认知溢价.自己做记录做复盘写自己的想法就行，不管任何玩意，专注交易.,https://x.com/xiaomustock/status/1876536522427822533
1954944838560059527,2025-08-11 16:35:45,B,29,26,0,25592,"bullish现在ipo了，是eos上的，
eos换了庄家改了名A.
募资市值48亿美金.
曾经的eos只剩下8亿美金.
bullish肯定能对A的价格有拉升，就看市场能不能后知后觉了. https://t.co/CzDJjnJC2q",https://x.com/xiaomustock/status/1954944838560059527
1985306175555125342,2025-11-03 11:20:52,B,28,127,5,75932,"一堆人在那反驳洗白cz喊完紧接着hype的5000万美金空单，
就这样说，一个应用类型的山寨庄币，
你不是项目方或者项目方关系户，
脑子没问题不可能去空5000万美金.
这玩意不用讲证据.
至于为啥不在aster，赚hpye的钱总比赚aster自己的钱好吧.
孙割有币砸盘还专门去币安砸不在火币砸.",https://x.com/xiaomustock/status/1985306175555125342
2077079145587294555,2026-07-14 17:13:53,B,28,85,4,98095,另外说明一下啥情况100%溢价，a股和h股里，如果h股只有a股流通量的1/10或者1/20，只要概念不错基本上都是100%溢价。,https://x.com/xiaomustock/status/2077079145587294555
2044496223978328281,2026-04-15 19:20:59,B,28,70,5,48027,"全球可见铝库存（交易所库存加社会库存）目前约为190万吨，折合仅9天的需求量。
摩根大通大宗研究团队发布铝市场深度报告《Into the Void》称中东冲突重创导致全球铝市场正面临二十余年来最严峻的供应危机。 https://t.co/WANsCGU0Vu",https://x.com/xiaomustock/status/2044496223978328281
1667404299943682050,2023-06-10 05:32:18,B,28,30,5,44472,抹茶有资金的也快提走，抹茶百分比百拿用户资金在合约里和用户对赌，因为深度居然是币安的好几倍……一旦出现极端行情，交易所和用户对赌，赌错方向那就直接跑路了相当于，极端行情应该快来了，做市商都跑了 #抹茶拿用户钱对赌有钱快跑,https://x.com/xiaomustock/status/1667404299943682050
1870158893927805374,2024-12-20 17:26:40,B,28,19,2,34200,"诺和诺德 $NVO  
买了一万股买爆它，市场太傻逼了.

实际效果减重22%，安慰剂2%，预期25%，
这尼玛又不是业绩不及预期，只是药物效果不及预期，况且22%很牛逼了😂
这砸盘的不都有病么，预计价格很快被修正. https://t.co/CiScMqGSba",https://x.com/xiaomustock/status/1870158893927805374
1902717677761937459,2025-03-20 13:43:39,B,27,171,14,465235,by的现货好像币coin不统计，我把这40万u再梭哈了一把br，买了200万个，要么跌回去归零重新开始，要么直接上一百万美金.😅 https://t.co/3CjcGKiRIw,https://x.com/xiaomustock/status/1902717677761937459
1975777703921131612,2025-10-08 04:18:07,B,27,159,16,51123,"中文真是最具meme性的语言😂一大早笑麻
#memecoin 
#币安人生 https://t.co/KVL2Uidqjn",https://x.com/xiaomustock/status/1975777703921131612
1985181152282546333,2025-11-03 03:04:04,B,27,131,7,201642,表哥不会是这样吧，推特喊单，价格拉起来然后自己内部人在hype开了几千万美金空单？@cz_binance https://t.co/J4d3g5pyRR,https://x.com/xiaomustock/status/1985181152282546333
2067664413709250730,2026-06-18 17:43:06,B,27,107,2,191813,"这是特朗普和伊朗签的合约。
把这俩图片放到gpt或者gemini中翻译时，
会立马提示你所在地区不支持服务….
但你要问AI事情就很正常…. https://t.co/PFHxmFuMKH",https://x.com/xiaomustock/status/2067664413709250730
1895764118189346937,2025-03-01 09:12:42,B,27,100,13,154302,"shell从筹码结构看，
1.流通1.5亿以下
2.币安仅有5千万左右筹码.
3.是币安现货里最小的ai.
4.开盘到现在跌到上币安前的价格了，有性价比. https://t.co/qPopB1Ndbp",https://x.com/xiaomustock/status/1895764118189346937
1936724942684565798,2025-06-22 09:56:23,B,27,88,14,175460,"那时候一揽子的山寨空单一点毛病没有，
就是我后来心贪啦，meme拉了一波见顶后我全部空了，基本上所有号有资金的都去空了几十个shitcoin，
整体倍数可能到20倍了，没想到暴跌路上又反抽了一下把我干死了，
要是俩三倍空，拿到现在不敢想有多麻.",https://x.com/xiaomustock/status/1936724942684565798
1832847470122168487,2024-09-08 18:24:24,B,27,84,9,112065,赚不到钱就离开吧，别赌合约了，没啥好结局。赚还是亏交易所不在乎，只等你上头一次一波全带走，里外都没钱了的话你的人生直接崩盘。 https://t.co/Z5Bdwi1Vxk,https://x.com/xiaomustock/status/1832847470122168487
1804532395175268617,2024-06-22 15:10:24,B,27,82,12,143412,"币安没有rats现货，不知道他的合约在交易什么，用数据盘把rats从6亿美金砸到了几千万美金。rats一个只被币安上了合约无限做空的代币。

币安有合约没现货得通通买入，送空军归零。",https://x.com/xiaomustock/status/1804532395175268617
1814096515469864960,2024-07-19 00:34:48,B,27,80,10,106163,今天排行榜前五都有一个共同特征，低市值小于1.5亿，全流通，多平台有现货有合约。以后说不定又回到熟悉的模式炒了 https://t.co/lon6kv10g0,https://x.com/xiaomustock/status/1814096515469864960
1813237446399979672,2024-07-16 15:41:10,B,27,80,5,140443,wld的解锁延期俩年了，一大堆做空的排队被爆，庄家太狠了，估计要被拉到3刀多。 https://t.co/j17hs1ocWy,https://x.com/xiaomustock/status/1813237446399979672
2018169687683780789,2026-02-02 03:48:43,B,27,72,9,44177,"大仓位合约杠杆的结局似乎都一模一样.
外加之前的内幕地址开多亏损1.9亿美金，利润全部归零账户爆仓.
看看易老板会不会变成华子. https://t.co/VVthIRlZgR",https://x.com/xiaomustock/status/2018169687683780789
1700514477010227208,2023-09-09 14:20:20,B,27,57,8,27761,我很期待出现一个强庄币，就是合约持仓非常庞大币价却没有涨太多的那种，这种拉盘自然会有庄家来拉盘，它也不会在乎你买了现货抢了它的筹码，它是赚合约里的钱的，现货对他赚的都是小钱，一路往上不会互割。,https://x.com/xiaomustock/status/1700514477010227208
1919376437812908410,2025-05-05 12:59:37,B,27,43,11,43449,"一般情况下，
如果爆仓金额指数增加了，很可能庄家想打的对手盘打掉了，基本上盘面插针结束，所以卖出没毛病.",https://x.com/xiaomustock/status/1919376437812908410
1836725378733293985,2024-09-19 11:13:49,B,27,28,7,43041,reef下架拉了快十倍，bond为啥不可以。等庄家看上这个玩意拉盘，我们散户是无能为力。 https://t.co/LZQT0NUEAK,https://x.com/xiaomustock/status/1836725378733293985
1590917399137914881,2022-11-11 04:00:40,B,27,17,1,0,不要去羡慕凉兮，也别学凉兮，交易所为啥支持他给他钱，就是因为他流量大能带一大堆赌狗过去跟他开合约，交易所赚更多，只要你一直玩合约，你的钱迟早是交易所的，以前听币安的老板说合约用户的存活周期一般是30天，30天后这个账户就没有任何动静和余额了 https://t.co/lReFYnfxgt,https://x.com/xiaomustock/status/1590917399137914881
1843511709576970569,2024-10-08 04:40:17,B,26,142,27,179857,期货合约和杠杆真的能害死人，这玩意研究不得，要人命，远离这种极致的贪欲。 https://t.co/X50haIGZds,https://x.com/xiaomustock/status/1843511709576970569
1935371094556569820,2025-06-18 16:16:41,B,26,110,19,82183,coinbase要把usdc搞成抵押品引入美国期货市场.一美元这是用三次. https://t.co/JSEJ12brm5,https://x.com/xiaomustock/status/1935371094556569820
1920104019202384031,2025-05-07 13:10:46,B,26,79,10,270133,"要佛系完了，币安上合约的频率很快，我们韭菜连这些币名字都记不住.
佛系固定金额空这些3kw以上的新合约，止损止盈40%幅度左右，只要大部分跌就行.
无脑玩.
山寨真全都他妈垃圾.
没有哪个山寨值得吹、
全shitcoin！
无脑当机器人玩接下来，
买山寨买个几把.🤡",https://x.com/xiaomustock/status/1920104019202384031
1936025974929605082,2025-06-20 11:38:56,B,26,51,6,129723,"全仓梭哈的 $coin
跪求coin帮我把踏空 $CRCL 的钱赚回来，
这样心情就好很多了😅 https://t.co/qobKUZlipS",https://x.com/xiaomustock/status/1936025974929605082
2018312802361061740,2026-02-02 13:17:25,B,26,48,3,65007,"如果我是狗庄，
会先让这种二连跌停放出来的散户先跑，不拉盘，防止散户太多车太重.
等他们割肉跑个俩小时后，再反抽向上深v. https://t.co/d864RkEoxT",https://x.com/xiaomustock/status/2018312802361061740
1908106316243177705,2025-04-04 10:36:11,B,26,41,10,128690,"做空数量刚从51个追加到了61个shitcoin，
每一个我都设置好了止盈止损预防插针，造成全仓损失.我是全仓模式. https://t.co/V2GLSyBYNy",https://x.com/xiaomustock/status/1908106316243177705
1724061923136962885,2023-11-13 13:49:28,B,26,41,2,37475,据说cyber的拉盘是因为特斯拉的cyber truck皮卡要下线量产😂这尼玛看来是等着马斯克推特说cyber truck，蹭名字 https://t.co/IgXLXpGeyy,https://x.com/xiaomustock/status/1724061923136962885
2087456093979254889,2026-08-12 08:28:10,B,26,0,0,0,"相当于散户都没在车上了大都爆仓割肉了，
存储这波去杠杆很彻底了。
买在无人问津，卖在人声鼎沸。
“昨天，韩国金融监管方面，韩国副总理发言表示韩国股票杠杆的交易规模已从7月30日的12.4万亿韩元缩减至8月7日的8000亿韩元，较6月25日的19.4万亿韩元峰值减少近96%。

这某种程度上说明韩国第一波去杠杆应该是接近尾声。”",https://x.com/xiaomustock/status/2087456093979254889
1723548273733177597,2023-11-12 03:48:25,B,25,52,5,40701,写出来大家都看到的东西可能就会立马失效😂因为我不打算抄底gas，我上月3.2刀买了20万个gas（之前推特有发过买入记录，完全保真），错失最高价算累计500万美金，这个币对我细想还是挺痛苦的，所以不会再买它，所以就写出来图一乐，真是变化还是取决于狗庄，毕竟狗庄能把我砸下车再拉盘，它还是更加牛逼，我啥也不是，散会。,https://x.com/xiaomustock/status/1723548273733177597
1717766029949214953,2023-10-27 04:51:50,B,25,41,0,59672,有人造谣黑我，来看看，现货我买了十几万刀，交割记录也纹丝不动，我现货把你妈砸死了是不是，我手里这是啥，砸了没，狗日的，张嘴就来，还打码编段子，傻逼儿子，有本事录频发出来看看哪个狗日的说“我已经安排抬轿子”，你能录频证明说这句话的是我，那我是狗日的，你他妈是好人，不是的话你全家都是狗日出来的,https://x.com/xiaomustock/status/1717766029949214953
1972994831346749540,2025-09-30 11:59:58,B,24,130,11,65519,"新币杀猪盘模式又开始了，太狠了.
完全没反弹一路收割砸盘. https://t.co/C8QxIFxF9h",https://x.com/xiaomustock/status/1972994831346749540
1984895090859626806,2025-11-02 08:07:21,B,24,107,6,84486,"一直以为是p图，原来真有这句话.
如果此时此刻买入币安人生等现货算不算坐牢.
每个人的牢笼不一样，共同点是坐牢的时候命运决定权都在别人手上.",https://x.com/xiaomustock/status/1984895090859626806
1906920324857499960,2025-04-01 04:03:28,B,24,77,11,153372,mubarak这种合约持仓量高的，有一个简单的赚钱逻辑，稍微一开始涨，把空头打止损，他们平仓买入就直接躺赢了，空军连环踩踏.,https://x.com/xiaomustock/status/1906920324857499960
1937509486719303969,2025-06-24 13:53:53,B,24,36,3,242865,"今天买了这么俩个，
313含泪高价接回来了14000股coin，
6.67买了3万股的 $EYEN
这个股票过几天改名字改成hypd，
是做链上交易所hype的微策略. https://t.co/BPWcBo54mo",https://x.com/xiaomustock/status/1937509486719303969
1942594402393940345,2025-07-08 14:39:31,B,24,22,3,103410,老美的校园贷涨的猛呐， $SOFI  20多了天天拉盘 https://t.co/VepZg9uds8,https://x.com/xiaomustock/status/1942594402393940345
1690940488227139584,2023-08-14 04:16:43,B,24,17,2,12735,现货都买好了，坐等blz爆拉，打爆空头，0.095左右成本，这么大的交易量17亿美金，对应4万美金市值，怎么着拉个6千美金市值没问题吧，费率还是2.5顶格（不要当成投资建议哈，只是瞎鸡儿分析一下） https://t.co/LNx3ZL080i,https://x.com/xiaomustock/status/1690940488227139584
1655217459454963713,2023-05-07 14:26:09,B,24,7,0,2749,我建议玩brc20的老铁统统把这个叼毛拉黑，披着xen的项目方外衣，喊了尼玛五六个brc20的币，全鸡儿砸归零，这个叼毛mint哪一个喊哪一个，然后起来了直接砸盘换下一个喊 ，你们再关注下去肯定钱包归零@mrJackLevin https://t.co/BZQv4NUctw,https://x.com/xiaomustock/status/1655217459454963713
2088209624218702136,2026-08-14 10:22:26,B,24,0,0,0,"我这人赌性太强了越涨越想上杠杆。
存储顺风行情买2x还不够还想继续杠杆梭哈上2x
，生怕错过大行情。
一直在提醒自己这次赚到了真开始践行定投spy和qqq.不然总感觉哪一天我这么搞一把又要爆仓爆掉。",https://x.com/xiaomustock/status/2088209624218702136
1980200151030599703,2025-10-20 09:11:21,B,23,89,2,114267,"币安人生第一个中文合约了币圈有史以来，
接回来继续干1b，等现货. https://t.co/QNsfLFsosW",https://x.com/xiaomustock/status/1980200151030599703
1940694333898084453,2025-07-03 08:49:20,B,23,84,11,146821,说啥来啥，gate已经率先开了美股交易专区，支持现货和合约双市场. https://t.co/iUOWO8ed6n,https://x.com/xiaomustock/status/1940694333898084453
1911707467815465050,2025-04-14 09:05:52,B,23,48,8,57509,"币安开始对otc神盾大宗下手，每笔otc交易开始收取0.08%的手续费.
币安的交易成本越来越高呐.

关于神盾大宗商家手续费说明
原本针对神盾商家大宗区的maker buy 订单免除费率活动结束，自即日起，也将收取0.08%的费率。平台将在活动期间持续收集反馈，评估后续优化方向。",https://x.com/xiaomustock/status/1911707467815465050
2044105005872099493,2026-04-14 17:26:25,B,23,42,1,39479,"跟股市毫无关系，跟AI的未来毫无关系。
乌克兰和俄罗斯打仗的时候也暴跌，
现在他们依然在打仗。
眼前的困难再很多年后都发现啥也不是还是有办法解决。
欧盟那时候面临能源断供，但到现在欧盟也没发生能源断供。
美伊战争都在害怕石油断供。
但最终人们会发现能源一直在，
主要的经济体都不差钱他们能接受高额溢价。",https://x.com/xiaomustock/status/2044105005872099493
1982308487784006120,2025-10-26 04:49:07,B,23,41,2,26001,"avnt现在这个负费率能开多撸一把空军.

纳斯达克最近在申请股票代币化，ondo这个坏逼给sec说别通过，但肯定要通过.
avnt是华尔街组局搞的股票和外汇代币化链上交易所.同概念信息面上也有优势.",https://x.com/xiaomustock/status/1982308487784006120
1914000586367996036,2025-04-20 16:57:54,B,23,39,7,34964,"prompt我之前干了四五次都没涨，狗庄今天夜里了才拉盘，真他么搞心态.看见就27了操蛋.
我之前三四次都是梭哈买了prompt，0.235啊纹丝不动还是亏钱走的. https://t.co/8qEAR3J34q",https://x.com/xiaomustock/status/1914000586367996036
1723398252924719400,2023-11-11 17:52:17,B,23,37,1,46021,"祖传5万u 买了cyber，这次是真睡了

棒子前期操盘爆拉过的币砸过来之后就cyber没拉盘了，一直在6.5左右横盘，今天刚动我追了一把 https://t.co/mLNBZlHkX7",https://x.com/xiaomustock/status/1723398252924719400
1655534394633846793,2023-05-08 11:25:32,B,23,8,0,3645,一直玩合约的人恕我直言都是傻逼，炒币随随便便都是几十上百倍，譬如今天的brc20市场，譬如半个月前的meme行情，所以像凉兮这种真是大傻逼，小侠算是小傻逼，但是人家弄返佣死不了了，不过要是没返佣小虾搞合约也能死八百回 https://t.co/6KjImy2r2Y,https://x.com/xiaomustock/status/1655534394633846793
2029046464236933160,2026-03-04 04:09:09,B,22,80,1,25701,"市场很多东西是我们很难预测的，比如战争，庄家操纵，政府政策，关税等等。
从我们散户角度看，找到一个明确高增长的业绩指引自己已经足够。",https://x.com/xiaomustock/status/2029046464236933160
1826160564210663450,2024-08-21 07:33:01,B,22,77,10,125449,"老币换合约置换新币的真相：
1.老币项目方把币卖完了，只剩下个推特和官网是自己的。涨跌项目方都没钱赚。
2.项目方弄新币，给自己预留份额，重新拥有筹码，可以继续卖钱。
3.下一轮行情可能见到换俩次合约的项目方😂
4.这些玩意换币那一段时间还都能涨，跟当时那个炼油币mc一样。",https://x.com/xiaomustock/status/1826160564210663450
1869997004908281878,2024-12-20 06:43:23,B,22,59,4,130314,什么人一直在砸盘🌚再砸就埋土里了 https://t.co/9h2MiO8vnV,https://x.com/xiaomustock/status/1869997004908281878
1937559946880778528,2025-06-24 17:14:24,B,22,58,3,106419,"今天从头麻到脚，麻的走路打摆子了.
开盘买的coin，cony，eyen全部爆拉. https://t.co/I9XioItzsX",https://x.com/xiaomustock/status/1937559946880778528
1941878044077256740,2025-07-06 15:12:58,B,22,56,2,98428,"很久没上coingalss看了一下
bsw这个下架币的合约持仓量涨到oi比第一了，不正常，市值1000万，合约持仓1500，0.0164的价格祖传撸一发我. https://t.co/NDfYxugDPX",https://x.com/xiaomustock/status/1941878044077256740
1985777847508906378,2025-11-04 18:35:07,B,22,38,1,37284,"币安能不能把giggle合约的手续费收入也捐了.把慈善搞到底.@cz_binance 
giggle现货的手续费收入是来自giggle创建的初衷交易捐献.
giggle合约的手续费收入作为币安对giggle教育的捐款如果也能捐出去，那就是币安和社区对教育慈善的双向奔赴.",https://x.com/xiaomustock/status/1985777847508906378
1907746098288197779,2025-04-03 10:44:48,B,22,32,13,104093,"不仅空了50多个shitcoin，
连黄金paxg我也空了，3129空了黄金.😂 https://t.co/bIRImXKWGV",https://x.com/xiaomustock/status/1907746098288197779
1870070069050675602,2024-12-20 11:33:43,B,22,27,4,84132,狗庄现在真是贱啊，每周五都砸盘，瞅准了周五之后韭菜孤立无援. https://t.co/ApZMEVzk17,https://x.com/xiaomustock/status/1870070069050675602
1949312151736254740,2025-07-27 03:33:28,B,22,21,2,60812,如果是把yzi持股的这家公司预想成币安曲线上市的壳，那么可以对标给hood和coin这种几百亿美金的交易所股票. https://t.co/DhjPzXIpFu,https://x.com/xiaomustock/status/1949312151736254740
