ID,发布时间,推文内容,含金量评分,点赞数,转发数,回复数,浏览量,推文链接
2067239089552965943,Wed Jun 17 13:33:01 +0000 2026,"有人说100万韩元5年翻了80倍
变成8000万韩元，但其实就是5万美金
有这么强的示范效应吗？

给没注册的人展示新手村奖励
给新手村的人展示野外奖励
给野外的人展示地下城奖励
给地下城的人展示打Boss奖励

金额如果太大，没入坑的人就不容易代入了？
反而是差一点点就能够得着的故事
更能影响最多的人？ https://t.co/RYT2kGIehl",5.8,0,2,39,18040,https://x.com/coolish/status/2067239089552965943
2066957825851695411,Tue Jun 16 18:55:22 +0000 2026,"1. 引用推特地写了“有延迟也可”，
官方极低延迟直播不是唯一场景，别说几百MS延迟，
就算几秒几十秒延迟也有其场景，更别提非直播场景。

2. 视频只是展示一个用例，光这个用例都可以AI介入比如决定何时显示隐藏等等。且不难想象其他更复杂特性比如战术可视化、球员状态等等，不仅仅需要基于当下画面，还需要累加历史画面、数据，甚至局外数据。我以为这不难理解本不需要赘述的。

3. AI 和 AR 不是互斥，而且这就是 AR+多层面的AI，
视频左下角的水印 https://t.co/KHXjzTYIwT：",5.8,0,0,0,1525,https://x.com/coolish/status/2066957825851695411
2066796120802771267,Tue Jun 16 08:12:49 +0000 2026,"所以上一届世界杯，
已经是最后一届没有视频 +AI 的了😅 https://t.co/LMKBgVgnJN",4.5,0,27,89,387509,https://x.com/coolish/status/2066796120802771267
2066794691874738353,Tue Jun 16 08:07:08 +0000 2026,"@CuiMao 啊？这么效率？
这游戏有人说是反开放世界风气，
古典线性游戏的文艺复兴。",3.0,0,0,1,1673,https://x.com/coolish/status/2066794691874738353
2066111368538046706,Sun Jun 14 10:51:51 +0000 2026,"受大橙子蛊惑，买了 Fitbit 确实比Whoop好
真正随身AI教练、身体管家，会主动那种。
持续主动收集你的选择题反馈，
会记住细节，比如提到过肩膀不舒服，
它会记住并定制后续。

今天健身时想到它们要是都有个
实时语音健身记录功能就好了：
健身时嘴里说“二头肌杠铃弯举30kg 1组”
就太方便了。",6.6,0,3,52,81042,https://x.com/coolish/status/2066111368538046706
2066030292385812482,Sun Jun 14 05:29:41 +0000 2026,"@_FORAB 这裁判跟超级赛亚人似的😅
https://t.co/e9I7QZRRPi",3.0,0,0,0,5028,https://x.com/coolish/status/2066030292385812482
2065738491485708666,Sat Jun 13 10:10:10 +0000 2026,"今天下午3点左发 n 条
关于 DeAI 的推文后这三个小时里，
Tao（Bittensor）涨了 10% 😅 https://t.co/5hBDL8rvf6",4.8,0,4,38,31806,https://x.com/coolish/status/2065738491485708666
2065727798749385006,Sat Jun 13 09:27:41 +0000 2026,@Plus_Ultra_715 这不是马景涛吗,3.0,0,0,1,1675,https://x.com/coolish/status/2065727798749385006
2065714692518223996,Sat Jun 13 08:35:36 +0000 2026,"我比较同意盘主说的，因为从第一性上看，
“上市公司股份”背后对应的“上市公司权益”，
这个东西本身就是完全受制于单一政府、中心化权力的。

股份变成币如果是为了某种套利（你说的第4点），利益被损害者本身就是游戏规则制定者，
要么套利影响规模还不够大，要么影响大了被中心化一票否决。至于第1～3点也都不是决定性因素。

好比是修仙世界里，它的魂血被掌握在世仇手里。

这一点和Crypto背后对应的泛金钱价值有根本区别。Crypto能存续是因为节点并不都在一个国家，哪怕暂时还在空中楼阁的DeAI都满足这一点。但股票背后权益从根本上就是单一政府权力下的产物。这是硬伤导致没有足够必要代币化。",5.0,0,1,0,0,https://x.com/coolish/status/2065714692518223996
2065714255622795473,Sat Jun 13 08:33:52 +0000 2026,@thecryptoskanda https://t.co/npnO05wTJc,3.0,0,0,0,4034,https://x.com/coolish/status/2065714255622795473
2065713907134513209,Sat Jun 13 08:32:29 +0000 2026,"我比较同意盘主说的，因为从第一性上看，
“上市公司股份”背后对应的“上市公司权益”，
这个东西本身就是完全受制于单一政府、中心化权力的。

股份变成币如果是为了某种套利（你说的第4点），利益被损害者本身就是游戏规则制定者，
要么套利影响规模还不够大，要么影响大了被中心化一票否决。至于第1～3点也都不是决定性因素。

好比是修仙世界里，它的魂血被掌握在世仇手里。

这一点和Crypto背后对应的泛金钱价值有根本区别。Crypto能存续是因为节点并不都在一个国家，哪怕暂时还在空中楼阁的DeAI都满足这一点。但股票背后权益从根本上就是单一政府权力下的产物。这是硬伤导致没有足够必要代币化。",5.0,0,1,2,23001,https://x.com/coolish/status/2065713907134513209
2065698678984347956,Sat Jun 13 07:31:58 +0000 2026,@_FORAB https://t.co/m8yPyw9Mbj https://t.co/mBulGUUKHx,3.8,0,1,0,2023,https://x.com/coolish/status/2065698678984347956
2065696776917828003,Sat Jun 13 07:24:25 +0000 2026,@rickawsb https://t.co/Ih8VwY7gCj https://t.co/5V3PQea14n,3.8,0,0,0,965,https://x.com/coolish/status/2065696776917828003
2065696215443116070,Sat Jun 13 07:22:11 +0000 2026,https://t.co/lSv4JQXec5,4.2,0,5,2,52914,https://x.com/coolish/status/2065696215443116070
2065692883248931081,Sat Jun 13 07:08:56 +0000 2026,"今天再回头看⬇️引用推里，
几个月前的这篇文章，会不会感觉又不一样？

故事才开始照进现实，这还只是开始的开始。 https://t.co/3QVJoFMntA",4.8,0,1,26,12548,https://x.com/coolish/status/2065692883248931081
2065363441544798551,Fri Jun 12 09:19:51 +0000 2026,"@MMMusol 建了个33不朽灵魂的X群，
看看有多少推友可以一起冲：
https://t.co/wtVIfFbOLb",3.0,0,0,4,1144,https://x.com/coolish/status/2065363441544798551
2065361990495932577,Fri Jun 12 09:14:05 +0000 2026,"昨天玩上这个《33不朽灵魂》挺上头，
联机匹配/组队 33 个人一起冲，
最后可能只剩下几个人最终战 Boss，
也可能还没见到 Boss 就全军覆没。

这都可以在 X 上整个群，
拉上几十个推友一起冲了。  ",4.8,0,3,11,11931,https://x.com/coolish/status/2065361990495932577
2065321189942448635,Fri Jun 12 06:31:58 +0000 2026,"十几年前的第一人称足球造梦广告：
（视频来自视频号 教你拍广告-老余） https://t.co/HYfoe6rY8B",3.8,0,1,1,5205,https://x.com/coolish/status/2065321189942448635
2065312031071498514,Fri Jun 12 05:55:34 +0000 2026,"如果能做个，基于世界杯原始直播画面，
生成 “球员第一人称视角” 的比赛直播视频服务，
可以切换到任何一个球员/裁判教练的
第一人称视角看直播，你会想看吗？",4.0,0,0,15,18343,https://x.com/coolish/status/2065312031071498514
2065310169299653089,Fri Jun 12 05:48:10 +0000 2026,"是否可以做个免费世界杯 AI 直播网站（有延迟也可）
画面由基于原始直播，由 AI 实时生成显示
各种贝叶斯概率预测数据/趣味特效/AI毒蛇语音解说，
甚至球员体力槽，游戏视角等..

可以比较不同模型表现。
会比较有趣吗？有这类服务吗？

这届世界杯会不会是最后一届
没有这类+AI实时视频服务的世界杯？",5.0,0,3,22,413897,https://x.com/coolish/status/2065310169299653089
2065308674231615894,Fri Jun 12 05:42:14 +0000 2026,"是否可以做个免费世界杯直播网站（延迟也可）
直播画面上，用 AI 实时动态，可视化标记
各种贝叶斯概率预测数据/趣味特效/AI毒蛇语音解说，
甚至球员体力槽，游戏视角等等...

可以比较不同模型表现。
会比较有趣吗？有这类服务吗？

这届世界杯会不会是
最后一届没有这类 + AI 实时视频服务的世界杯？",5.0,0,0,0,0,https://x.com/coolish/status/2065308674231615894
2065306983889248515,Fri Jun 12 05:35:31 +0000 2026,"是否可以做一个免费的世界杯直播网站（延迟也可）
直播画面上，用 AI 实时动态，可视化标记
各种贝叶斯概率预测数据/趣味特效/AI毒蛇语音解说...

做这类会比较有趣吗？已经有这类服务了吗？
可以比较不同模型的不同表现。

这届世界杯，会不会是
最后一届没有这类 + AI 实时视频服务的世界杯？",4.0,0,0,0,0,https://x.com/coolish/status/2065306983889248515
2064241844347912528,Tue Jun 09 07:03:02 +0000 2026,今天网球课，偶遇潘玮柏😅  ,3.8,0,0,0,0,https://x.com/coolish/status/2064241844347912528
2064008560070254813,Mon Jun 08 15:36:02 +0000 2026,"@zengying1107 不应该用VPN。
很早发过的一条相关推文含金量一直在上升：
https://t.co/ISfANN6UmY https://t.co/zmcEcItr0P",5.2,0,17,2,28854,https://x.com/coolish/status/2064008560070254813
2063998152471085366,Mon Jun 08 14:54:41 +0000 2026,"@CuiMao RTX Spark优化GTA6帧率❌
GTA6 NPC语言行为由RTX Spark本地模型生成驱动✅",3.0,0,0,2,2232,https://x.com/coolish/status/2063998152471085366
2063997047041401070,Mon Jun 08 14:50:17 +0000 2026,"@turingou 但如果这里寻找到的“某个领域”
是被低估的即将快速成长的新领域，就很好了",3.0,0,0,1,4083,https://x.com/coolish/status/2063997047041401070
2063918139646292385,Mon Jun 08 09:36:44 +0000 2026,@ooeli_eth 黄浦江沿岸有一些普通游客不知道的小段 https://t.co/KRlhXMTk2h,3.8,0,0,2,2056,https://x.com/coolish/status/2063918139646292385
2063906058834497793,Mon Jun 08 08:48:44 +0000 2026,"看到《仙逆》作者耳根的视频，
说当初写主角王林第一次“化凡”剧情前，
作品热度是扑街的，耳根自己状态也是浮躁的，
直到写第一次化凡，读者才开始突然多起来。

联想以前提到过，
做交易开小资金账号“从头再来”，与大号隔离，
也挺像“化凡”的意义。

弱者慕强，强者慕真，真者慕空。
化凡像是体会空。",4.4,0,6,77,23156,https://x.com/coolish/status/2063906058834497793
2063647870784573846,Sun Jun 07 15:42:47 +0000 2026,@diamondhandjs 那应该看《仙逆》，就是木工世家王林修仙记,3.0,0,0,0,1190,https://x.com/coolish/status/2063647870784573846
2063589141150056611,Sun Jun 07 11:49:25 +0000 2026,@kingsleyamis @cuichenghao 有没有可能，另一侧不是单片 https://t.co/AUUWAeB6Mh,4.8,0,0,1,346,https://x.com/coolish/status/2063589141150056611
2063282620100981129,Sat Jun 06 15:31:25 +0000 2026,@tutulifestyle RimWorld 虽然没有LLM，但接近你说的。 https://t.co/gqDl3AuTRu,4.8,0,0,1,3157,https://x.com/coolish/status/2063282620100981129
2062895859461922936,Fri Jun 05 13:54:34 +0000 2026,"刚刚 ChatGPT 跟我说，
ETH 世界计算机可以跑
1m 参数以内的“微语言模型”😅",3.0,0,1,46,45102,https://x.com/coolish/status/2062895859461922936
2062895180366406139,Fri Jun 05 13:51:52 +0000 2026,"刚刚 ChatGPT 跟我说，
ETH世界计算机可以跑1m参数以内的“微模型”😅",3.0,0,0,0,0,https://x.com/coolish/status/2062895180366406139
2062760005108195557,Fri Jun 05 04:54:44 +0000 2026,@jianshuo 智能便宜，会出 The Matrix,3.0,0,0,1,10130,https://x.com/coolish/status/2062760005108195557
2062457513229062379,Thu Jun 04 08:52:44 +0000 2026,"@zengying1107 要降低皮质醇，无氧运动恰恰应该从2小时减为1小时，
除非第2个小时全程是有氧/放松。",3.0,0,1,4,7470,https://x.com/coolish/status/2062457513229062379
2062418168287810014,Thu Jun 04 06:16:23 +0000 2026,"@python_xxt 不是脑洞，而是真实的重演故事...
2020年2月我付了 Tesla Roadster 2 的定金30多万
（https://t.co/QDFKPS8stF）
这几年下来，车一直跳票，特斯拉股票涨了10倍+，
如果这订金不是用来订车...😅",4.0,0,0,5,11344,https://x.com/coolish/status/2062418168287810014
2062233443975778764,Wed Jun 03 18:02:22 +0000 2026,"@_FORAB 热知识：
iOS 相册里找照片的“自然语言搜索”是在 2024年6月10日 的 WWDC24 全球开发者大会上，作为 Apple Intelligence 的核心功能正式对外宣布的。

但至今仍是一坨...

有这榜样在，别家的搜索框提供不好自然语言搜索，貌似也就没那么糟糕了。",4.0,0,0,1,3037,https://x.com/coolish/status/2062233443975778764
2062157644283211786,Wed Jun 03 13:01:10 +0000 2026,"对这个问题比较有感触，
主要是因为我之前深受网络文字主导，
到视频主导的下沉变迁影响。

1999年左右我刚读初中时，
网络游戏只有“MUD文字网络游戏”(图1），
一个月烧2000+电话费，被爸打。
游戏网友线下聚会时，
相当部分网友都是当年复旦、交大这类本科生，
摸着我的还在长个的头顶，把我当小孩，
带我进入“18岁以下不得入内”的游戏厅，
需要几个“男大女大”网友把我围起来，
遮挡住入口处工作人员的视线，好混进去。

再往后两年，第一代“图形”网络游戏MMORPG，
“Ultimate Online”“石器时代”，
网络游戏变成字面意义上的“Video Game”，
游戏网友人群才突然开启下沉、多元化。

再后来，2012年我开始互联网创业，
做了好多年“文字主导社交网络”产品，
甚至和当时如日中天的“微博碎片短文字”反向操作，
主打高信息含量的文字形式。

后面几年里，
尤其是2016年开始“17”“映客”“小咖秀抖音”
把视频之风刮遍大江南北，
让知乎这种文字主导的平台在2018年触顶，
而我自己作为身在这场变迁浪潮里的一线创业者，
也甚至都“身在此山中,当局者迷”，
从2013年“图片社交”热潮兴起，
到2016年视频社交媒体兴起，
那几年里都一度认为无论图片、视频只是另一条独立赛道，
我做我的非碎片文字方向，一直没及时思维转型,
太晚才意识到挤压效应和下沉趋势，
直到2018~2019关闭了公司。
且略带反讽的是，
我在高校读的专业就叫“多媒体娱乐技术”。

可能是因为在这样的经历下，
所以我对2023年ChatGPT
会如何从静态回合制文字形式Chatbot，
到更多模态、实时动态交互反馈形式的潜在变迁趋势，
尤其敏感和关心。

所以我本来也是文字不可替代价值的信徒，
至今也还会通宵沉迷，
像《苏丹的游戏》这种纯文字演绎的游戏。
现在更均衡的视角是，也许未来环境下，
当AI“Her”的能力强到无限制、动态、原生多模态时，
她拥有对屏幕上每一个像素的实时无限操纵能力时，
她也许还是会在某些时候，决定向你输出一段纯文字，
哪怕这段文字的表现，在技术上是基于视频串流。
文字和视频的界限，很可能会像这样进一步模糊，
分久必合，更难区分定义。
我们会更少去说，这内容是文字还是视频，
甚至连“UI界面”和“内容”之间的界限，都会模糊。
（如图2这条推文所说：https://t.co/r0CL5fuHTe）
这也像在KTV里唱歌的人，
你说他是在跟着一段音乐视频唱吧，
但他多数注意力也是在画面下方的歌词文本字幕上。",6.8,0,0,1,3297,https://x.com/coolish/status/2062157644283211786
2062137419760386510,Wed Jun 03 11:40:48 +0000 2026,"@turingou 很多事物，
高速增长的前期过程，往往是越加分化的过程，
进入中后期饱和的过程，往往是收敛整合的过程，
直到开启新的高增长，再重复上述循环。
所以“合久必分，分久必合”。",4.0,0,1,0,6131,https://x.com/coolish/status/2062137419760386510
2062129822466551991,Wed Jun 03 11:10:36 +0000 2026,"对，但我们讨论的核心是，同样导致疲劳“撑胃”这个问题，文字和视频的疲劳阈值哪个高？读文字的胃更大，还是看视频的胃更大？哪个胃消化效率更高，更不容易疲劳？

以娱乐和教学场景为例，
为什么多数人难以读一天的文字，而更容易看一天的短视频、影视剧？
假如给普通人学生，传道授业一门有难度的学科/技能，在自学场景下（排除老师、场景的强制约束力变量区别），给他一套视频课件，学习效果是否大概率优于，给他一套静态文字或图文PPT课件？

如果以上述这类例子可以说明，多数情况下，
“看视频的胃” 比 “读静态文字的胃”
容量更大、消化率更好，
那么纯文字形式，在信息过载疲劳、依从性等方面，往往是比视频形式更糟糕才对。
也就是说，看视频遇到过载问题的阈值，高于静态文字，看视频可以在比读文字更长时间、更大信息量情况下，才出问题。

当然双刃剑是，视频比文字，更容易发展到沉迷/有害信息导致的负面情况，但在视频/文字这两种情况下负面问题出现之前，前者首先已然率先产生了更多“正面信息收益”。

当我们对视频环境习以为常，Take it for granted时，很容易对其已经产生的整体正面增益，也Take it for granted，导致比较评价时的偏颇。

好比是我们这一辈的父母长辈，虽然在短视频环境下，他们有更大可能被坏的信息影响，但整体而言，同样在智能手机普及后的近10年里，视频主导网络内容环境下的长辈（后5年），其知识思维开阔程度，整体应该是比图文主导网络内容环境下（前5年）更进步的。",6.0,0,0,1,327,https://x.com/coolish/status/2062129822466551991
2061724419312296420,Tue Jun 02 08:19:41 +0000 2026,"“很多视频没有提高信息密度，只是提高感官密度”确实是现状，主要是因为，现在的视频大多还是人工策划编辑的，现在仍然是“ugc、pgc”时代，aigc尤其是aigc视频时代还在萌芽期，并且aigc视频还需要经历从“人主导aigc”→“ai更自主的aigc”的进化。

视频创作、制作门槛，平均远高于文字创作门槛，所以在人的能力局限下，多数视频只能要么追求实现“廉价的感官密度”类，要么落入叫好不叫座的小众类。就像兼具信息密度和感官密度的好短视频、好电影，在人类主导制作下，总是稀缺的。

但这种稀缺性，未来会逐步改变。未来好的视频内容，会逐渐像遍布大街小巷的美食一样高性价比。

想象一下这个场景：
你在发这条小众晦涩话题推文的时候，随着你一边打字或语音输入，你这条推文的生动视频版也一边在同步自动生成，无需你过多二次干预指挥编辑。于是本来这条消费吸收门槛高的内容，在信息量不减少甚至增加的前提下，拥有了更强的穿透力和受众范围。

https://t.co/4jyqcKodXC",6.0,0,0,3,1843,https://x.com/coolish/status/2061724419312296420
2061711677750657171,Tue Jun 02 07:29:03 +0000 2026,"@Pengekommer @CryptoPainter 你说的就是类似如下图中，
右端新开始的进一步分化情况
（黑色线代表软件股，蓝色线代表btc） https://t.co/m714dvKyhf",4.8,0,0,0,580,https://x.com/coolish/status/2061711677750657171
2061674433144897879,Tue Jun 02 05:01:03 +0000 2026,"今天打的网约车，
内饰颜色竟和包包搭上了。  ",3.8,0,0,206,13895,https://x.com/coolish/status/2061674433144897879
2061669491453698210,Tue Jun 02 04:41:25 +0000 2026,"@gkxspace 不止如此，如果是 Grok + X API，
还可以这样：https://t.co/QTYanNpdVE",4.8,0,0,0,3423,https://x.com/coolish/status/2061669491453698210
2061663035316744315,Tue Jun 02 04:15:46 +0000 2026,"@CuiMao 未来一切皆是 Streaming 
https://t.co/n97LrXhUYt",3.0,0,0,1,2580,https://x.com/coolish/status/2061663035316744315
2061659886480765238,Tue Jun 02 04:03:15 +0000 2026,"@bearliu 除了《地铁》系列，
还有潜行者同名游戏《Stalker》 ，也是很够味，哈哈 https://t.co/oFb6A0TTiq",4.8,0,1,0,2516,https://x.com/coolish/status/2061659886480765238
2061656371310006670,Tue Jun 02 03:49:17 +0000 2026,"@CryptoPainter 你如果打开 https://t.co/zIwN5019cW ，把页面下方时间进度条来回拖，
你会发现2025年到现在，软件云服务类美股就是一个持续被虹吸、往下掉的过程。
甚至这个整体往下掉的进程，也是从 2025年“1011”这个时间点，开始尤为明显。
那么 BTC 或许也可以理解为其中一种“云服务”。
https://t.co/uFlaZN1gcj https://t.co/Bxpk4fJfiC",6.2,0,7,15,17843,https://x.com/coolish/status/2061656371310006670
2061434682710122843,Mon Jun 01 13:08:22 +0000 2026,@_FORAB 繁體人生,3.0,0,0,2,2720,https://x.com/coolish/status/2061434682710122843
2061395912006721862,Mon Jun 01 10:34:18 +0000 2026,@skyguoCypherium 中国有个纪录片 https://t.co/xWdb0fSktd,3.8,0,0,0,456,https://x.com/coolish/status/2061395912006721862
2061005736881394031,Sun May 31 08:43:53 +0000 2026,@qzhxjhj 国外健身房纷纷光膀子的氛围真是刺激啊🤣,3.0,0,0,2,2880,https://x.com/coolish/status/2061005736881394031
2060934545525064156,Sun May 31 04:01:00 +0000 2026,@Goupenguin 是真的😅,3.0,0,0,0,3014,https://x.com/coolish/status/2060934545525064156
2060927380122951945,Sun May 31 03:32:32 +0000 2026,@off_thetarget 好奇大概是什么年龄段的让你开眼啦,3.0,0,0,5,7645,https://x.com/coolish/status/2060927380122951945
2060923252629995570,Sun May 31 03:16:08 +0000 2026,"@Goupenguin 好消息是，我之前看到的是，
像咱这种久坐多的，
就算运动多也很难抵消久坐的影响，
所以零运动并没有错过太多什么，哈哈。",4.0,0,0,1,12913,https://x.com/coolish/status/2060923252629995570
2060918615604703665,Sun May 31 02:57:42 +0000 2026,@Goupenguin 之前看到说，咱久坐多的都会多少有这问题😅,3.0,0,0,3,2347,https://x.com/coolish/status/2060918615604703665
2060824897761509396,Sat May 30 20:45:18 +0000 2026,"@CryptoPainter 镁还分海洋衍生镁，甘氨酸镁，苏糖酸镁。
而且d3+镁最好还要加k2。
补任何东西，都必须得先跟AI过一遍呀。",4.0,0,2,5,6656,https://x.com/coolish/status/2060824897761509396
2060776487813558582,Sat May 30 17:32:56 +0000 2026,"@bkingfilm 在 steam 上看到了，但还没玩。
看你这个视频，感觉这个物理反馈感，有点像当年横版射击游戏，合金弹头，里那种质感。

btw. 你这个视频下面带简介文字的效果是怎么发的？",4.0,0,0,1,1102,https://x.com/coolish/status/2060776487813558582
2060764424617808095,Sat May 30 16:45:00 +0000 2026,@tinyfool https://t.co/LCfm8gjY0u,3.0,0,0,0,6016,https://x.com/coolish/status/2060764424617808095
2060763389752909915,Sat May 30 16:40:53 +0000 2026,"你解释得 ok，像 Tinyfool 解释的这段也很具体
https://t.co/fSFAUUbPFq
我的理解是：
语言、交通互通这些，是巴别塔开始建造的前提条件，
而巴别塔是类比“更好更先进的乌托邦生存环境”，
所以“语言互通”在这个比喻里，
讲的是“人类可以建造巴别塔”了，
所以离“巴别塔要来了”更近一步了。

而典故中，巴别塔结局的失败，
和伴随的天罚结局（语言被扰乱分化），
本就不应该扯进这个话题语境里。
因为巴别塔失败、被罚这个点，
代表的是人类野心的过度泛滥、傲慢导致的后果，
跟大家在讨论的自动翻译语境根本不沾边，
除非是想表达“语言自动互通，反而会带来恶果”
（这显然并不是大家在讨论的点）。",6.0,0,3,0,15882,https://x.com/coolish/status/2060763389752909915
2060739317275021475,Sat May 30 15:05:14 +0000 2026,@CuiMao @DarioAmodei 或者这种穿越类的剧本还可以吗😅 https://t.co/Pze5RKiHXh,3.8,0,0,1,2835,https://x.com/coolish/status/2060739317275021475
2060699813948399848,Sat May 30 12:28:16 +0000 2026,"@TingHu888 这个有点像下面这篇文章里说的，
让人先活下来足够久的跑刀流。

如果学费太高
（金钱上的学费太高，必然也伴随精神上的学费太高），
就像文章里说的，难以拔出来的刺刀。 https://t.co/hBJABtXXVJ",4.8,0,0,2,1706,https://x.com/coolish/status/2060699813948399848
2060695470461341729,Sat May 30 12:11:00 +0000 2026,"干中学...
先是干，后也是干，底层靠干出来，枝节也靠干出来。
用最少的学费，20岁~30岁的10年业余时间里，
亲身干500~1000个标的。

然后行就行，不行也可以放弃...
但就算是最终不行，前面干中学到的也不会白学，
或多或少学到的能迁移到其他事情里。

核心是干，并控制学费。",4.4,0,8,5,4676,https://x.com/coolish/status/2060695470461341729
2060689811162444185,Sat May 30 11:48:31 +0000 2026,"@CryptoPainter @erchenlu1 有点像，
对一个人好，八年了，总体是9分的好
但是第九年你稍有懈怠，变6分的好了，
他第九年就很疑惑，你怎么了？甚至可能恨你...

对一个人好，八年了，是2分的好，
第九年变4分的好，
他更爱你了...😅",4.0,0,1,5,1220,https://x.com/coolish/status/2060689811162444185
2060686165158842383,Sat May 30 11:34:02 +0000 2026,@bboczeng 勃学会迟到但不会缺席😅,3.0,0,0,1,2516,https://x.com/coolish/status/2060686165158842383
2060680487224664243,Sat May 30 11:11:28 +0000 2026,"@AliceBCeiona 20年前人们只需要说“凡是互联网就牛逼”，
现在或哪怕10年前，
都不会有人再这么说，因为没什么人有兴趣听这句话。
说的人需要区分去说。

所以当未来进一步分化，伴随人们普遍认知增加，
不会有人有兴趣听“存储牛逼”，
而是更有兴趣听“存储里的哪个分支更牛逼”，
那自然也没什么人会再说“存储牛逼”了。",5.0,0,0,0,2715,https://x.com/coolish/status/2060680487224664243
2060664618142531648,Sat May 30 10:08:24 +0000 2026,"@yetone 以前叫人家小冰，
现在叫人家老一辈了",3.0,0,0,1,2302,https://x.com/coolish/status/2060664618142531648
2060663360014946530,Sat May 30 10:03:24 +0000 2026,"关于存储赛道下注的看法讨论，见引用推（图1）
你们怎么看？ https://t.co/lekGiHPIcd",4.2,0,13,109,98417,https://x.com/coolish/status/2060663360014946530
2060653682451226737,Sat May 30 09:24:57 +0000 2026,"@xiaomustock 1.
图上这套持仓，确实是“对DRAM+NAND无死角持仓”，
但是在“无死角”这条基线之上，
无论是这套组合持仓，还是单独看三大厂（三星、SK海力士、美光），
对DRAM和NAND的暴露度（市场份额）有很大差别，
大约都是：
DRAM 75%，NAND 25%
所以这套组合持仓，或者押注三大厂，
其实是 DRAM主导+NAND为辅。…",5.4,0,8,0,0,https://x.com/coolish/status/2060653682451226737
2060652850737262754,Sat May 30 09:21:39 +0000 2026,"1.
图上这套持仓，确实是“对DRAM+NAND无死角持仓”，
但是在“无死角”这条基线之上，
无论是这套组合持仓，还是单独看三大厂（三星、SK海力士、美光），
对DRAM和NAND的暴露度（市场份额）有很大差别，
大约都是：
DRAM 75%，NAND 25%
所以这套组合持仓，或者押注三大厂，
其实是 DRAM主导+NAND为辅。
以及可能不能简单说
“三大厂是dram的垄断者也是nand的垄断者”。

2. 
假如未来 DRAM和NAND 需求增长强度逐渐分化，
相应标的的走势可能也会随之逐渐分化，
那么区分 DRAM和NAND 的意义就会变大，
尤其对于想要捕捉更多 Alpha 来说，
需要判断两者分化的可能性和潜在差距，
来调整组合，比如在三大厂之外，
增加 SNDK 这类更NAND主导的权重。

3.
另一个角度，在 DRAM和NAND 之外，
还有长期存储成本低10倍的HDD不容忽视，
假如未来，长期上下文需求井喷超预期，
或者说短期上下文需求增长饱和/Price in饱和，
同时长期上下文后劲更足/Price in不足有补涨需求，
那么存在一种可能性，就是 HDD 异军突起。
那么上述整体组合，或三大厂组合的死角盲区，
也可能逐渐变大，
那么不仅仅是区分 DRAM和NAND 变得有意义，
甚至连区分NAND和HDD都变得更有意义，
就像为什么WDC要剥离出SNDK一样。",6.4,0,8,1,61903,https://x.com/coolish/status/2060652850737262754
2060632075313742203,Sat May 30 07:59:06 +0000 2026,"@xiaomustock 但长远来说，是不是应该区分下RAM和SSD/NAND。
就像你之前说的逻辑，
普通C端同时间只需要一两台电脑手机，
一两套CPU GPU 内存，
但用来放长期上下文的SSD/NAND这类，
才是积累的、并行扩充的。",4.0,0,0,1,9848,https://x.com/coolish/status/2060632075313742203
2060621712581161051,Sat May 30 07:17:55 +0000 2026,"你会不会经常想问 ChatGPT 个小问题，
但一时没工夫开App操作，
过会就忘记问了😅

我把 iPhone 的“操作按钮”(原静音按钮）
设置成了一键AI物理按钮：

设置-操作按钮-选控制-搜ChatGPT-语音模式

往后只需长按，说话就行
跳过一堆繁琐操作
800年不用的按钮变废为宝

（@luoyonghao 的闪念胶囊： ?）  ",6.2,0,6,52,12335,https://x.com/coolish/status/2060621712581161051
2060609664832987466,Sat May 30 06:30:03 +0000 2026,"@jacqueswanna @luoyonghao 说的都是“语言障碍消除”这座巴别塔。

BTW. 
推文右上角的 Grok 按钮，
也是一座正在建造的“巴别塔”，
这座塔可以帮你一键“理解障碍消除”。

AI First. https://t.co/bACUBq4cXw",4.8,0,0,2,746,https://x.com/coolish/status/2060609664832987466
2060365679635927287,Fri May 29 14:20:32 +0000 2026,@wdctlllltcdw 炒完主机，还有外设呢 https://t.co/3BUM9AByHU,3.8,0,0,6,4747,https://x.com/coolish/status/2060365679635927287
2060363525042905447,Fri May 29 14:11:58 +0000 2026,"NVIDIA APP just dropped a free 007 First Light outfit.

Go to Redeem and claim the GeForce Reward before you forget.

Available until July 1, 2026.  ",4.8,0,1,3,5771,https://x.com/coolish/status/2060363525042905447
2060361679372972049,Fri May 29 14:04:38 +0000 2026,@mranti https://t.co/qmbaWpMnH6,3.0,0,0,0,3010,https://x.com/coolish/status/2060361679372972049
2060361281560006707,Fri May 29 14:03:03 +0000 2026,"@luoyonghao 反过来说，
未来几百几千几万年都会一直有，
越来越通天的巴别塔，
那是不是该珍惜，
仅剩的没有巴别塔的这两年光景。

回想 30 年前在上海，
还没有那么多高楼大厦，
即使在静安区石库门三楼的天台上，
吃着西瓜乘凉，都能一眼望到，
黄浦江对岸建造中的的东方明珠塔。",4.0,0,2,0,1,https://x.com/coolish/status/2060361281560006707
